S.No.,Local Body Code,Local Body Version,Local Body Name      (In English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Parent Local Body Code,
1,262066,1,AGAR MALWA,AGAR MALWA,1,District Panchayat,,
2,583,1,ALIRAJPUR,?????????,1,District Panchayat,,
3,349,1,ANUPPUR,ANUPPUR,1,District Panchayat,,
4,350,1,ASHOKNAGAR,ASHOKNAGAR,1,District Panchayat,,
5,351,1,BALAGHAT,???????,1,District Panchayat,,
6,352,1,BARWANI,???????,1,District Panchayat,,
7,353,1,BETUL,?????,1,District Panchayat,,
8,354,1,BHIND,??????,1,District Panchayat,,
9,355,1,BHOPAL,BHOPAL,1,District Panchayat,,
10,356,1,BURHANPUR,BURHANPUR,1,District Panchayat,,
11,357,1,CHHATARPUR,CHHATARPUR,1,District Panchayat,,
12,358,1,CHHINDWARA,CHHINDWARA,1,District Panchayat,,
13,359,1,DAMOH,????,1,District Panchayat,,
14,360,1,DATIA,DATIA,1,District Panchayat,,
15,361,1,DEWAS,DEWAS,1,District Panchayat,,
16,362,1,DHAR,DHAR,1,District Panchayat,,
17,363,1,DINDORI,DINDORI,1,District Panchayat,,
18,364,1,EAST NIMAR,????? ?????? ???????,1,District Panchayat,,
19,365,1,GUNA,????,1,District Panchayat,,
20,366,1,GWALIOR,GWALIOR,1,District Panchayat,,
21,367,1,HARDA,HARDA,1,District Panchayat,,
22,368,1,HOSHANGABAD,HOSHANGABAD,1,District Panchayat,,
23,369,1,INDORE,INDORE,1,District Panchayat,,
24,370,1,JABALPUR,JABALPUR,1,District Panchayat,,
25,371,1,JHABUA,JHABUA,1,District Panchayat,,
26,372,1,KATNI,KATNI,1,District Panchayat,,
27,373,1,KHARGONE,?????,1,District Panchayat,,
28,374,1,MANDLA,MANDLA,1,District Panchayat,,
29,375,1,MANDSAUR,MANDSAUR,1,District Panchayat,,
30,376,1,MORENA,MORENA,1,District Panchayat,,
31,377,1,NARSINGHPUR,NARSINGHPUR,1,District Panchayat,,
32,378,1,NEEMUCH,NEEMUCH,1,District Panchayat,,
33,379,1,PANNA,??????,1,District Panchayat,,
34,380,1,RAISEN,RAISEN,1,District Panchayat,,
35,381,1,RAJGARH,RAJGARH,1,District Panchayat,,
36,382,1,RATLAM,RATLAM,1,District Panchayat,,
37,383,1,REWA,REWA,1,District Panchayat,,
38,384,1,SAGAR,SAGAR,1,District Panchayat,,
39,385,1,SATNA,????,1,District Panchayat,,
40,386,1,SEHORE,?????,1,District Panchayat,,
41,387,1,SEONI,SEONI,1,District Panchayat,,
42,388,1,SHAHDOL,SHAHDOL,1,District Panchayat,,
43,389,3,SHAJAPUR,SHAJAPUR,1,District Panchayat,,
44,390,1,SHEOPUR,???????,1,District Panchayat,,
45,391,1,SHIVPURI,SHIVPURI,1,District Panchayat,,
46,392,1,SIDHI,????,1,District Panchayat,,
47,582,1,SINGRAULI,SINGRAULI,1,District Panchayat,,
48,393,2,TIKAMGARH,TIKAMGARH,1,District Panchayat,,
49,394,1,UJJAIN,,1,District Panchayat,,
50,395,1,UMARIA,??????,1,District Panchayat,,
51,396,1,VIDISHA,VIDISHA,1,District Panchayat,,
52,4363,2,AGAR,AGAR,2,Intermediate Panchayat,262066,
53,4293,1,AJAIGARH,?????,2,Intermediate Panchayat,379,
54,4236,1,ALIRAJPUR,ALIRAJPUR,2,Intermediate Panchayat,583,
55,4311,1,ALOT,????,2,Intermediate Panchayat,382,
56,4337,1,AMARPATAN,???????,2,Intermediate Panchayat,385,
57,4192,2,AMARPUR,??????,2,Intermediate Panchayat,363,
58,4152,1,AMARWARA,,2,Intermediate Panchayat,358,
59,4277,1,AMBAH,AMBAH,2,Intermediate Panchayat,376,
60,4124,1,AMLA,????,2,Intermediate Panchayat,353,
61,4099,1,ANUPPUR,ANUPPUR,2,Intermediate Panchayat,349,
62,4206,1,ARON,????,2,Intermediate Panchayat,365,
63,4103,1,ASHOKNAGAR,ASHOKNAGAR,2,Intermediate Panchayat,350,
64,4345,1,ASHTA,?????,2,Intermediate Panchayat,386,
65,4134,1,ATER,????,2,Intermediate Panchayat,354,
66,4125,1,ATHNER,?????,2,Intermediate Panchayat,353,
67,4218,1,BABAI,BABAI,2,Intermediate Panchayat,368,
68,4284,1,BABAI CHICHALI,BABAI CHICHALI,2,Intermediate Panchayat,377,
69,4144,1,BADA MALEHARA,BADA MALEHARA,2,Intermediate Panchayat,357,
70,4374,1,BADARWAS,BADARWAS,2,Intermediate Panchayat,391,
71,4298,1,BADI,BADI,2,Intermediate Panchayat,380,
72,4396,1,BADNAGAR,,2,Intermediate Panchayat,394,
73,4179,1,BADNAWAR,BADNAWAR,2,Intermediate Panchayat,362,
74,4248,1,BADWARA,BADWARA,2,Intermediate Panchayat,372,
75,4180,1,BAGH,BAGH,2,Intermediate Panchayat,362,
76,4173,1,BAGLI,BAGLI,2,Intermediate Panchayat,361,
77,4249,1,BAHORIBAND,BAHORIBAND,2,Intermediate Panchayat,372,
78,4389,1,BAIDHAN,BAIDHAN,2,Intermediate Panchayat,582,
79,4107,1,BAIHAR,????,2,Intermediate Panchayat,351,
80,4193,2,BAJAG,????,2,Intermediate Panchayat,363,
81,4312,1,BAJNA,?????,2,Intermediate Panchayat,382,
82,4199,1,BALADI,????,2,Intermediate Panchayat,364,
83,4108,1,BALAGHAT,???????,2,Intermediate Panchayat,351,
84,4390,1,BALDEOGARH,BALDEOGARH,2,Intermediate Panchayat,393,
85,4207,1,BAMORI,?????,2,Intermediate Panchayat,365,
86,4326,1,BANDA,BANDA,2,Intermediate Panchayat,384,
87,4219,1,BANKHEDI,BANKHEDI,2,Intermediate Panchayat,368,
88,4350,1,BARGHAT,BARGHAT,2,Intermediate Panchayat,387,
89,4364,2,BAROD,BAROD,2,Intermediate Panchayat,262066,
90,4254,1,BARWAH,??????,2,Intermediate Panchayat,373,
91,4117,1,BARWANI,???????,2,Intermediate Panchayat,352,
92,4405,1,BASODA,BASODA,2,Intermediate Panchayat,396,
93,4163,1,BATIYAGARH,???????,2,Intermediate Panchayat,359,
94,4299,1,BEGAMGANJ,BEGAMGANJ,2,Intermediate Panchayat,380,
95,4358,1,BEOHARI,BEOHARI,2,Intermediate Panchayat,388,
96,4140,1,BERASIA,BERASIA,2,Intermediate Panchayat,355,
97,4126,1,BETUL,?????,2,Intermediate Panchayat,353,
98,4237,1,BHABRA,BHABRA,2,Intermediate Panchayat,583,
99,4255,1,BHAGVANPURA,?????????,2,Intermediate Panchayat,373,
100,4127,1,BHAINSDEHI,???????,2,Intermediate Panchayat,353,
101,4170,1,BHANDER,BHANDER,2,Intermediate Panchayat,360,
102,4272,1,BHANPURA,BHANPURA,2,Intermediate Panchayat,375,
103,4256,1,BHIKANGAON,????????,2,Intermediate Panchayat,373,
104,4128,1,BHIMPUR,??????,2,Intermediate Panchayat,353,
105,4135,1,BHIND,??????,2,Intermediate Panchayat,354,
106,4211,1,BHITARWAR,,2,Intermediate Panchayat,366,
107,4305,1,BIAORA,BIAORA,2,Intermediate Panchayat,381,
108,4263,1,BICHHIYA,BICHHIYA,2,Intermediate Panchayat,374,
109,4153,1,BICHHUA,,2,Intermediate Panchayat,358,
110,4264,1,BIJADANDI,BIJADANDI,2,Intermediate Panchayat,374,
111,4146,1,BIJAWAR,BIJAWAR,2,Intermediate Panchayat,357,
112,4327,1,BINA,BINA,2,Intermediate Panchayat,384,
113,4109,1,BIRSA,?????,2,Intermediate Panchayat,351,
114,4346,1,BUDNI,?????,2,Intermediate Panchayat,386,
115,4142,1,BURHANPUR,BURHANPUR,2,Intermediate Panchayat,356,
116,4359,1,BURHAR,BURHAR,2,Intermediate Panchayat,388,
117,4147,1,BUXWAHA,BUXWAHA,2,Intermediate Panchayat,357,
118,4208,1,CHANCHODA,???????,2,Intermediate Panchayat,365,
119,4104,1,CHANDERI,CHANDERI,2,Intermediate Panchayat,350,
120,4154,1,CHAURAI,,2,Intermediate Panchayat,358,
121,4285,1,CHAWARPATHA,CHAWARPATHA,2,Intermediate Panchayat,377,
122,4200,1,CHHAIGAON MAKHAN,??????????,2,Intermediate Panchayat,364,
123,4351,1,CHHAPARA,CHHAPARA,2,Intermediate Panchayat,387,
124,4148,1,CHHATARPUR,CHHATARPUR,2,Intermediate Panchayat,357,
125,4155,1,CHHINDWARA,,2,Intermediate Panchayat,358,
126,4129,1,CHICHOLI,??????,2,Intermediate Panchayat,353,
127,4382,1,CHITRANGI,CHITRANGI,2,Intermediate Panchayat,582,
128,4212,1,DABRA,,2,Intermediate Panchayat,366,
129,4181,1,DAHI,DAHI,2,Intermediate Panchayat,362,
130,4164,1,DAMOH,????,2,Intermediate Panchayat,359,
131,4171,1,DATIA,DATIA,2,Intermediate Panchayat,360,
132,4328,1,DEORI,DEORI,2,Intermediate Panchayat,384,
133,4225,1,DEPALPUR,????????,2,Intermediate Panchayat,369,
134,4383,1,DEVSAR,DEVSAR,2,Intermediate Panchayat,582,
135,4174,1,DEWAS,DEWAS,2,Intermediate Panchayat,361,
136,4352,1,DHANAURA,DHANAURA,2,Intermediate Panchayat,387,
137,4182,1,DHAR,DHAR,2,Intermediate Panchayat,362,
138,4183,1,DHARAMPURI,DHARAMPURI,2,Intermediate Panchayat,362,
139,4250,1,DHEEMERKHEDA,DHEEMERKHEDA,2,Intermediate Panchayat,372,
140,4194,2,DINDORI,????????,2,Intermediate Panchayat,363,
141,4300,1,GAIRATGANJ,GAIRATGANJ,2,Intermediate Panchayat,380,
142,4184,1,GANDHWANI,GANDHWANI,2,Intermediate Panchayat,362,
143,4317,1,GANGEV,GANGEV,2,Intermediate Panchayat,383,
144,4273,1,GAROTH,GAROTH,2,Intermediate Panchayat,375,
145,4145,2,GAURIHAR,GAURIHAR,2,Intermediate Panchayat,357,
146,4213,1,GHATIGAON,,2,Intermediate Panchayat,366,
147,4397,1,GHATIYA,,2,Intermediate Panchayat,394,
148,4130,1,GHORADONGRI,??????????,2,Intermediate Panchayat,353,
149,4265,1,GHUGHRI,GHUGHRI,2,Intermediate Panchayat,374,
150,4257,1,GOGAWAN,???????,2,Intermediate Panchayat,373,
151,4136,1,GOHAD,????,2,Intermediate Panchayat,354,
152,4360,1,GOHPARU,GOHPARU,2,Intermediate Panchayat,388,
153,4286,1,GOTEGAON,GOTEGAON,2,Intermediate Panchayat,377,
154,4209,1,GUNA,????,2,Intermediate Panchayat,365,
155,4294,1,GUNOUR,?????,2,Intermediate Panchayat,379,
156,4406,1,GYARASPUR,GYARASPUR,2,Intermediate Panchayat,396,
157,4318,1,HANUMANA,HANUMANA,2,Intermediate Panchayat,383,
158,4215,1,HARDA,HARDA,2,Intermediate Panchayat,367,
159,4156,1,HARRAI,,2,Intermediate Panchayat,358,
160,4201,1,HARSUD,?????,2,Intermediate Panchayat,364,
161,4165,1,HATTA,???,2,Intermediate Panchayat,359,
162,4220,1,HOSHANGABAD,HOSHANGABAD,2,Intermediate Panchayat,368,
163,4347,1,ICHHAWAR,?????,2,Intermediate Panchayat,386,
164,4226,1,INDORE,?????,2,Intermediate Panchayat,369,
165,4105,1,ISAGARH,ISAGARH,2,Intermediate Panchayat,350,
166,4229,1,JABALPUR,JABALPUR,2,Intermediate Panchayat,370,
167,4166,1,JABERA,?????,2,Intermediate Panchayat,359,
168,4329,1,JAISINAGAR,JAISINAGAR,2,Intermediate Panchayat,384,
169,4361,1,JAISINGHNAGAR,JAISINGHNAGAR,2,Intermediate Panchayat,388,
170,4100,1,JAITHARI,JAITHARI,2,Intermediate Panchayat,349,
171,4157,1,JAMAI,,2,Intermediate Panchayat,358,
172,4313,1,JAORA,?????,2,Intermediate Panchayat,382,
173,4391,1,JATARA,JATARA,2,Intermediate Panchayat,393,
174,4319,1,JAWA,JAWA,2,Intermediate Panchayat,383,
175,4290,1,JAWAD,JAWAD,2,Intermediate Panchayat,378,
176,4238,1,JHABUA,JHABUA,2,Intermediate Panchayat,371,
177,4239,1,JOBAT,JOBAT,2,Intermediate Panchayat,583,
178,4278,1,JOURA,JOURA,2,Intermediate Panchayat,376,
179,4353,1,KAHNAPAS(GHANSAUR),??????? (???????),2,Intermediate Panchayat,387,
180,4279,1,KAILARAS,KAILARAS,2,Intermediate Panchayat,376,
181,4365,1,KALAPIPAL,KALAPIPAL,2,Intermediate Panchayat,389,
182,4175,1,KANNOD,KANNOD,2,Intermediate Panchayat,361,
183,4371,1,KARAHAL,?????,2,Intermediate Panchayat,390,
184,4195,2,KARANJIYA,???????,2,Intermediate Panchayat,363,
185,4287,1,KARELI,KARELI,2,Intermediate Panchayat,377,
186,4375,1,KARERA,KARERA,2,Intermediate Panchayat,391,
187,4402,1,KARKELI,??????,2,Intermediate Panchayat,395,
188,4258,1,KASRAWAD,??????,2,Intermediate Panchayat,373,
189,4110,1,KATANGI,?????,2,Intermediate Panchayat,351,
190,4251,1,KATNI,KATNI,2,Intermediate Panchayat,372,
191,4240,1,KATTHIWADA,KATTHIWADA,2,Intermediate Panchayat,583,
192,4354,1,KEOLARI,KEOLARI,2,Intermediate Panchayat,387,
193,4221,1,KESLA,KESLA,2,Intermediate Panchayat,368,
194,4330,1,KESLI,KESLI,2,Intermediate Panchayat,384,
195,4398,1,KHACHAROD,,2,Intermediate Panchayat,394,
196,4111,1,KHAIRLANJI,????????,2,Intermediate Panchayat,351,
197,4143,1,KHAKNAR,KHAKNAR,2,Intermediate Panchayat,356,
198,4202,1,KHALWA,?????,2,Intermediate Panchayat,364,
199,4203,1,KHANDWA,???????,2,Intermediate Panchayat,364,
200,4376,1,KHANIADHANA,KHANIADHANA,2,Intermediate Panchayat,391,
201,4259,1,KHARGONE,?????,2,Intermediate Panchayat,373,
202,4176,1,KHATEGAON,KHATEGAON,2,Intermediate Panchayat,361,
203,4306,1,KHILCHIPUR,KHILCHIPUR,2,Intermediate Panchayat,381,
204,4216,1,KHIRKIYA,KHIRKIYA,2,Intermediate Panchayat,367,
205,4331,1,KHURAI,KHURAI,2,Intermediate Panchayat,384,
206,4112,1,KIRNAPUR,????????,2,Intermediate Panchayat,351,
207,4377,1,KOLARAS,KOLARAS,2,Intermediate Panchayat,391,
208,4101,1,KOTMA,KOTMA,2,Intermediate Panchayat,349,
209,4185,1,KUKSHI,KUKSHI,2,Intermediate Panchayat,362,
210,4230,1,KUNDAM,KUNDAM,2,Intermediate Panchayat,370,
211,4355,1,KURAI,KURAI,2,Intermediate Panchayat,387,
212,4407,1,KURWAI,KURWAI,2,Intermediate Panchayat,396,
213,4384,1,KUSMI,KUSMI,2,Intermediate Panchayat,392,
214,4137,1,LAHAR,????,2,Intermediate Panchayat,354,
215,4356,1,LAKHNADON,LAKHNADON,2,Intermediate Panchayat,387,
216,4113,1,LALBARRA,????????,2,Intermediate Panchayat,351,
217,4114,1,LANJI,?????,2,Intermediate Panchayat,351,
218,4408,1,LATERI,LATERI,2,Intermediate Panchayat,396,
219,4149,1,LAUNDI,LAUNDI,2,Intermediate Panchayat,357,
220,4260,1,MAHESHWAR,???????,2,Intermediate Panchayat,373,
221,4399,1,MAHIDPUR,,2,Intermediate Panchayat,394,
222,4338,1,MAIHAR,????,2,Intermediate Panchayat,385,
223,4385,1,MAJHAULI,?????,2,Intermediate Panchayat,392,
224,4339,1,MAJHGAWAN,??????,2,Intermediate Panchayat,385,
225,4231,1,MAJHOULI,MAJHOULI,2,Intermediate Panchayat,370,
226,4274,1,MALHARGARH,????????,2,Intermediate Panchayat,375,
227,4332,1,MALTHONE,MALTHONE,2,Intermediate Panchayat,384,
228,4291,1,MANASA,MANASA,2,Intermediate Panchayat,378,
229,4186,1,MANAWAR,MANAWAR,2,Intermediate Panchayat,362,
230,4266,1,MANDLA,MANDLA,2,Intermediate Panchayat,374,
231,4275,1,MANDSAUR,MANDSAUR,2,Intermediate Panchayat,375,
232,4403,1,MANPUR,??????,2,Intermediate Panchayat,395,
233,4320,1,MAUGANJ,MAUGANJ,2,Intermediate Panchayat,383,
234,4267,1,MAWAI,MAWAI,2,Intermediate Panchayat,374,
235,4241,1,MEGHNAGAR,MEGHNAGAR,2,Intermediate Panchayat,371,
236,4196,1,MEHANDWANI,????????,2,Intermediate Panchayat,363,
237,4138,1,MEHGAON,????????,2,Intermediate Panchayat,354,
238,4227,1,MHOW,???,2,Intermediate Panchayat,369,
239,4268,1,MOHGAON,MOHGAON,2,Intermediate Panchayat,374,
240,4158,1,MOHKHED,,2,Intermediate Panchayat,358,
241,4366,1,MOMAN BADODIA,MOMAN BADODIA,2,Intermediate Panchayat,389,
242,4214,1,MORAR,,2,Intermediate Panchayat,366,
243,4280,1,MORENA,??????,2,Intermediate Panchayat,376,
244,4131,1,MULTAI,??????,2,Intermediate Panchayat,353,
245,4106,1,MUNGAOLI,MUNGAOLI,2,Intermediate Panchayat,350,
246,4340,1,NAGOD,?????,2,Intermediate Panchayat,385,
247,4321,1,NAIGARHI,NAIGARHI,2,Intermediate Panchayat,383,
248,4269,1,NAINPUR,NAINPUR,2,Intermediate Panchayat,374,
249,4187,1,NALCHHA,NALCHHA,2,Intermediate Panchayat,362,
250,4367,2,NALKHEDA,NALKHEDA,2,Intermediate Panchayat,262066,
251,4270,1,NARAYANGANJ,NARAYANGANJ,2,Intermediate Panchayat,374,
252,4288,1,NARSIMHAPUR,NARSIMHAPUR,2,Intermediate Panchayat,377,
253,4307,1,NARSINGHGARH,NARSINGHGARH,2,Intermediate Panchayat,381,
254,4378,1,NARWAR,NARWAR,2,Intermediate Panchayat,391,
255,4348,1,NASRULLAGANJ,???????????,2,Intermediate Panchayat,386,
256,4409,1,NATERAN,NATERAN,2,Intermediate Panchayat,396,
257,4292,1,NEEMUCH,NEEMUCH,2,Intermediate Panchayat,378,
258,4118,1,NEWALI,??????,2,Intermediate Panchayat,352,
259,4188,1,NISARPUR,NISARPUR,2,Intermediate Panchayat,362,
260,4392,2,NIWARI,NIWARI,2,Intermediate Panchayat,393,
261,4271,2,NIWAS,NIWAS,2,Intermediate Panchayat,374,
262,4150,1,NOWGONG,NOWGONG,2,Intermediate Panchayat,357,
263,4301,1,OBAIDALLAGANJ,OBAIDALLAGANJ,2,Intermediate Panchayat,380,
264,4281,1,PAHADGARH,PAHADGARH,2,Intermediate Panchayat,376,
265,4393,1,PALERA,PALERA,2,Intermediate Panchayat,393,
266,4404,1,PALI,????,2,Intermediate Panchayat,395,
267,4232,1,PANAGAR,PANAGAR,2,Intermediate Panchayat,370,
268,4204,1,PANDHANA,??????,2,Intermediate Panchayat,364,
269,4159,1,PANDHURNA,,2,Intermediate Panchayat,358,
270,4295,1,PANNA,??????,2,Intermediate Panchayat,379,
271,4119,1,PANSEMAL,???????,2,Intermediate Panchayat,352,
272,4160,1,PARASIA,,2,Intermediate Panchayat,358,
273,4115,1,PARASWADA,???????,2,Intermediate Panchayat,351,
274,4233,1,PATAN,PATAN,2,Intermediate Panchayat,370,
275,4167,1,PATERA,?????,2,Intermediate Panchayat,359,
276,4168,1,PATHARIYA,??????,2,Intermediate Panchayat,359,
277,4120,1,PATI,????,2,Intermediate Panchayat,352,
278,4296,1,PAWAI,???,2,Intermediate Panchayat,379,
279,4242,1,PETLAWAD,PETLAWAD,2,Intermediate Panchayat,371,
280,4141,1,PHANDA,PHANDA,2,Intermediate Panchayat,355,
281,4379,1,PICHHORE,PICHHORE,2,Intermediate Panchayat,391,
282,4222,1,PIPARIYA,PIPARIYA,2,Intermediate Panchayat,368,
283,4314,1,PIPLODA,???????,2,Intermediate Panchayat,382,
284,4380,1,POHRI,POHRI,2,Intermediate Panchayat,391,
285,4282,1,PORSA,PORSA,2,Intermediate Panchayat,376,
286,4132,1,PRABHAT PATTAN,?????? ?????,2,Intermediate Panchayat,353,
287,4394,2,PRITHVIPUR,PRITHVIPUR,2,Intermediate Panchayat,393,
288,4205,1,PUNASA,??????,2,Intermediate Panchayat,364,
289,4102,1,PUSHPRAJGARH,PUSHPRAJGARH,2,Intermediate Panchayat,349,
290,4210,1,RAGHOGARH,???????,2,Intermediate Panchayat,365,
291,4333,1,RAHATGARH,RAHATGARH,2,Intermediate Panchayat,384,
292,4322,1,RAIPUR KARCHULIYAN,RAIPUR  KARCHULIYAN,2,Intermediate Panchayat,383,
293,4308,1,RAJGARH,RAJGARH,2,Intermediate Panchayat,381,
294,4151,1,RAJNAGAR,RAJNAGAR,2,Intermediate Panchayat,357,
295,4121,1,RAJPUR,??????,2,Intermediate Panchayat,352,
296,4243,1,RAMA,RAMA,2,Intermediate Panchayat,371,
297,4341,1,RAMNAGAR,??????,2,Intermediate Panchayat,385,
298,4342,1,RAMPUR BAGHELAN,?????? ???????,2,Intermediate Panchayat,385,
299,4386,1,RAMPUR NAIKIN,RAMPUR NAIKIN,2,Intermediate Panchayat,392,
300,4244,1,RANAPUR,RANAPUR,2,Intermediate Panchayat,371,
301,4139,1,RAON,???,2,Intermediate Panchayat,354,
302,4315,1,RATLAM,?????,2,Intermediate Panchayat,382,
303,4334,1,REHLI,REHLI,2,Intermediate Panchayat,384,
304,4323,1,REWA,REWA,2,Intermediate Panchayat,383,
305,4252,1,RITHI,RITHI,2,Intermediate Panchayat,372,
306,4283,1,SABALGARH,SABALGARH,2,Intermediate Panchayat,376,
307,4335,1,SAGAR,SAGAR,2,Intermediate Panchayat,384,
308,4316,1,SAILANA,??????,2,Intermediate Panchayat,382,
309,4289,1,SAINKHEDA,SAINKHEDA,2,Intermediate Panchayat,377,
310,4197,2,SAMNAPUR,???????,2,Intermediate Panchayat,363,
311,4302,1,SANCHI,SANCHI,2,Intermediate Panchayat,380,
312,4228,1,SANWER,??????,2,Intermediate Panchayat,369,
313,4309,1,SARANGPUR,SARANGPUR,2,Intermediate Panchayat,381,
314,4189,1,SARDARPUR,SARDARPUR,2,Intermediate Panchayat,362,
315,4161,1,SAUSAR,,2,Intermediate Panchayat,358,
316,4261,1,SEGAON,??????,2,Intermediate Panchayat,373,
317,4349,1,SEHORE,?????,2,Intermediate Panchayat,386,
318,4122,1,SENDHAWA,??????,2,Intermediate Panchayat,352,
319,4172,1,SEONDHA,SEONDHA,2,Intermediate Panchayat,360,
320,4357,1,SEONI,SEONI,2,Intermediate Panchayat,387,
321,4223,1,SEONI MALWA,SEONI MALWA,2,Intermediate Panchayat,368,
322,4336,1,SHAHGARH,SHAHGARH,2,Intermediate Panchayat,384,
323,4297,1,SHAHNAGAR,??????,2,Intermediate Panchayat,379,
324,4133,1,SHAHPUR,??????,2,Intermediate Panchayat,353,
325,4198,1,SHAHPURA,??????,2,Intermediate Panchayat,363,
326,4234,1,SHAHPURA,SHAHPURA,2,Intermediate Panchayat,370,
327,4368,1,SHAJAPUR,SHAJAPUR,2,Intermediate Panchayat,389,
328,4372,1,SHEOPUR,???????,2,Intermediate Panchayat,390,
329,4381,1,SHIVPURI,SHIVPURI,2,Intermediate Panchayat,391,
330,4369,1,SHUJALPUR,SHUJALPUR,2,Intermediate Panchayat,389,
331,4387,1,SIDHI,SIDHI,2,Intermediate Panchayat,392,
332,4388,2,SIHAWAL,SIHAWAL,2,Intermediate Panchayat,392,
333,4235,1,SIHORA,SIHORA,2,Intermediate Panchayat,370,
334,4303,1,SILWANI,SILWANI,2,Intermediate Panchayat,380,
335,4324,1,SIRMOUR,SIRMOUR,2,Intermediate Panchayat,383,
336,4410,1,SIRONJ,??????,2,Intermediate Panchayat,396,
337,4276,1,SITAMAU,SITAMAU,2,Intermediate Panchayat,375,
338,4224,1,SOHAGPUR,SOHAGPUR,2,Intermediate Panchayat,368,
339,4362,1,SOHAGPUR,SOHAGPUR,2,Intermediate Panchayat,388,
340,4343,1,SOHAWAL,??????,2,Intermediate Panchayat,385,
341,4245,1,SONDWA,SONDWA,2,Intermediate Panchayat,583,
342,4177,1,SONKATCH,SONKATCH,2,Intermediate Panchayat,361,
343,4370,2,SUSNER,SUSNER,2,Intermediate Panchayat,262066,
344,4162,1,TAMIA,,2,Intermediate Panchayat,358,
345,4400,1,TARANA,,2,Intermediate Panchayat,394,
346,4169,1,TENDUKHEDA,?????????,2,Intermediate Panchayat,359,
347,4325,1,TEONTHAR,TEONTHAR,2,Intermediate Panchayat,383,
348,4246,1,THANDLA,THANDLA,2,Intermediate Panchayat,371,
349,4123,1,THIKRI,?????,2,Intermediate Panchayat,352,
350,4395,1,TIKAMGARH,TIKAMGARH,2,Intermediate Panchayat,393,
351,4217,1,TIMARNI,TIMARNI,2,Intermediate Panchayat,367,
352,4190,1,TIRLA,TIRLA,2,Intermediate Panchayat,362,
353,4178,1,TONK KHURD,TONK KHURD,2,Intermediate Panchayat,361,
354,4247,1,UDAIGARH,UDAIGARH,2,Intermediate Panchayat,583,
355,4304,1,UDAIPURA,UDAIPURA,2,Intermediate Panchayat,380,
356,4401,1,UJJAIN,,2,Intermediate Panchayat,394,
357,4191,1,UMARBAN,UMARBAN,2,Intermediate Panchayat,362,
358,4344,1,UNCHAHARA,??????,2,Intermediate Panchayat,385,
359,4411,1,VIDISHA,??????,2,Intermediate Panchayat,396,
360,4373,1,VIJAYPUR,???????,2,Intermediate Panchayat,390,
361,4253,1,VIJAYRAGHAVGARH,VIJAYRAGHAVGARH,2,Intermediate Panchayat,372,
362,4116,1,WARASEONI,?????????,2,Intermediate Panchayat,351,
363,4262,1,ZIRANYA,???????,2,Intermediate Panchayat,373,
364,4310,1,ZIRAPUR,ZIRAPUR,2,Intermediate Panchayat,381,
365,142563,2,AABHAPURI,AABHAPURI,3,Village Panchayat,4262,
366,153908,1,AABUPUR KUCHOLI,????????????,3,Village Panchayat,4405,
367,135451,1,AACHARKUND,,3,Village Panchayat,4156,
368,138448,1,AADAKHEDA F.V.,??????? ???????,3,Village Panchayat,4202,
369,136827,2,AADUGRIYA,AADUGRIYA,3,Village Panchayat,4174,
370,137295,1,AAGAR,???,3,Village Panchayat,4180,
371,143176,1,AAGAR,???,3,Village Panchayat,4273,
372,153909,1,AAGASOD,??????,3,Village Panchayat,4405,
373,150623,1,AAGKHEDI,??????,3,Village Panchayat,4365,
374,136828,6,AAGROD,AAGROD,3,Village Panchayat,4174,
375,137147,1,AAGROD,?????,3,Village Panchayat,4178,
376,137853,1,AAHU,???,3,Village Panchayat,4190,
377,137008,1,AAJNAS,?????,3,Village Panchayat,4176,
378,136829,1,AAKALYA,AAKALYA,3,Village Panchayat,4174,
379,146491,2,AAKATWASA,???????,3,Village Panchayat,4314,
380,131815,3,AAKHAIKRISHAN,?????????,3,Village Panchayat,4103,
381,143177,1,AAKLI DIWAN,???? ?????,3,Village Panchayat,4273,
382,131969,1,AAKLON,AAKLON,3,Village Panchayat,4105,
383,151728,1,AAKURSI,????????,3,Village Panchayat,4380,
384,140280,1,AAKVI,????,3,Village Panchayat,4227,
385,136830,2,AAKYA,AAKYA,3,Village Panchayat,4174,
386,142039,1,AAKYA,?????,3,Village Panchayat,4254,
387,153370,2,AAKYAJASSA,,3,Village Panchayat,4399,
388,146267,1,AAKYAKALA,?????????,3,Village Panchayat,4311,
389,137558,1,AALI,???,3,Village Panchayat,4185,
390,137658,2,AALI,???,3,Village Panchayat,4187,
391,140967,1,AALI,???,3,Village Panchayat,4236,
392,135518,1,AALMOD,,3,Village Panchayat,4157,
393,144509,2,AALORI,?????,3,Village Panchayat,4290,
394,137148,1,AALRI,????,3,Village Panchayat,4178,
395,148554,1,AAMA,???,3,Village Panchayat,4340,
396,135286,1,AAMABOH,,3,Village Panchayat,4154,
397,132924,1,AAMADA,????,3,Village Panchayat,4119,
398,141696,1,Aamadi,Aamadi,3,Village Panchayat,4249,
399,141775,1,Aamajhal,Aamajhal,3,Village Panchayat,4250,
400,140516,1,AAMATITHA,????????,3,Village Panchayat,4230,
401,135287,2,AAMAZHIRI,,3,Village Panchayat,4154,
402,144510,2,AAMBA,?????,3,Village Panchayat,4290,
