S.No.,Local Body Code,Local Body Version,Local Body Name      (In English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Parent Local Body Code,
3102,148719,1,BATHIYA,?????,3,Village Panchayat,4342,
3103,148812,2,BATHIYA KALA,BATHIYA KALA,3,Village Panchayat,4343,
3104,142466,1,BATHOLI,?????,3,Village Panchayat,4260,
3105,135978,1,BATIAGARH,???????,3,Village Panchayat,4163,
3106,137971,1,BATIYA,?????,3,Village Panchayat,4192,
3107,149881,1,BATKA,????,3,Village Panchayat,4356,
3108,135459,1,BATKAKHAPA,,3,Village Panchayat,4156,
3109,133490,2,BATKI,????,3,Village Panchayat,4128,
3110,133581,1,BATKIDOH,???????,3,Village Panchayat,4130,
3111,133491,2,BATLAKALA,????????,3,Village Panchayat,4128,
3112,133492,2,BATLAKURD,??????????,3,Village Panchayat,4128,
3113,153262,1,BATLAVDI,,3,Village Panchayat,4398,
3114,138060,1,BATONDHA,??????,3,Village Panchayat,4194,
3115,152302,1,BATOULI,?????,3,Village Panchayat,4387,
3116,135296,2,BATRI,,3,Village Panchayat,4154,
3117,141527,1,BATTHA,BATTHA,3,Village Panchayat,4246,
3118,144002,1,BATTOKHAR,??????,3,Village Panchayat,4283,
3119,148228,3,BATTWAHA(P),????????,3,Village Panchayat,4336,
3120,150186,2,BATURA,?????,3,Village Panchayat,4359,
3121,132203,1,BATUWA,????,3,Village Panchayat,4108,
3122,150845,1,BATWADI,??????,3,Village Panchayat,4368,
3123,150932,2,BATWADI,??????,3,Village Panchayat,4369,
3124,149666,1,BATWANI,??????,3,Village Panchayat,4353,
3125,142645,1,BATWAR,?????,3,Village Panchayat,4263,
3126,146431,1,BATWARIYA,????????,3,Village Panchayat,4313,
3127,141129,1,BATWASA,???????,3,Village Panchayat,4239,
3128,147969,1,BATYAODA (P),BATYAODA (P),3,Village Panchayat,4333,
3129,144222,1,BAUCHHAR,?????,3,Village Panchayat,4286,
3130,147428,1,BAUNA KOTHAR,?????????,3,Village Panchayat,4325,
3131,146883,1,BAUSAD,?????,3,Village Panchayat,4319,
3132,146884,1,BAUSADWA,???????,3,Village Panchayat,4319,
3133,152855,2,BAVAI,BAVAI,3,Village Panchayat,4393,
3134,154085,2,BAVAI KHURD,?????????,3,Village Panchayat,4407,
3135,153383,2,BAVALYA,,3,Village Panchayat,4399,
3136,146647,1,BAVDI,?????,3,Village Panchayat,4316,
3137,142061,1,BAVDIKHEDA,?????????,3,Village Panchayat,4254,
3138,137499,1,BAVDI KHODRA,???????????,3,Village Panchayat,4184,
3139,141596,1,BAVDI KHURD,BAVDI KHURD,3,Village Panchayat,4247,
3140,150633,1,BAVDIYAKHEDA,?????????,3,Village Panchayat,4365,
3141,150634,1,BAVDIYAMENA,???????????,3,Village Panchayat,4365,
3142,142062,1,BAVI,????,3,Village Panchayat,4254,
3143,140205,2,BAVLYA KHURD,????????????,3,Village Panchayat,4226,
3144,144604,1,BAWADA,??????,3,Village Panchayat,4291,
3145,141213,1,BAWADI,BAWADI,3,Village Panchayat,4241,
3146,141351,2,BAWADI,?????,3,Village Panchayat,4243,
3147,136722,7,BAWADIKHEDA,BAWADIKHEDA,3,Village Panchayat,4173,
3148,143575,1,BAWADIPURA,?????????,3,Village Panchayat,4277,
3149,145992,1,BAWADIPURA,BAWADIPURA,3,Village Panchayat,4308,
3150,133197,1,BAWADIYA,????????,3,Village Panchayat,4123,
3151,149174,1,BAWADIYACHOR ALIAS SHAHARYAPUR,??????? ??? ??????,3,Village Panchayat,4347,
3152,149172,1,BAWADIYA GUSAIN,????????????,3,Village Panchayat,4347,
3153,149173,1,BAWADIYA NOWABAD,??????? ??????,3,Village Panchayat,4347,
3154,146089,1,BAWADLIYA,BAWADLIYA,3,Village Panchayat,4309,
3155,144523,1,BAWALNAI,??????,3,Village Panchayat,4290,
3156,136723,1,BAWALYA,BAWALYA,3,Village Panchayat,4173,
3157,141282,1,BAWDI,BAWDI,3,Village Panchayat,4242,
3158,141062,1,BAWDI BADI,????????,3,Village Panchayat,4238,
3159,136934,1,BAWDIKHEDA,?????????,3,Village Panchayat,4175,
3160,145760,1,BAWDIKHEDA,BAWDIKHEDA,3,Village Panchayat,4306,
3161,145860,1,BAWDIKHEDA,BAWDIKHEDA,3,Village Panchayat,4307,
3162,146191,1,BAWDIKHEDA,BAWDIKHEDA,3,Village Panchayat,4310,
3163,145761,1,BAWDIKHEDA JAGIR,BAWDIKHEDA JAGIR,3,Village Panchayat,4306,
3164,139534,1,BAWDIYA,???????,3,Village Panchayat,4216,
3165,138128,1,BAWLI,?????,3,Village Panchayat,4195,
3166,144223,1,BAWLI,?????,3,Village Panchayat,4286,
3167,149740,1,BAWLI,?????,3,Village Panchayat,4354,
3168,149882,1,BAWLI,?????,3,Village Panchayat,4356,
3169,134763,1,BAXOHI,BAXOHI,3,Village Panchayat,4146,
3170,144003,1,BAXPUR,??????,3,Village Panchayat,4283,
3171,149107,1,BAYAN,?????,3,Village Panchayat,4346,
3172,131980,1,BAYANGA,BAYANGA,3,Village Panchayat,4105,
3173,133767,1,BAYAWADI,???????,3,Village Panchayat,4133,
3174,146659,4,BAYDI,?????,3,Village Panchayat,4316,
3175,141461,2,BAYDIYA,?????? ???????,3,Village Panchayat,4245,
3176,141462,2,BAYDIYA (KANTHARI),?????? ??????,3,Village Panchayat,4245,
3177,132931,1,BAYGOR,??????,3,Village Panchayat,4119,
3178,137396,1,BAYKHEDA,???????,3,Village Panchayat,4182,
3179,137913,1,BAYKHEDA,???????,3,Village Panchayat,4191,
3180,142567,1,BAYKHEDA,BAYKHEDA,3,Village Panchayat,4262,
3181,151208,2,BECHAI,?????,3,Village Panchayat,4373,
3182,145657,2,BEDABE,BEDABE,3,Village Panchayat,4305,
3183,132967,1,BEDADA,??????,3,Village Panchayat,4120,
3184,141283,1,BEDADA,BEDADA,3,Village Panchayat,4242,
3185,148993,1,BEDA KHEDI,????????,3,Village Panchayat,4345,
3186,136724,1,BEDAMAU,BEDAMAU,3,Village Panchayat,4173,
3187,135009,2,BEDAR,?????,3,Village Panchayat,4150,
3188,139731,1,BEDAR,BEDAR,3,Village Panchayat,4219,
3189,135090,1,BEDARI,?????,3,Village Panchayat,4151,
3190,151515,1,BEDARI,???????,3,Village Panchayat,4377,
3191,150706,1,BEDAR NAGAR,????? ???,3,Village Panchayat,4366,
3192,147786,1,BEDAR PIPARIYA(P),BEDAR PIPARIYA(P),3,Village Panchayat,4330,
3193,141528,1,BEDAWA,BEDAWA,3,Village Panchayat,4246,
3194,141214,1,BEDAWALI,BEDAWALI,3,Village Panchayat,4241,
3195,153263,1,BEDAWAN,,3,Village Panchayat,4398,
3196,153264,1,BEDAWANYA,,3,Village Panchayat,4398,
3197,142568,1,BEDCHHA,BEDCHHA,3,Village Panchayat,4262,
3198,136935,4,BEDGAON,???????,3,Village Panchayat,4175,
3199,147589,1,BEDHAI,BEDHAI,3,Village Panchayat,4327,
3200,142569,1,BEDHANYA,BEDHANYA,3,Village Panchayat,4262,
3201,147326,1,BEDHAUWA,?????,3,Village Panchayat,4324,
3202,134949,1,BEDI,????,3,Village Panchayat,4149,
3203,139465,1,BEDI,?????,3,Village Panchayat,4215,
3204,142063,2,BEDIYA,??????,3,Village Panchayat,4254,
3205,139535,1,BEDIYA KALA,??????????,3,Village Panchayat,4216,
3206,142415,2,BEDIYAW,???????,3,Village Panchayat,4259,
3207,144224,1,BEDU,????,3,Village Panchayat,4286,
3208,137728,1,BEDVALYA,??????????,3,Village Panchayat,4188,
3209,137669,3,BEDVAPURA,?????????,3,Village Panchayat,4187,
3210,131593,1,BEED,BEED,3,Village Panchayat,4100,
3211,138683,1,BEED,???,3,Village Panchayat,4205,
3212,139466,1,BEED,????,3,Village Panchayat,4215,
3213,142282,1,BEED,???,3,Village Panchayat,4257,
3214,146363,2,BEED,???,3,Village Panchayat,4312,
3215,147327,1,BEEDA,????,3,Village Panchayat,4324,
3216,148720,1,BEEDA,????,3,Village Panchayat,4342,
3217,236264,1,BEED SARKAR,????????,3,Village Panchayat,4106,
3218,149558,1,BEEJADEVRI,?????????,3,Village Panchayat,4351,
3219,135768,1,BEEJAGORA,BEEJAGORA,3,Village Panchayat,4160,
3220,135769,2,BEEJAKWADA,BEEJAKWADA,3,Village Panchayat,4160,
3221,139886,1,BEEJANWADA,BEEJANWADA,3,Village Panchayat,4222,
3222,149667,4,BEEJASEN,???????,3,Village Panchayat,4353,
3223,132280,2,BEEJATOLA,????????,3,Village Panchayat,4109,
3224,142973,1,BEEJEGAON,BEEJEGAON,3,Village Panchayat,4269,
3225,143048,1,BEEJEGAON,BEEJEGAON,3,Village Panchayat,4270,
3226,153498,1,BEEJPADI,??????,3,Village Panchayat,4400,
3227,151292,2,BEEJRI,?????,3,Village Panchayat,4374,
3228,154159,1,BEEJUKHEDI,????????,3,Village Panchayat,4408,
3229,139676,1,BEEKOR,BEEKOR,3,Village Panchayat,4218,
3230,139677,1,BEEKORI,BEEKORI,3,Village Panchayat,4218,
3231,132069,2,BEELAKHADA,????????,3,Village Panchayat,4106,
3232,132070,2,BEELAKHEDI,????????,3,Village Panchayat,4106,
3233,145366,1,BEELKHEDI,???????,3,Village Panchayat,4301,
3234,154226,1,BEELKHEDI,???????,3,Village Panchayat,4409,
3235,134268,1,BEELKHON,??????,3,Village Panchayat,4140,
3236,143576,1,BEELPUR,??????,3,Village Panchayat,4277,
3237,135297,1,BEENZHAWADA,,3,Village Panchayat,4154,
3238,144756,1,BEERA,????,3,Village Panchayat,4293,
3239,153083,1,BEERAKHEDI,,3,Village Panchayat,4396,
3240,134820,1,BEERAMPURA,BEERAMPURA,3,Village Panchayat,4147,
3241,153084,1,BEERGODARANDHEER,,3,Village Panchayat,4396,
3242,147328,2,BEERKHAM,??????,3,Village Panchayat,4324,
3243,148721,1,BEERNAI,?????,3,Village Panchayat,4342,
3244,134619,1,BEERON,BEERON,3,Village Panchayat,4144,
3245,146885,1,BEERPUR,??????,3,Village Panchayat,4319,
3246,148474,2,BEERPUR,??????,3,Village Panchayat,4339,
3247,153085,1,BEESAHEDA,,3,Village Panchayat,4396,
3248,137084,1,BEESAKHEDI,????????,3,Village Panchayat,4177,
3249,153501,1,BEESANKHEDA,????????,3,Village Panchayat,4400,
3250,140206,2,BEGAM KHEDI,????????,3,Village Panchayat,4226,
3251,145367,1,BEGAMPURA,????????,3,Village Panchayat,4301,
3252,141284,1,BEGANBARDI,BEGANBARDI,3,Village Panchayat,4242,
3253,137445,1,BEGANDA,????????,3,Village Panchayat,4183,
3254,140112,1,BEGANDA,??????,3,Village Panchayat,4225,
3255,142340,1,BEGANDI,???????,3,Village Panchayat,4258,
3256,149883,1,BEGAPIPRIA MAL,???????????,3,Village Panchayat,4356,
3257,149616,1,BEGARWANI,????????,3,Village Panchayat,4352,
3258,145510,3,BEGAWA KALA,?????????,3,Village Panchayat,4303,
3259,137501,1,BEHADADA,??????,3,Village Panchayat,4184,
3260,132932,1,BEHADIYA,????????,3,Village Panchayat,4119,
3261,138993,1,BEHANTAGHAT,????????,3,Village Panchayat,4209,
3262,132574,1,BEHARAI,?????,3,Village Panchayat,4113,
3263,139396,2,BEHENT,????,3,Village Panchayat,4214,
3264,150564,2,BEHKA,?????,3,Village Panchayat,4364,
3265,153265,1,BEHLOLA,,3,Village Panchayat,4398,
3266,154021,1,BEHLOT,BEHLOT,3,Village Panchayat,4406,
3267,143360,1,BEHPUR,BEHPUR,3,Village Panchayat,4275,
3268,149475,1,BEHRAI,BEHRAI,3,Village Panchayat,4350,
3269,139789,1,BEHRAKHEDI,BEHRAKHEDI,3,Village Panchayat,4220,
3270,142283,1,BEHRAMPUR,?????????,3,Village Panchayat,4257,
3271,136725,5,BEHRI,BEHRI,3,Village Panchayat,4173,
3272,136508,1,BEHRUKA,??????,3,Village Panchayat,4171,
3273,142807,1,BEHUNGA,BEHUNGA,3,Village Panchayat,4266,
3274,145861,1,BEJAD,BEJAD,3,Village Panchayat,4307,
3275,136509,1,BEKAR,????,3,Village Panchayat,4171,
3276,137502,2,BEKLIYA,????????,3,Village Panchayat,4184,
3277,133493,2,BELA,????,3,Village Panchayat,4128,
3278,133544,1,BELA,????,3,Village Panchayat,4129,
3279,139184,1,BELA,,3,Village Panchayat,4211,
3280,140912,1,BELA,????,3,Village Panchayat,4235,
3281,146695,1,BELA,????,3,Village Panchayat,4317,
3282,148270,1,BELA,????,3,Village Panchayat,4337,
3283,148565,1,BELA,????,3,Village Panchayat,4340,
3284,148722,1,BELA,????,3,Village Panchayat,4342,
3285,148813,2,BELA,BELA,3,Village Panchayat,4343,
3286,152856,1,BELA,BELA,3,Village Panchayat,4393,
3287,137503,1,BELADI,?????,3,Village Panchayat,4184,
3288,146788,1,BELAHA,?????,3,Village Panchayat,4318,
3289,148814,2,BELAHATA,BELAHATA,3,Village Panchayat,4343,
3290,147590,1,BELAI,BELAI,3,Village Panchayat,4327,
3291,148147,1,BELAI MAFI (P),????????,3,Village Panchayat,4335,
3292,148053,4,BELAI (P),????,3,Village Panchayat,4334,
3293,147052,1,BELA KAMOD,???? ????,3,Village Panchayat,4321,
3294,153385,1,BELAKHEDA,,3,Village Panchayat,4399,
3295,142064,1,BELALI,??????,3,Village Panchayat,4254,
3296,142065,1,BELAM BUJURG,???????????,3,Village Panchayat,4254,
3297,135979,1,BELAPURWA,?????????,3,Village Panchayat,4163,
3298,143279,1,BELARA,??????,3,Village Panchayat,4274,
3299,143473,1,BELARA,BELARA,3,Village Panchayat,4276,
3300,153499,1,BELARI,?????,3,Village Panchayat,4400,
3301,145658,2,BELAS,BELAS,3,Village Panchayat,4305,
3302,146789,1,BELAUHI KALAN,?????? ???,3,Village Panchayat,4318,
3303,139834,1,BELAWADA,BELAWADA,3,Village Panchayat,4221,
3304,152210,1,BELDAH,???????,3,Village Panchayat,4386,
3305,148351,1,BELDARA,???????,3,Village Panchayat,4338,
3306,147651,1,BELDHANA (P),???????,3,Village Panchayat,4328,
3307,153793,1,BELDI,??????,3,Village Panchayat,4403,
3308,131710,1,BELDONGARI,BELDONGARI,3,Village Panchayat,4102,
3309,148566,1,BELGAHANA,???????,3,Village Panchayat,4340,
3310,131669,1,BELGAON,BELGAON,3,Village Panchayat,4101,
3311,132485,1,BELGAON,???????,3,Village Panchayat,4112,
3312,132575,1,BELGAON,???????,3,Village Panchayat,4113,
3313,132642,1,BELGAON,???????,3,Village Panchayat,4114,
3314,135770,1,BELGAON,BELGAON,3,Village Panchayat,4160,
3315,149741,1,BELGAON,???????,3,Village Panchayat,4354,
3316,135527,1,BELGAON MAL,,3,Village Panchayat,4157,
3317,139185,1,BELGARHA,,3,Village Panchayat,4211,
3318,146886,1,BELGAWAN,???????,3,Village Panchayat,4319,
3319,152018,2,BELGAWN,???????,3,Village Panchayat,4383,
3320,152410,2,BELHA,BELHA,3,Village Panchayat,4388,
3321,148652,2,BELHAI,??????,3,Village Panchayat,4341,
3322,146966,2,BELHAI KHURD,??????? ?????,3,Village Panchayat,4320,
3323,147053,3,BELHA NANKAR,???????????,3,Village Panchayat,4321,
3324,135980,1,BELI,????,3,Village Panchayat,4163,
3325,153870,1,BELI,????,3,Village Panchayat,4404,
3326,131540,1,BELIYA BADI,BELIYA BADI,3,Village Panchayat,4099,
3327,131670,1,BELIYA CHHOT,BELIYA CHHOT,3,Village Panchayat,4101,
3328,139085,1,BELKA,?????,3,Village Panchayat,4210,
3329,135619,1,BELKHEDA,BELKHEDA,3,Village Panchayat,4158,
3330,140828,1,BELKHEDA,???????,3,Village Panchayat,4234,
3331,144375,1,BELKHEDA,????????,3,Village Panchayat,4288,
3332,136309,1,BELKHEDI,???????,3,Village Panchayat,4168,
3333,140829,1,BELKHEDI,???????,3,Village Panchayat,4234,
3334,142715,1,BELKHEDI,BELKHEDI,3,Village Panchayat,4264,
3335,144225,1,BELKHEDI,???????,3,Village Panchayat,4286,
3336,149884,1,BELKHEDI,???????,3,Village Panchayat,4356,
3337,144226,1,BELKHEDI NARMADA,??????? ??????,3,Village Panchayat,4286,
3338,236280,1,BELKHEDI SHER,??????? ???,3,Village Panchayat,4286,
3339,133322,1,BELKUND,???????,3,Village Panchayat,4125,
3340,148567,1,BELOUNDHA,???????,3,Village Panchayat,4340,
3341,135460,1,BELPATHAR,,3,Village Panchayat,4156,
3342,149814,1,BELPETH,??????,3,Village Panchayat,4355,
3343,153690,2,BELSRA,??????,3,Village Panchayat,4402,
3344,146696,1,BELVA BADGAIYAN,????? ??????,3,Village Panchayat,4317,
3345,146697,1,BELWA KURMIYAN,????? ?????????,3,Village Panchayat,4317,
3346,146698,1,BELWAPAIKAN,????? ?????,3,Village Panchayat,4317,
3347,147329,1,BELWA SURSARI SINGH,????? ?????? ????,3,Village Panchayat,4324,
3348,150430,2,BEMOOHRI,BEMOOHRI,3,Village Panchayat,4362,
3349,131711,1,BENDI,BENDI,3,Village Panchayat,4102,
3350,152303,1,BENDUA,?????,3,Village Panchayat,4387,
3351,132486,1,BENEGAON,????????,3,Village Panchayat,4112,
3352,132643,1,BENEGAON,????????,3,Village Panchayat,4114,
3353,132839,1,BENGALGAON,?????????,3,Village Panchayat,4117,
3354,151516,1,BENHATA,??????,3,Village Panchayat,4377,
3355,151736,1,BENHATA,??????,3,Village Panchayat,4380,
3356,132420,1,BENI,????,3,Village Panchayat,4111,
3357,131671,1,BENIBAHRA,BENIBAHRA,3,Village Panchayat,4101,
3358,135091,1,BENIGANJ,???????,3,Village Panchayat,4151,
3359,140751,1,BENIKHEDA,????????,3,Village Panchayat,4233,
3360,151209,1,BENIPURA,????????,3,Village Panchayat,4373,
3361,131712,1,BENIWARI,BENIWARI,3,Village Panchayat,4102,
3362,138541,1,BENPURA KURWADA,??????? ???????,3,Village Panchayat,4203,
3363,147130,1,BEOHARA,???????,3,Village Panchayat,4322,
3364,149668,1,BEOHARI,?????????,3,Village Panchayat,4353,
3365,136437,1,BERACH,????,3,Village Panchayat,4170,
3366,136937,2,BERAGADA,??????,3,Village Panchayat,4175,
3367,154212,2,BERAGARH,??????,3,Village Panchayat,4408,
3368,144004,1,BERAIGIRD,?????????,3,Village Panchayat,4283,
3369,137083,4,BERAKHEDI,????????,3,Village Panchayat,4177,
3370,138810,2,BERAKHEDI,???????,3,Village Panchayat,4207,
3371,139086,2,BERAKHEDI,????????,3,Village Panchayat,4210,
3372,288777,1,Berasiya,???????,3,Village Panchayat,4301,
3373,145862,1,BERASIYA,BERASIYA,3,Village Panchayat,4307,
3374,151517,2,BERASIYA,???????,3,Village Panchayat,4377,
3375,136625,1,BERCHA,?????,3,Village Panchayat,4172,
3376,150846,1,BERCHA,?????,3,Village Panchayat,4368,
3377,150635,1,BERCHA DATAR,??????????,3,Village Panchayat,4365,
3378,150786,2,BERCHAKHEDI,BERCHAKHEDI,3,Village Panchayat,4367,
3379,137397,1,BERCHHA,?????,3,Village Panchayat,4182,
3380,140287,1,BERCHHA,?????,3,Village Panchayat,4227,
3381,153267,1,BERCHHA,,3,Village Panchayat,4398,
3382,153500,1,BERCHHI,?????,3,Village Panchayat,4400,
3383,146643,3,BERDA,?????,3,Village Panchayat,4316,
3384,135859,1,BERDI,?????,3,Village Panchayat,4161,
3385,145659,2,BERIYAKHEDI,BERIYAKHEDI,3,Village Panchayat,4305,
3386,151737,3,BERJA,?????,3,Village Panchayat,4380,
3387,236191,2,BERJA,?????,3,Village Panchayat,4214,
3388,154227,1,BERKHADIKIRAR,??????? ?????,3,Village Panchayat,4409,
3389,144005,1,BERKHEDA,???????,3,Village Panchayat,4283,
3390,151583,1,BERKHEDA,???????,3,Village Panchayat,4378,
3391,136247,1,BERKHEDI,???????,3,Village Panchayat,4167,
3392,144459,2,BERKHEDI,???????,3,Village Panchayat,4289,
3393,154309,1,BERKHEDI,???????,3,Village Panchayat,4410,
3394,154402,1,BERKHEDI AHMADPUR,??????? ???????,3,Village Panchayat,4411,
3395,134374,1,BERKHEDI BAZYAFT,,3,Village Panchayat,4141,
3396,145152,3,BERKHEDI KALAN,??????? ????,3,Village Panchayat,4298,
3397,134764,1,BERKHERI,BERKHERI,3,Village Panchayat,4146,
3398,134821,1,BERKHERI,BERKHERI,3,Village Panchayat,4147,
3399,148148,1,BERKHERI GURU (P),???????  ????,3,Village Panchayat,4335,
3400,147724,3,BERKHERI GUSAI(P),??????? ?????,3,Village Panchayat,4329,
3401,148054,1,BERKHERI KALAN (P),???????????,3,Village Panchayat,4334,
3402,147725,2,BERKHERI MADIYA (P),??????? ?????,3,Village Panchayat,4329,
3403,147652,1,BERKHERI RAJA (P),??????? ????,3,Village Panchayat,4328,
3404,148149,2,BERKHERI SUWANSH (P),???????  ?????,3,Village Panchayat,4335,
3405,147591,2,BERKHERITADA,BERKHERITADA,3,Village Panchayat,4327,
3406,148352,1,BERMA,?????,3,Village Panchayat,4338,
3407,139260,1,BERU,????,3,Village Panchayat,4212,
3408,145511,3,BERUA,?????,3,Village Panchayat,4303,
3409,142341,1,BESARKUND,?????????,3,Village Panchayat,4258,
3410,149990,2,BESAWADI,????????,3,Village Panchayat,4357,
3411,144605,2,BESLA,?????,3,Village Panchayat,4291,
3412,147517,1,BESLI,?????,3,Village Panchayat,4326,
3413,136375,1,BESNAKHADI,?????????,3,Village Panchayat,4169,
3414,151356,1,BESORAKALA,??????????,3,Village Panchayat,4375,
3415,274408,1,Besrakasoi,??????????,3,Village Panchayat,4327,
3416,139467,1,BESWA,??????,3,Village Panchayat,4215,
3417,141463,2,BESWANI,???????,3,Village Panchayat,4245,
3418,152511,2,BETARIA,???????,3,Village Panchayat,4389,
3419,143474,1,BETIKHEDI,BETIKHEDI,3,Village Panchayat,4276,
3420,136627,1,BGHAWALI,??????,3,Village Panchayat,4172,
3421,139945,1,BHABADIYABHAU,BHABADIYABHAU,3,Village Panchayat,4223,
3422,147970,1,BHABHUKAWARI (P),BHABHUKAWARI (P),3,Village Panchayat,4333,
3423,135092,1,BHABHUWA,?????,3,Village Panchayat,4151,
3424,141643,1,bhachharwara,bhachharwara,3,Village Panchayat,4248,
3425,152696,2,BHACHHOUDA,BHACHHOUDA,3,Village Panchayat,4391,
3426,131541,1,BHAD,BHAD,3,Village Panchayat,4099,
3427,142884,1,BHADA,BHADA,3,Village Panchayat,4267,
3428,145762,1,BHADAHEDI,BHADAHEDI,3,Village Panchayat,4306,
3429,152512,2,BHADAILI,?????,3,Village Panchayat,4389,
3430,144757,1,BHADAIYA,??????,3,Village Panchayat,4293,
3431,149175,1,BHADA KHEDI,????????,3,Village Panchayat,4347,
3432,149246,1,BHADAKUI,???????,3,Village Panchayat,4348,
3433,133899,1,BHADAKUR,BHADAKUR,3,Village Panchayat,4135,
3434,144606,2,BHADANA,?????,3,Village Panchayat,4291,
3435,139946,1,BHADANGCHIKLI,BHADANGCHIKLI,3,Village Panchayat,4223,
3436,138455,1,BHADANGYA,????????,3,Village Panchayat,4202,
3437,146364,2,BHADANKALA,???? ???,3,Village Panchayat,4312,
3438,148353,1,BHADANPUR NE,?????? ? ?,3,Village Panchayat,4338,
3439,148354,1,BHADANPUR SN,?????? ? ?,3,Village Panchayat,4338,
3440,136849,1,BHADAPIPLYA,BHADAPIPLYA,3,Village Panchayat,4174,
3441,134950,1,BHADAR,????,3,Village Panchayat,4149,
3442,148271,1,BHADARA,?????,3,Village Panchayat,4337,
3443,154404,1,BHADARBADAGAB,???????????,3,Village Panchayat,4411,
3444,135010,1,BHADARRA,??????,3,Village Panchayat,4150,
3445,146790,1,BHADAUHA,?????,3,Village Panchayat,4318,
3446,136041,1,BHADAULI,?????,3,Village Panchayat,4164,
3447,148272,1,BHADAWA,????,3,Village Panchayat,4337,
3448,147054,1,BHADAWAL,?????,3,Village Panchayat,4321,
3449,143946,1,BHADAWALI,??????,3,Village Panchayat,4282,
3450,141644,1,Bhadawar,Bhadawar,3,Village Panchayat,4248,
3451,146553,1,BHADAWASA,??????,3,Village Panchayat,4315,
3452,144691,1,BHADBADIA,???????,3,Village Panchayat,4292,
3453,135011,1,BHADESAR,?????,3,Village Panchayat,4150,
3454,136510,1,BHADEWARA,??????,3,Village Panchayat,4171,
3455,132933,1,BHADGON,??????,3,Village Panchayat,4119,
3456,142974,1,BHADIA,BHADIA,3,Village Panchayat,4269,
3457,149108,1,BHADKUL,?????,3,Village Panchayat,4346,
3458,137670,2,BHADKYA,??????,3,Village Panchayat,4187,
3459,142570,1,BHADLEN,BHADLEN,3,Village Panchayat,4262,
3460,145438,2,BHADNER,??????,3,Village Panchayat,4302,
3461,131834,1,BHADON,?????,3,Village Panchayat,4103,
3462,145581,1,BHADON,?????,3,Village Panchayat,4304,
3463,136628,1,BHADONA,?????,3,Village Panchayat,4172,
3464,150847,1,BHADONI,?????,3,Village Panchayat,4368,
3465,138751,1,BHADOR,?????,3,Village Panchayat,4206,
3466,141645,1,Bhadora,Bhadora,3,Village Panchayat,4248,
3467,138994,2,BHADORA,?????,3,Village Panchayat,4209,
3468,151661,1,BHADORA,?????,3,Village Panchayat,4379,
3469,139087,3,BHADORI,?????,3,Village Panchayat,4210,
3470,151518,1,BHADOTA,??????,3,Village Panchayat,4377,
3471,136629,1,BHADOUL,????,3,Village Panchayat,4172,
3472,143577,1,BHADOULI,?????,3,Village Panchayat,4277,
3473,152105,1,BHADOURA,?????,3,Village Panchayat,4384,
3474,145065,1,BHADPURA,??????,3,Village Panchayat,4297,
3475,146887,1,BHADRA,?????,3,Village Panchayat,4319,
3476,152857,2,BHADRAI,BHADRAI,3,Village Panchayat,4393,
3477,147518,1,BHADRANA,??????,3,Village Panchayat,4326,
3478,151739,1,BHADRONI,??????,3,Village Panchayat,4380,
3479,153502,1,BHADSIMBA,????????,3,Village Panchayat,4400,
3480,139468,1,BHADUGAON,????????,3,Village Panchayat,4215,
3481,139605,1,BHADUGAON,????????,3,Village Panchayat,4217,
3482,136511,2,BHADUMARA,??????,3,Village Panchayat,4171,
3483,133368,2,BHADUS,????,3,Village Panchayat,4126,
3484,150506,2,BHADVA,BHADVA,3,Village Panchayat,4363,
3485,153388,2,BHADWA,,3,Village Panchayat,4399,
3486,150283,2,BHADWAHI,???????,3,Village Panchayat,4360,
3487,142528,1,BHADWALI,??????,3,Village Panchayat,4261,
3488,144692,1,BHADWAMATA,?????????,3,Village Panchayat,4292,
3489,144607,1,BHADWAS,?????,3,Village Panchayat,4291,
3490,150565,2,BHADWAS,??????,3,Village Panchayat,4364,
3491,141646,3,Bhaganwara,Bhaganwara,3,Village Panchayat,4248,
3492,150187,1,BHAGARH,????,3,Village Panchayat,4359,
3493,141709,1,Bhagarwara,Bhagarwara,3,Village Panchayat,4249,
3494,134951,1,BHAGAURA,?????,3,Village Panchayat,4149,
3495,137350,1,BHAGAWA,BHAGAVA,3,Village Panchayat,4181,
3496,138456,1,BHAGAWA,?????,3,Village Panchayat,4202,
3497,134620,1,BHAGAWAN,BHAGAWAN,3,Village Panchayat,4144,
3498,154310,1,BHAGBANTPUR,????????,3,Village Panchayat,4410,
3499,145153,1,BHAGDEI,?????,3,Village Panchayat,4298,
3500,146791,1,BHAGDEWA,??????,3,Village Panchayat,4318,
3501,139261,1,BHAGEH,????,3,Village Panchayat,4212,
3502,146365,2,BHAGGASELOD KA TAPRA,?????????? ?? ?????,3,Village Panchayat,4312,
3503,152786,3,BHAGHAT,?????,3,Village Panchayat,4392,
3504,143199,2,BHAGHUNIYA,???????,3,Village Panchayat,4273,
3505,137605,1,BHAGIYAPUR,????????,3,Village Panchayat,4186,
3506,152304,1,BHAGOHER,?????,3,Village Panchayat,4387,
3507,136513,1,BHAGOR,?????,3,Village Panchayat,4171,
3508,141063,1,BHAGOR,????,3,Village Panchayat,4238,
3509,143475,2,BHAGOR,BHAGOR,3,Village Panchayat,4276,
