Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name,Ward Name (In Local),
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219194,1,Ozakho-I,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219195,2,Ozakho-II,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219196,3,Ozakho-III,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219197,4,Ozakho-IV,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219198,5,Ozakho-V,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219199,6,Ozakho-VI,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219200,7,Ozakho-VII,,
273576,Ozakho,Village Panchayat,LONGDING,Chubam,1219201,8,Ozakho-VIII,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219441,1,Banfera-I,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219442,2,Banfera-II,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219443,3,Banfera-III,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219444,4,Banfera-IV,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219445,5,Banfera-V,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219446,6,Banfera-VI,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219447,7,Banfera-VII,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219448,8,Banfera-VIII,,
273557,Banfera,Village Panchayat,LONGDING,Kanubari,1219449,9,Banfera-IX,,
273562,Dasatong,Village Panchayat,LONGDING,Kanubari,1219450,1,Dasatong-I,,
273562,Dasatong,Village Panchayat,LONGDING,Kanubari,1219451,2,Dasatong-II,,
273562,Dasatong,Village Panchayat,LONGDING,Kanubari,1219452,3,Dasatong-III,,
273562,Dasatong,Village Panchayat,LONGDING,Kanubari,1219453,4,Dasatong-IV,,
273562,Dasatong,Village Panchayat,LONGDING,Kanubari,1219454,5,Dasatong-V,,
273559,Longhua,Village Panchayat,LONGDING,Kanubari,1219455,1,Longhua-I,,
273559,Longhua,Village Panchayat,LONGDING,Kanubari,1219456,2,Longhua-II,,
273559,Longhua,Village Panchayat,LONGDING,Kanubari,1219457,3,Longhua-III,,
273559,Longhua,Village Panchayat,LONGDING,Kanubari,1219458,4,Longhua-IV,,
273559,Longhua,Village Panchayat,LONGDING,Kanubari,1219459,5,Longhua-V,,
273560,Luaksim,Village Panchayat,LONGDING,Kanubari,1219460,1,Luaksim-I,,
273560,Luaksim,Village Panchayat,LONGDING,Kanubari,1219461,2,Luaksim-II,,
273560,Luaksim,Village Panchayat,LONGDING,Kanubari,1219462,3,Luaksim-III,,
273560,Luaksim,Village Panchayat,LONGDING,Kanubari,1219463,4,Luaksim-IV,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219464,1,Mopaghat-I,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219465,2,Mopaghat-II,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219466,3,Mopaghat-III,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219467,4,Mopaghat-IV,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219468,5,Mopaghat-V,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219469,6,Mopaghat-VI,,
273558,Mopaghat,Village Panchayat,LONGDING,Kanubari,1219470,7,Mopaghat-VII,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219471,1,Olinggtong-I,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219472,2,Olinggtong-II,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219473,3,Olinggtong-III,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219474,4,Olinggtong-IV,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219475,5,Olinggtong-V,,
273561,Olingtong,Village Panchayat,LONGDING,Kanubari,1219476,6,Olinggtong-VI,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219477,1,Wanu-I,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219478,2,Wanu-II,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219479,3,Wanu-III,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219480,4,Wanu-IV,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219481,5,Wanu-V,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219482,6,Wanu-VI,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219483,7,Wanu-VII,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219484,8,Wanu-VIII,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219485,9,Wanu-IX,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219486,10,Wanu-X,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219487,11,Wanu-XI,,
273556,Wanu,Village Panchayat,LONGDING,Kanubari,1219488,12,Wanu-XII,,
273552,Jagan,Village Panchayat,LONGDING,Khakam,1219390,1,Jagan-I,,
273552,Jagan,Village Panchayat,LONGDING,Khakam,1219391,2,Jagan-II,,
273552,Jagan,Village Panchayat,LONGDING,Khakam,1219392,3,Jagan-III,,
273552,Jagan,Village Panchayat,LONGDING,Khakam,1219393,4,Jagan-IV,,
273552,Jagan,Village Panchayat,LONGDING,Khakam,1219394,5,Jagan-V,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219395,1,Kamhua Noknu-I,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219396,2,Kamhua Noknu-II,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219397,3,Kamhua Noknu-III,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219398,4,Kamhua Noknu-IV,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219399,5,Kamhua Noknu-V,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219400,6,Kamhua Noknu-VI,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219401,7,Kamhua Noknu-VII,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219402,8,Kamhua Noknu-VIII,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219403,9,Kamhua Noknu-IX,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219404,10,Kamhua Noknu-X,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219405,11,Kamhua Noknu-XI,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219406,12,Kamhua Noknu-XII,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219407,13,Kamhua Noknu-XIII,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219408,14,Kamhua Noknu-XIV,,
273554,Kamhua Noknu,Village Panchayat,LONGDING,Khakam,1219409,15,Kamhua Noknu-XV,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219410,1,Kamhua Noksa-I,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219411,2,Kamhua Noksa-II,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219412,3,Kamhua Noksa-III,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219413,4,Kamhua Noksa-IV,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219414,5,Kamhua Noksa-V,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219415,6,Kamhua Noksa-VI,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219416,7,Kamhua Noksa-VII,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219417,8,Kamhua Noksa-VIII,,
273553,Kamhua Noksa,Village Panchayat,LONGDING,Khakam,1219418,9,Kamhua Noksa-IX,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219419,1,Khasa-I,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219420,2,Khasa-II,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219421,3,Khasa-III,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219422,4,Khasa-IV,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219423,5,Khasa-V,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219424,6,Khasa-VI,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219425,7,Khasa-VII,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219426,8,Khasa-VIII,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219427,9,Khasa-IX,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219428,10,Khasa-X,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219429,11,Khasa-XI,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219430,12,Khasa-XII,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219431,13,Khasa-XIII,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219432,14,Khasa-XIV,,
273555,Khasa,Village Panchayat,LONGDING,Khakam,1219433,15,Khasa-XV,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219434,1,Votnu-I,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219435,2,Votnu-II,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219436,3,Votnu-III,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219437,4,Votnu-IV,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219438,5,Votnu-V,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219439,6,Votnu-VI,,
273551,Votnu,Village Panchayat,LONGDING,Khakam,1219440,7,Votnu-VII,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219489,1,Chopnu Kamnu-I,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219490,2,Chopnu Kamnu-II,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219491,3,Chopnu-I,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219492,4,Chopnu-II,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219493,5,Chopnu-III,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219494,6,Chopnu Kamnu-III,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219495,7,Chopnu Kamnu-IV,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219496,8,Chopnu Kamnu-V,,
273564,Chopnu Kamnu,Village Panchayat,LONGDING,Lawnu,1219497,9,Chopnu Kamnu-VI,,
273565,Chopsa Lawnu,Village Panchayat,LONGDING,Lawnu,1219498,1,Chopsa Lawnu-I,,
273565,Chopsa Lawnu,Village Panchayat,LONGDING,Lawnu,1219499,2,Chopsa Lawnu-II,,
273565,Chopsa Lawnu,Village Panchayat,LONGDING,Lawnu,1219500,3,Chopsa Lawnu-III,,
273565,Chopsa Lawnu,Village Panchayat,LONGDING,Lawnu,1219501,4,Chopsa Lawnu-IV,,
273565,Chopsa Lawnu,Village Panchayat,LONGDING,Lawnu,1219502,5,Chopsa Lawnu-V,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219503,1,Hasse/ K-Russa-I,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219504,2,Hasse/ K-Russa-II,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219505,3,Hasse/ K-Russa-III,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219506,4,Hasse/ K-Russa-IV,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219507,5,Hasse/ K-Russa-V,,
273570,Hasse K Russa,Village Panchayat,LONGDING,Lawnu,1219508,6,Hasse/ K-Russa-VI,,
273567,Naitong Longkhojan,Village Panchayat,LONGDING,Lawnu,1219509,1,Naitong Longkhojan-I,,
273567,Naitong Longkhojan,Village Panchayat,LONGDING,Lawnu,1219510,2,Naitong Longkhojan-II,,
273567,Naitong Longkhojan,Village Panchayat,LONGDING,Lawnu,1219511,3,Naitong Longkhojan-III,,
273567,Naitong Longkhojan,Village Panchayat,LONGDING,Lawnu,1219512,4,Naitong Longkhojan-IV,,
273566,Nokfan,Village Panchayat,LONGDING,Lawnu,1219513,1,Nokfan-I,,
273566,Nokfan,Village Panchayat,LONGDING,Lawnu,1219514,2,Nokfan-II,,
273566,Nokfan,Village Panchayat,LONGDING,Lawnu,1219515,3,Nokfan-III,,
273568,Otongkhowa,Village Panchayat,LONGDING,Lawnu,1219516,1,Otongkhowa-I,,
273568,Otongkhowa,Village Panchayat,LONGDING,Lawnu,1219517,2,Otongkhowa-II,,
273568,Otongkhowa,Village Panchayat,LONGDING,Lawnu,1219518,3,Otongkhowa-III,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219519,1,Ranglua-I,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219520,2,Ranglua-II,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219521,3,Ranglua-III,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219522,4,Ranglua-IV,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219523,5,Ranglua-V,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219524,6,Ranglua-VI,,
273569,Ranglua,Village Panchayat,LONGDING,Lawnu,1219525,7,Ranglua-VII,,
273563,Russa Rimpong,Village Panchayat,LONGDING,Lawnu,1219526,1,Russa Rimpong-I,,
273563,Russa Rimpong,Village Panchayat,LONGDING,Lawnu,1219527,2,Russa Rimpong-II,,
273563,Russa Rimpong,Village Panchayat,LONGDING,Lawnu,1219528,3,Russa Rimpong-III,,
273563,Russa Rimpong,Village Panchayat,LONGDING,Lawnu,1219529,4,Russa Rimpong-IV,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219242,1,Koimoi-I,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219243,2,Koimoi-II,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219244,3,Koimoi-III,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219245,4,Koimoi-IV,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219246,5,Koimoi-V,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219247,6,Koimoi-VI,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219248,7,Koimoi-VII,,
273580,Kaimoi,Village Panchayat,LONGDING,Longchan,1219249,8,Koimoi-VIII,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219250,1,Khogla-I,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219251,2,Khogla-II,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219252,3,Khogla-III,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219253,4,Khogla-IV,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219254,5,Khogla-V,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219255,6,Khogla-VI,,
273581,Khogla,Village Panchayat,LONGDING,Longchan,1219256,7,Khogla-VII,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219257,1,Longkai-I,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219258,2,Longkai-II,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219259,3,Longkai-III,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219260,4,Longkai-IV,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219261,5,Longkai-V,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219262,6,Longkai-VI,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219263,7,Longkai-VII,,
273582,Longkai,Village Panchayat,LONGDING,Longchan,1219264,8,Longkai-VIII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219265,1,Nginu-I,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219266,2,Nginu-II,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219267,3,Nginu-III,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219268,4,Nginu-IV,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219269,5,Nginu-V,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219270,6,Nginu-VI,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219271,7,Nginu-VII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219272,8,Nginu-VIII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219273,9,Nginu-IX,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219274,10,Nginu-X,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219275,11,Nginu-XI,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219276,12,Nginu-XII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219277,13,Nginu-XIII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219278,14,Nginu-XIV,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219279,15,Nginu-XV,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219280,16,Nginu-XVI,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219281,17,Nginu-XVII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219282,18,Nginu-XVIII,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219283,19,Nginu-XIX,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219284,20,Nginu-IXX,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219285,21,Nginu-XXI,,
273578,Nginu,Village Panchayat,LONGDING,Longchan,1219286,22,Nginu-XXII,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219287,1,Ngisa-I,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219288,2,Ngisa-II,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219289,3,Ngisa-III,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219290,4,Ngisa-IV,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219291,5,Ngisa-V,,
273579,Ngisa,Village Panchayat,LONGDING,Longchan,1219292,6,Ngisa-VI,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219085,1,Longphong-I,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219086,2,Longphong-II,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219087,3,Longphong-III,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219088,4,Longphong-IV,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219089,5,Longphong-V,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219090,6,Longphong-VI,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219091,7,Longphong-VII,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219092,8,Longphong-VIII,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219093,9,Longphong-IX,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219094,10,Longphong-X,,
273527,Longphong,Village Panchayat,LONGDING,Longding,1219095,11,Longphong-XI,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219096,1,Mintong-I,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219097,2,Mintong-II,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219098,3,Mintong-III,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219099,4,Mintong-IV,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219100,5,Mintong-V,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219101,6,Mintong-VI,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219102,7,Mintong-VII,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219103,8,Mintong-VIII,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219104,9,Mintong-IX,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219105,10,Mintong-X,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219106,11,Mintong-XI,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219107,12,Mintong-XII,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219108,13,Mintong-XIII,,
273528,Mintong,Village Panchayat,LONGDING,Longding,1219109,14,Mintong-XIV,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219110,1,Niaunu-I,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219111,2,Niaunu-II,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219112,3,Niaunu-III,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219113,4,Niaunu-IV,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219114,5,Niaunu-V,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219115,6,Niaunu-VI,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219116,7,Niaunu-VII,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219117,8,Niaunu-VIII,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219118,9,Niaunu-IX,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219119,10,Niaunu-X,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219120,11,Niaunu-XI,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219121,12,Niaunu-XII,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219122,13,Niaunu-XIII,,
273529,Niaunu,Village Panchayat,LONGDING,Longding,1219123,14,Niaunu-XIV,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219124,1,Niausa-I,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219125,2,Niausa-II,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219126,3,Niausa-III,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219127,4,Niausa-IV,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219128,5,Niausa-V,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219129,6,Niausa-VI,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219130,7,Niausa-VII,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219131,8,Niausa-VIII,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219132,9,Niausa-IX,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219133,10,Niausa-X,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219134,11,Niausa-XI,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219135,12,Niausa-XII,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219136,13,Niausa-XIII,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219137,14,Niausa-XIV,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219138,15,Niausa-XV,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219139,16,Niausa-XVI,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219140,17,Niausa-XVII,,
273526,Niausa,Village Panchayat,LONGDING,Longding,1219141,18,Niausa-XVIII,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219142,1,Senua-I,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219143,2,Senua-II,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219144,3,Senua-III,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219145,4,Senua-IV,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219146,5,Senua-V,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219147,6,Senua-VI,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219148,7,Senua-VII,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219149,8,Senua-VIII,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219150,9,Senua-IX,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219151,10,Senua-X,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219152,11,Senua-XI,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219153,12,Senua-XII,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219154,13,Senua-XIII,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219155,14,Senua-XIV,,
273523,Senua,Village Panchayat,LONGDING,Longding,1219156,15,Senua-XV,,
273525,Senua-Noksa,Village Panchayat,LONGDING,Longding,1219157,1,S/Noksa-I,,
273525,Senua-Noksa,Village Panchayat,LONGDING,Longding,1219158,2,S/Noksa-II,,
273525,Senua-Noksa,Village Panchayat,LONGDING,Longding,1219159,3,S/Noksa-III,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219160,1,Zedua-I,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219161,2,Zedua-II,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219162,3,Zedua-III,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219163,4,Zedua-IV,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219164,5,Zedua-V,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219165,6,Zedua-VI,,
273524,Zedua,Village Panchayat,LONGDING,Longding,1219166,7,Zedua-VII,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219340,1,Bonia-I,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219341,2,Bonia-II,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219342,3,Bonia-III,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219343,4,Bonia-IV,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219344,5,Bonia-V,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219345,6,Bonia-VI,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219346,7,Bonia-VII,,
273548,Bonia,Village Panchayat,LONGDING,Pongchau,1219347,8,Bonia-VIII,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219348,1,Konsa-I,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219349,2,Konsa-II,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219350,3,Konsa-III,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219351,4,Konsa-IV,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219352,5,Konsa-V,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219353,6,Konsa-VI,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219354,7,Konsa-VII,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219355,8,Konsa-VIII,,
273550,Khonsa,Village Panchayat,LONGDING,Pongchau,1219356,9,Konsa-IX,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219357,1,Konnu-I,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219358,2,Konnu-II,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219359,3,Konnu-III,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219360,4,Konnu-IV,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219361,5,Konnu-V,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219362,6,Konnu-VI,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219363,7,Konnu-VII,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219364,8,Konnu-VIII,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219365,9,Konnu-IX,,
273549,Konnu,Village Panchayat,LONGDING,Pongchau,1219366,10,Konnu-X,,
