Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name,Ward Name (In Local),
220,CHANGLANG,District Panchayat,,,100382,1,Ward No. 1,Ward No. 1,
221,DIBANG VALLEY,District Panchayat,,,107214,1,Ward No. 1,Ward No. 1,
222,EAST KAMENG,District Panchayat,,,87296,1,Ward No. 1,Ward No. 1,
223,EAST SIANG,District Panchayat,,,117885,1,Ward No. 1,Ward No. 1,
224,KURUNG KUMEY,District Panchayat,,,107458,1,Ward No. 1,Ward No. 1,
225,LOHIT,District Panchayat,,,95365,1,Ward No. 1,Ward No. 1,
226,LOWER DIBANG VALLEY,District Panchayat,,,94496,1,Ward No. 1,Ward No. 1,
227,LOWER SUBANSIRI,District Panchayat,,,79566,1,Ward No. 1,Ward No. 1,
228,PAPUM PARE,District Panchayat,,,101832,1,Ward No. 1,Ward No. 1,
230,TIRAP,District Panchayat,,,94799,1,Ward No. 1,Ward No. 1,
231,UPPER SIANG,District Panchayat,,,116925,1,Ward No. 1,Ward No. 1,
232,UPPER SUBANSIRI,District Panchayat,,,115438,1,Ward No. 1,Ward No. 1,
233,WEST KAMENG,District Panchayat,,,93254,1,Ward No. 1,Ward No. 1,
234,WEST SIANG,District Panchayat,,,120560,1,Ward No. 1,Ward No. 1,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220552,1,Roiliang,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220553,2,Hamaliang,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220554,3,Pailiang,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220555,4,Kromna,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220556,5,Metenglaiang,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220557,6,Mailiang,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220558,7,Chaglagam,,
2780,CHONGLONGAM,Intermediate Panchayat,ANJAW,,1220559,8,Taflagam,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220568,1,Kibithoo,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220569,2,Walong,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220570,3,Sarti,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220571,4,Blong,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220572,5,Longling,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220573,6,Walla,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220574,7,Watong,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220575,8,Tamblu,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220576,9,Lautul,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220577,10,Mechong,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220578,11,Shirong,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220579,12,Kanblat,,
2781,HAWAI-WALONG,Intermediate Panchayat,ANJAW,,1220580,13,Halaikrong,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220540,1,Lamako Machimna,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220541,2,Amliang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220542,3,Tafraliang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220543,4,Hayuliang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220544,5,Barafu,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220545,6,Mohikong,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220546,7,Suplang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220547,8,Gamliang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220548,9,Danglat,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220549,10,Braigong,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220550,11,Goiliang,,
2782,HAYULIANG,Intermediate Panchayat,ANJAW,,1220551,12,Nilang,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220560,1,Quibang,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220561,2,Siet,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220562,3,Tehuliang,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220563,4,Yatong,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220564,5,Pangung,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220565,6,Chambab,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220566,7,Manchal,,
2784,MANCHAL,Intermediate Panchayat,ANJAW,,1220567,8,Khuiliang,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220149,1,Remi,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220150,2,Miglung,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220151,3,Mirem-I,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220152,4,Mirem-II,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220153,5,Mirem-III,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220154,6,Mirem-IV,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220155,7,Mirem-V,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220156,8,Ledum-I,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220157,9,Ledum-II,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220158,10,Bilat-I,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220159,11,Bilat-II,,
2755,BILAT,Intermediate Panchayat,EAST SIANG,,1220160,12,Mikong,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220363,1,Rasam,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220364,2,Tigra,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220365,3,Gune,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220366,4,Boying,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220367,5,Mongku,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220368,6,Kelek-Roing,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220369,7,Rengging,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220370,8,Tebo,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220371,9,Balek,,
2756,BOGONG,Intermediate Panchayat,EAST SIANG,,1220372,10,Yapgo,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220363,1,Rasam,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220364,2,Tigra,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220365,3,Gune,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220366,4,Boying,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220367,5,Mongku,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220368,6,Kelek-Roing,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220369,7,Rengging,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220370,8,Tebo,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220371,9,Balek,,
2756,BOGONG I,Intermediate Panchayat,EAST SIANG,,1220372,10,Yapgo,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220311,1,Mirku Pakok,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220312,2,Mirku-I,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220313,3,Mirku Dapi,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220314,4,Mirsam-I,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220315,5,Mirsam-II,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220316,6,Tigra Mirbuk-I,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220317,7,Tigra Mirbuk-II,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220318,8,Kelek Mirbuk,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220319,9,Napit,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220320,10,Berung,,
273696,Bogong II,Intermediate Panchayat,EAST SIANG,,1220321,11,Diking,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219731,1,Yibuk,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219732,2,Lissing-Messing,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219733,3,Yingku,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219734,4,Sine,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219735,5,Pareng,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219736,6,Supsing,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219737,7,Dosing,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219738,8,Rengo,,
2757,BOLENG,Intermediate Panchayat,EAST SIANG,,1219739,9,Lilleng,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219731,1,Yibuk,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219732,2,Lissing-Messing,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219733,3,Yingku,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219734,4,Sine,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219735,5,Pareng,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219736,6,Supsing,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219737,7,Dosing,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219738,8,Rengo,,
2757,BOLENG PEGGING-BOTE,Intermediate Panchayat,EAST SIANG,,1219739,9,Lilleng,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220270,1,Yagrung-I,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220271,2,Yagrung-II,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220272,3,Yagrung-III,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220273,4,Tekang-I,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220274,5,Tekang-II,,
2758,BOSING,Intermediate Panchayat,EAST SIANG,,1220275,6,Sibut,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220270,1,Yagrung-I,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220271,2,Yagrung-II,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220272,3,Yagrung-III,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220273,4,Tekang-I,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220274,5,Tekang-II,,
2758,BOSING I,Intermediate Panchayat,EAST SIANG,,1220275,6,Sibut,,
273695,Bosing II,Intermediate Panchayat,EAST SIANG,,1220295,1,Takilalung-I,,
273695,Bosing II,Intermediate Panchayat,EAST SIANG,,1220296,2,Takilalung-II,,
273695,Bosing II,Intermediate Panchayat,EAST SIANG,,1220297,3,Takilalung-III,,
273695,Bosing II,Intermediate Panchayat,EAST SIANG,,1220298,4,Runne,,
273694,Kebang,Intermediate Panchayat,EAST SIANG,,1219949,1,Kebang,,
273694,Kebang,Intermediate Panchayat,EAST SIANG,,1219950,2,Yemsing,,
273694,Kebang,Intermediate Panchayat,EAST SIANG,,1219951,3,Rottung,,
273694,Kebang,Intermediate Panchayat,EAST SIANG,,1219952,4,Kallek,,
273694,Kebang,Intermediate Panchayat,EAST SIANG,,1219953,5,Babuk,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220073,1,Korang,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220074,2,Mane-Lipin,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220075,3,Sipu-Sido-Tene,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220076,4,Kakki,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220077,5,Koyu,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220078,6,Rina,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220079,7,Rotte-Tabi-Ripo,,
2759,KOYU,Intermediate Panchayat,EAST SIANG,,1220080,8,Saku-Loglu Kadu,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220405,1,Mebo Gidum,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220406,2,Mebo Gingkong,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220407,3,Darne,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220408,4,Ayeng Begging,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220409,5,Ayeng Besok,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220410,6,Bedak,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220411,7,Silluk,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220412,8,Aohali,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220413,9,Motum,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220414,10,Ralling,,
2760,MEBO,Intermediate Panchayat,EAST SIANG,,1220415,11,Sigar,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220405,1,Mebo Gidum,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220406,2,Mebo Gingkong,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220407,3,Darne,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220408,4,Ayeng Begging,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220409,5,Ayeng Besok,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220410,6,Bedak,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220411,7,Silluk,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220412,8,Aohali,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220413,9,Motum,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220414,10,Ralling,,
2760,MEBO BANGGO,Intermediate Panchayat,EAST SIANG,,1220415,11,Sigar,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220468,1,Ngopok- Pokdum,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220469,2,Ngupok-Pakkong,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220470,3,Kiyit-Yitdum,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220471,4,Kiyit-Yitkong,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220472,5,Borguli Old,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220473,6,Borguli New,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220474,7,Seram-Palek,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220475,8,Seram-Ramku,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220476,9,Namsing Sanggo,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220477,10,Namsing Anggo,,
2761,MONGGU-BANGGO,Intermediate Panchayat,EAST SIANG,,1220478,11,Mer,,
2763,PANGIN,Intermediate Panchayat,EAST SIANG,,1219926,1,Pangin,,
2763,PANGIN,Intermediate Panchayat,EAST SIANG,,1219927,2,Koreng,,
2763,PANGIN,Intermediate Panchayat,EAST SIANG,,1219928,3,Yeksi,,
2763,PANGIN,Intermediate Panchayat,EAST SIANG,,1219929,4,Tarak,,
2763,PANGIN,Intermediate Panchayat,EAST SIANG,,1219930,5,Lokpeng,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219971,1,Sissen,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219972,2,Pangi,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219973,3,Komsing (Karo),,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219974,4,Komsing (Kumku),,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219975,5,Mopit,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219976,6,Begging,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219977,7,Jorsing,,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219978,8,Riew (Reydang),,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219979,9,Riew (Yabeng),,
6834,REBO,Intermediate Panchayat,EAST SIANG,,1219980,10,Riew (Mobuk),,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219740,1,Pangkang (J),,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219741,2,Pangkang (K),,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219742,3,Riga Mongku-I,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219743,4,Riga Mongku-II,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219744,5,Riga Mongku-III,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219745,6,Riga Mongku-IV,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219746,7,Riga Mobuk-I,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219747,8,Riga Mobuk-II,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219748,9,Riga Mobuk-III,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219749,10,RIga Mobuk-IV,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219750,11,Sitang,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219751,12,Parong-I,,
6833,RIGA,Intermediate Panchayat,EAST SIANG,,1219752,13,Parong-II,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220105,1,Niglok,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220106,2,Ngorlung-I,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220107,3,Ngorlung-II,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220108,4,Ngorlung-III,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220109,5,Lingka,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220110,6,Ruksin,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220111,7,Rayeng-I,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220112,8,Rayeng-II,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220113,9,Debing-I,,
2764,RUKSIN,Intermediate Panchayat,EAST SIANG,,1220114,10,Debang-II,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220203,1,Mangnang,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220204,2,12 Mile,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220205,3,Sille,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220206,4,Oyan-I,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220207,5,Oyan-II,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220208,6,Sikabamin-I,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220209,7,Sikabamin-II,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220210,8,Sika-Tode-I,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220211,9,Sika-Tode-II,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220212,10,Rani-I,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220213,11,Rani-II,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220214,12,Rani-III,,
2765,SILLE - OYAN,Intermediate Panchayat,EAST SIANG,,1220215,13,Rani-IV,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224979,1,CHIKOM-I,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224980,2,CHIKOM-II,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224981,3,CHIKOM-III,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224982,4,CHIKOM-IV,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224983,5,CHIKOM-V,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224984,6,CHIKOM-VI,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224985,7,CHIKOM-VII,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224986,8,CHIKOM-VIII,,
6832,CHIKOM,Intermediate Panchayat,KAMLE,,1224987,9,CHIKOM-IX,,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224935,1,SIGIN-II (A),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224936,2,SIGIN-II (B),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224937,3,SIGIN-II (C),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224938,4,SIGIN-II (D),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224939,5,SIGIN-II (E),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224940,6,SIGIN-II (F) (a),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224941,7,SIGIN-II (F) (b),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224942,8,SIGIN-II (G) (a),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224943,9,SIGIN-II (G) (b),,
2849,DAPORIJO-SIGIN-II,Intermediate Panchayat,KAMLE,,1224944,10,SIGIN-II (G) (c),,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223900,1,Paro,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223901,2,Clubtukar,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223902,3,Kherbari,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223903,4,Bongte,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223904,5,Tayasima,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223905,6,Taming-I,,
2798,DOLLUMUKH TAMEN,Intermediate Panchayat,KAMLE,,1223906,7,Taming-II,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223877,1,Mingikabak-Luba,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223878,2,Radum,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223879,3,Yorkum,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223880,4,Yukar,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223881,5,Yom-Seringrake,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223882,6,Didrake,,
2801,KAMPORIJO -I,Intermediate Panchayat,KAMLE,,1223883,7,Repari,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223884,1,Gaa,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223885,2,Boasimla-I,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223886,3,Boasimla-II,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223887,4,Ayi,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223888,5,Tattap,,
2802,KAMPORIJO -II,Intermediate Panchayat,KAMLE,,1223889,6,Tamen-III,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224988,1,PATE-I,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224989,2,PATE-II,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224990,3,PATE-III,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224991,4,PATE-IV,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224992,5,PATE-V,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224993,6,PATE-VI,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224994,7,PATE-VII,,
2853,PATE,Intermediate Panchayat,KAMLE,,1224995,8,PATE-VIII,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223890,1,Godak,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223891,2,Kigam,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223892,3,Kemliko,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223893,4,Dokum,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223894,5,Raga-I,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223895,6,Raga-II,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223896,7,Raga-III,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223897,8,Yada,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223898,9,Nimar,,
2806,RAGA,Intermediate Panchayat,KAMLE,,1223899,10,Mili,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223283,1,Nyigam-I,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223284,2,Nyigam-II,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223285,3,Nyigam-III,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223286,4,Pagi,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223287,5,Pagi -II,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223288,6,Nyodu,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223289,7,Disi,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223290,8,Galu/Sibe/Siru,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223291,9,Regi/Kamdak/Evereest,,
273640,BASAR I,Intermediate Panchayat,LEPARADA,,1223292,10,Soi,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223293,1,Old Bam-I,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223294,2,Old Bam-II,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223295,3,New Bam,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223296,4,Gori-I,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223297,5,Gori -II,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223298,6,Gori-III,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223427,7,Echi Chiku,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223428,8,Piri,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223429,9,Sago,,
2871,BASAR I,Intermediate Panchayat,LEPARADA,,1223430,10,Kadi/Dego Yamin/Chirne,,
273640,BASAR II,Intermediate Panchayat,LEPARADA,,1223283,1,Nyigam-I,,
273640,BASAR II,Intermediate Panchayat,LEPARADA,,1223284,2,Nyigam-II,,
273640,BASAR II,Intermediate Panchayat,LEPARADA,,1223285,3,Nyigam-III,,
273640,BASAR II,Intermediate Panchayat,LEPARADA,,1223286,4,Pagi,,
