Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
248562,Jhajjar,17031,10,Jhajjar (MC) - Ward No.10,
248529,Sonipat,16628,18,Sonipat (M Cl) - Ward No.18,
248515,Taraori,25304,3,Taraori (MC) - Ward No.3,
248555,Meham,16928,7,Maham(MC) - Ward No.7,
290431,Ambala Sadar,2111494,11,Ward No. 11,
248539,Mandi Dabwali,16766,13,Mandi Dabwali (MC) - Ward No.13,
248515,Taraori,25312,11,Taraori (MC) - Ward No.11,
248582,Ferozepur Jhirka,17982,7,Ferozepur Jhirka (MC) - Ward No.7,
248589,Hodal,18075,12,Hodal (MC) - Ward No.12,
248546,Hisar,64059,8,Hisar (M Cl ) - Ward No.8,
289254,SADHAURA,1302312,6,Ward No. 6,
248510,Cheeka,1302092,17,Cheeka (MC) - Ward No. 17,
248556,Kalanaur,16940,6,Kalanaur (MC) - Ward No.6,
248509,Ladwa,64863,7,Ladwa (MC) - Ward No.7,
248541,Sirsa,16790,6,Sirsa (M Cl ) - Ward No.6,
248491,Ambala,24670,10,Ambala (M Cl ) - Ward No.10,
248543,Ellenabad,16842,12,Ellenabad (MC) - Ward No.12,
248527,Gohana,16595,17,Gohana (MC) - Ward No.17,
248543,Ellenabad,16833,3,Ellenabad (MC) - Ward No.3,
259688,Nangal Chaudhary,1302251,9,Nangal Chaudhary (MC) Ward No.9,
248530,Kharkhoda,1302164,14,Kharkhoda (MC) - Ward No. 14,
248531,Narwana,16672,14,Narwana (MC) - Ward No.14,
248557,Rohtak,16956,9,Rohtak (M Cl ) - Ward No.9,
248560,Bahadurgarh,17000,8,Bahadurgarh (M Cl ) - Ward No.8,
248573,Pataudi,17891,5,Pataudi (MC) - Ward No.5,
248552,Siwani,16921,13,Siwani (MC) - Ward No.13,
248529,Sonipat,16624,14,Sonipat (M Cl) - Ward No.14,
248585,Faridabad,1302365,38,Ward No.38,
248530,Kharkhoda,16651,6,Kharkhoda (MC) - Ward No.6,
248534,Julana,16709,3,Julana (MC) - Ward No.3,
248546,Hisar,64066,15,Hisar (M Cl ) - Ward No.15,
248554,Charkhi Dadri,64155,5,Charkhi Dadri (MC) - Ward No.5,
248585,Faridabad,18011,9,Faridabad (M Corp.) - Ward No.9,
248566,Narnaul,64185,16,Narnaul (M Cl) - Ward No.16,
248511,Kaithal,25267,24,Kaithal (M Cl ) - Ward No.24,
248534,Julana,16713,7,Julana (MC) - Ward No.7,
248548,Hansi,64107,22,Hansi (M Cl) - Ward No.22,
248547,Narnaund,16874,3,Narnaund (MC) - Ward No.3,
248553,Loharu,64145,6,Loharu (MC) - Ward No.6,
248568,Dharuhera,17082,1,Dharuhera (CT) - Ward No.1,
248558,Beri,16991,12,Beri (MC) - Ward No.12,
248586,Palwal,1302024,26,Palwal (M Cl ) - Ward No.26,
248519,Assandh,1302113,14,Assandh (MC) - Ward No.14,
248517,Karnal,63958,14,Karnal (M Cl ) - Ward No.14,
248539,Mandi Dabwali,16762,9,Mandi Dabwali (MC) - Ward No.9,
248531,Narwana,16671,13,Narwana (MC) - Ward No.13,
248514,Nilokheri,64876,7,Nilokheri (MC) - Ward No.7,
248506,Shahbad,24914,3,Shahbad (MC) - Ward No.3,
248583,Punahana,65010,9,Punahana (MC) - Ward No.9,
248589,Hodal,18077,14,Hodal (MC) - Ward No.14,
248555,Meham,16931,10,Maham(MC) - Ward No.10,
248521,Panipat,64001,25,Panipat (M Cl ) - Ward No.25,
248510,Cheeka,24959,6,Cheeka (MC) - Ward No.6,
248528,Ganaur,1302098,17,Ganaur (MC) - Ward No.17,
248537,Tohana,16735,1,Tohana (MC) - Ward No.1,
248511,Kaithal,25257,14,Kaithal (M Cl ) - Ward No.14,
290431,Ambala Sadar,2111511,28,Ward No. 28,
248539,Mandi Dabwali,16768,15,Mandi Dabwali (MC) - Ward No.15,
248576,Gurugram,64230,27,Gurgaon (M Cl ) - Ward No.27,
248516,Indri,16262,12,Indri (MC) - Ward No.12,
248564,Mahendragarh,17060,13,Mahendragarh (MC) - Ward No.13,
248547,Narnaund,16877,6,Narnaund (MC) - Ward No.6,
289251,KUNDLI,1302292,1,Ward No. 1,
248585,Faridabad,1302359,32,Ward No.32,
248548,Hansi,64089,4,Hansi (M Cl) - Ward No.4,
248517,Karnal,63964,20,Karnal (M Cl ) - Ward No.20,
248515,Taraori,25308,7,Taraori (MC) - Ward No.7,
248579,Sohna,64991,5,Sohna (MC) - Ward No.5,
248574,Farrukhnagar,1302235,12,Farrukhnagar (MC) - Ward No.12,
248541,Sirsa,16791,7,Sirsa (M Cl ) - Ward No.7,
248529,Sonipat,16616,6,Sonipat (M Cl) - Ward No.6,
