Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
276547,Imphal Municipal Corporation,1301638,17,IMC Ward 17,
276511,Wangjing Lamding Municipal Council,1301836,3,Wangjing MC Ward 3,
276511,Wangjing Lamding Municipal Council,1301842,9,Wangjing MC Ward 9,
276536,Kakching Khunou Municipal Council,1301665,5,KKMC Ward 5,
276513,Yairipok Municipal Council,1301855,4,YMC Ward 4,
276527,Andro Nagar Panchayat,1301869,9,AMC Ward 9,
276550,Thongkhong Laxmi Municipal Council,1301813,9,Thongkhong Laxmi MC Ward 9,
276545,Lamsang Nagar Panchayat,1301882,1,LNP Ward 1,
276545,Lamsang Nagar Panchayat,1301887,6,LNP Ward 6,
276498,Thoubal Municipal Council,1301833,18,Tbl MC Ward 18,
276552,Mayang Imphal Municipal Council,1301716,8,Mayang Imp MC Ward 8,
276511,Wangjing Lamding Municipal Council,1301839,6,Wangjing MC Ward 6,
276502,Lilong (Thoubal) Municipal Council,1301703,4,Lilong TBL MC Ward 4,
276515,Nambol Municipal Council,1301735,2,NMC Ward 2,
276500,Kakching Municipal Council,1301678,9,KMC Ward 9,
276552,Mayang Imphal Municipal Council,1301713,5,Mayang Imp MC Ward 5,
276501,Bishnupur Municipal Council,1301660,12,BMC Ward 12,
276502,Lilong (Thoubal) Municipal Council,1301706,7,Lilong TBL MC Ward 7,
276514,Moirang Municipal Council,1301732,11,MMC Ward 11,
276530,Ningthoukhong Municipal Council,1301762,11,Ningthoukhong MC Ward 11,
276547,Imphal Municipal Corporation,1301628,7,IMC Ward 7,
276500,Kakching Municipal Council,1301671,2,KMC Ward 2,
276515,Nambol Municipal Council,1301741,8,NMC Ward 8,
276550,Thongkhong Laxmi Municipal Council,1301811,7,Thongkhong Laxmi MC Ward 7,
276547,Imphal Municipal Corporation,1301629,8,IMC Ward 8,
276515,Nambol Municipal Council,1301739,6,NMC Ward 6,
276500,Kakching Municipal Council,1301673,4,KMC Ward 4,
276498,Thoubal Municipal Council,1301819,4,Tbl MC Ward 4,
276500,Kakching Municipal Council,1301674,5,KMC Ward 5,
276511,Wangjing Lamding Municipal Council,1301835,2,Wangjing MC Ward 2,
276527,Andro Nagar Panchayat,1301867,7,AMC Ward 7,
