Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
249720,Dimapur Municipal Council,15616,9,Dimapur (TC) - Ward No.9,
276225,Shamator Town Council,1269744,11,Shamator Town (TC) - Ward No.11 MEDICAL WARD,
249720,Dimapur Municipal Council,15620,13,Dimapur (TC) - Ward No.13,
249719,Wokha Town Council,71548,10,Wokha (TC) - Ward No.10 BLUE HILL WARD,
276221,Mangkolemba Town Council,1269708,2,Mangkolemba Town (TC) - Ward No.2 TENEMTZUYONG WARD,
249715,Mon Town Council,6275,8,Mon Town (TC) - Ward No.8 CHINGAI WARD,
253209,Tseminyu Town,2297455,3,Tseminyu Town (TC) - Ward No.3 REST HOUSE WARD,
249720,Dimapur Municipal Council,15610,3,Dimapur (TC) - Ward No.3,
249719,Wokha Town Council,72991,5,Wokha (TC) - Ward No.5 LIKYA WARD,
249721,Chumukedima Town Council,71573,10,Chumukedima (CT) - Ward No.10 CHUHUOTSA WARD,
276216,ABOI TOWN COUNCIL,1269672,4,Aboi Town (TC) - Ward No.4 KEIHA WARD,
249715,Mon Town Council,15566,3,Mon Town (TC) - Ward No.3 ZUKLOM WARD,
249719,Wokha Town Council,72989,3,Wokha (TC) - Ward No.3 JONSULAN (TCHUBEMO) WARD,
253210,Pfutsero Town,2297452,11,Pfutsero Town (TC) - Ward No.11 ZHIPA COLONY WARD,
253210,Pfutsero Town,2297446,5,Pfutsero Town (TC) - Ward No.5 MISSION COMPOUND COLONY WARD,
276216,ABOI TOWN COUNCIL,1269676,8,Aboi Town (TC) - Ward No.8 MANSHAM WARD,
253205,Jalukie Town Council,2297403,9,Jalukie Town (TC) - Ward No. 9 OLD JALUKIE COLONY WARD,
253203,Naginimora Town Council,2297432,9,Naginimora Town (TC) - Ward No. 9 KOTKEANG WARD,
276223,Noklak Town Council,1269723,8,Noklak Town (TC) - Ward No.8 PENNGAN WARD,
276218,Longkhim Town Council,1269767,5,Longkhim Town (TC) - Ward No.5 LITSUNG-A WARD,
249722,Kohima,695136,16,NEW MINISTERS HILL/LERIE/NST/DAIRY FARM COLONY WARD,
276225,Shamator Town Council,1269740,7,Shamator Town (TC) - Ward No.7 ADC WARD,
