Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name
276642,Benipur,1298067,27,Benipur (M) - Ward No. 27
249641,Sheikhpura,36345,1,Sheikhpura (M) - Ward No.1
249630,Bhagalpur,71491,45,Bhagalpur (M Corp.) - Ward No.45
249603,Muzaffarpur,59404,22,Muzaffarpur (M Corp.) - Ward No.22
249675,Rafiganj,1298152,7,Rafiganj (NP) - Ward No.7
249608,Siwan,36004,6,Siwan (M) - Ward No.6
249651,Phulwari Sharif,1298572,16,Phulwari Sharif (M) - Ward No.16
277125,Mahua,1299183,16,Mahua (NP) - Ward No.16
249574,Belsand,1299008,13,Belsand (NP) - Ward No.13
249665,Buxar,36680,4,Buxar (M) - Ward No.4
249619,Samastipur,1299218,23,Samastipur (M) - Ward No.23
277098,Bakhtiyarpur,1298642,25,Bakhtiyarpur (M) - Ward No.25
276429,Harnaut,1298695,15,Harnaut (NP) - Ward No.15
277130,Teghara,1299374,15,Bakhri (NP) - Ward No.15
249630,Bhagalpur,59454,15,Bhagalpur (M Corp.) - Ward No.15
249578,Jainagar,1299189,4,Jainagar (NP) - Ward No.4
249641,Sheikhpura,36355,11,Sheikhpura (M) - Ward No.11
249562,Bagaha,1299033,30,Bagaha (M) - Ward No.30
249617,Hajipur,36134,15,Hajipur (M) - Ward No.15
249608,Siwan,36010,12,Siwan (M) - Ward No.12
249636,Haveli Kharagpur,1299255,18,Kharagpur (NP) - Ward No.18
249672,Jehanabad,36766,3,Jehanabad (M) - Ward No.3
249674,Daudnagar,1298086,21,Daudnagar (M) - Ward No.21
249646,Silao,59564,4,Silao (NP) - Ward No.4
249571,Chakia,1299094,10,Chakia (NP) - Ward No.10
249650,Patna,36433,23,Patna (M Corp.) - Ward No.23
249592,Purnea,1299415,42,Purnia (M Corp.) - Ward No.42
249644,Islampur,59547,2,Islampur (NP) - Ward No.2
249584,Supaul,1298298,17,Supaul (M) - Ward No.17
249563,Chanpatia,35548,1,Chanpatia (NP) - Ward No.1
249659,Arrah,59599,2,Arrah (M Corp.) - Ward No.2
249630,Bhagalpur,59471,32,Bhagalpur (M Corp.) - Ward No.32
265438,Ekma Bazar,1298367,9,Ekma Bazar (NP) - Ward No.09
249644,Islampur,71884,19,Islampur (NP) - Ward No.19
277128,Mehsi,1299136,15,Mehshi (NP) - Ward No.15
265437,Parsa Bazar,1298921,14,Parsa (NP) - Ward No.14
249560,Ramnagar,1298421,12,Ramnagar (NP) - Ward No.12
249650,Patna,36444,34,Patna (M Corp.) - Ward No.34
249666,Bhabua,1298752,24,Bhabua (M) - Ward No.24
249680,Gaya,59673,7,Gaya (M Corp.) - Ward No.7
249603,Muzaffarpur,70735,38,Muzaffarpur (M Corp.) - Ward No.38
249619,Samastipur,1299215,20,Samastipur (M) - Ward No.20
249656,Barh,59589,6,Barh (M) - Ward No.6
249652,Masaurhi,36475,11,Masaurhi (M) - Ward No.11
276405,KOCHAS,1298734,11,Kochas (NP) - Ward No.11
249665,Buxar,1298785,23,Buxar (M) - Ward No.23
249627,Naugachhia,71821,18,Naugachhia (NP) - Ward No.18
249650,Patna,1298518,49,Patna (M Corp.) - Ward No.49
249633,Banka,59481,5,Banka (M) - Ward No.5
249664,Dumraon,1298253,18,Dumraon (M) - Ward No.18
249563,Chanpatia,1299057,9,Chanpatia (NP) - Ward No.9
277131,Barauli,1298979,14,Barauli (NP) - Ward No.14
249684,Nawada,2612,20,Nawada (M) - Ward No.20
249643,Hilsa,36359,3,Hilsa (NP) - Ward No.3
249618,Mahnar,1298279,24,Mahnar Bazar (M) - Ward No.25
249599,Saharsa,59378,24,Saharsa (M) - Ward No.24
249580,Jhanjharpur,1299206,11,Jhanjharpur (NP) - Ward No.11
276405,KOCHAS,1298727,4,Kochas (NP) - Ward No.4
249599,Saharsa,59371,17,Saharsa (M) - Ward No.17
249560,Ramnagar,62507,5,Ramnagar (NP)- Ward No.5
249648,Danapur,1298560,32,Danapur Nizamat (M) - Ward No.32
249586,Forbesganj,1299433,19,Forbesganj (M) - Ward No.19
249581,Ghoghardiha,35738,11,Ghoghardiha (NP) - Ward No.11
249644,Islampur,59546,1,Islampur (NP) - Ward No.1
249590,Kishanganj,35817,10,Kishanganj (M) - Ward No.10
249639,Lakhisarai,3709,24,Lakhisarai (M) - Ward No.24
249565,Raxaul,35585,5,Raxaul Bazar (M) - Ward No.5
277131,Barauli,1298970,5,Barauli (NP) - Ward No.5
249686,Hisua,36888,1,Hisua (NP) - Ward No.1
249611,Rivilganj,36046,12,Revilganj (NP) - Ward No.12
249618,Mahnar,1298278,23,Mahnar Bazar (M) - Ward No.24
249561,Narkatiaganj,1299054,23,Narkatiaganj (NP) - Ward No.23
249663,Piro,36657,1,Piro (NP) - Ward No.1
249564,Bettiah,35572,17,Bettiah (M) - Ward No.17
249626,Gogri Jamalpur,36236,11,Gogri Jamalpur (NP) - Ward No.11
249633,Banka,1307117,23,Banka(M) - Ward No.23
249582,Nirmali,62535,3,Nirmali (NP) - Ward No.3
249685,Warisaliganj,36880,5,Warisaliganj (NP) - Ward No.5
276429,Harnaut,1298691,11,Harnaut (NP) - Ward No.11
249595,Katihar,62560,9,Katihar (M Corp.) - Ward No.9
249634,Munger,36288,32,Munger (M Corp.) - Ward No.32
290025,Aurangabad,1306702,29,Ward No.29
249670,Sasaram,36731,14,Sasaram (M) - Ward No.14
249562,Bagaha,1299031,28,Bagaha (M) - Ward No.28
249606,Gopalganj,35991,12,Gopalganj (M) - Ward No.12
249641,Sheikhpura,1299265,22,Sheikhpura (M) - Ward No.22
276642,Benipur,1298047,7,Benipur (M) - Ward No. 07
249625,Khagaria,1299332,20,Khagaria (M) - Ward No.20
290025,Aurangabad,1306684,11,Ward No.11
249668,Bikramganj,59650,2,Bikramganj (M) - Ward No.2
249645,Rajgir,36369,4,Rajgir (NP) - Ward No.4
249622,Rosera,36174,2,Rosera (NP) - Ward No.2
249612,Chapra,1298894,45,Chapra (M Corp.) - Ward No.45
249649,Khagaul,1298115,23,Khagaul (M) - Ward No.23
249570,Areraj,35628,5,Areraj (NP) - Ward No.5
249577,Janakpur Road,1298379,11,Janakpur Road (NP) - Ward No.11
249572,Sheohar,71078,5,Sheohar (NP) - Ward No.5
249668,Bikramganj,1298707,13,Bikramganj (M) - Ward No.13
249564,Bettiah,35569,14,Bettiah (M) - Ward No.14
249659,Arrah,1298018,40,Arrah (M Corp.) - Ward No.40
249650,Patna,1298531,62,Patna (M Corp.) - Ward No.62
249659,Arrah,59610,13,Arrah (M Corp.) - Ward No.13
249564,Bettiah,35578,23,Bettiah (M) - Ward No.23
249595,Katihar,62566,15,Katihar (M Corp.) - Ward No.15
249650,Patna,1298525,56,Patna (M Corp.) - Ward No.56
249592,Purnea,35859,9,Purnia (M) - Ward No.9
249642,Biharsharif,59530,17,Bihar (M) - Ward No.17
249668,Bikramganj,1298714,20,Bikramganj (M) - Ward No.20
249613,Marhaura,1298902,11,Marhaura (NP) - Ward No.11
276642,Benipur,1298056,16,Benipur (M) - Ward No. 16
249649,Khagaul,1298118,26,Khagaul (M) - Ward No.26
249673,Makhdumpur,36789,12,Makhdumpur (NP) - Ward No.12
290059,Sursand,1306777,3,Sursand(NP)-Ward No.3
276643,Bihat,1298245,29,Bihat (M) - Ward No.29
249635,Jamalpur,1299243,28,Jamalpur (M) - Ward No.28
249648,Danapur,1298562,34,Danapur Nizamat (M) - Ward No.34
249679,Tekari,36836,9,Tikari (NP) - Ward No.9
249587,Araria,1298195,21,Araria (M) - Ward No.21
249600,Darbhanga,35954,37,Darbhanga (M Corp.) - Ward No.37
249652,Masaurhi,36473,9,Masaurhi (M) - Ward No.9
249598,Murliganj,1298135,14,Murliganj (NP) - Ward No.14
249611,Rivilganj,1298435,16,Revilganj (NP) - Ward No.16
249633,Banka,71200,18,Banka(M) - Ward No.18
276405,KOCHAS,1298739,16,Kochas (NP) - Ward No.16
249682,Sherghati,3642,19,Sherghati (NP) - Ward No.19
249613,Marhaura,36080,1,Marhaura (NP) - Ward No.1
249642,Biharsharif,59520,7,Bihar (M) - Ward No.7
249643,Hilsa,6346,14,Hilsa (NP) - Ward No.14
276643,Bihat,1298224,8,Bihat (M) - Ward No.8
249567,Dhaka,1307124,24,Dhaka (NP) - Ward No.24
249680,Gaya,1298797,39,Gaya (M Corp.) - Ward No.39
249644,Islampur,59548,3,Islampur (NP) - Ward No.3
249564,Bettiah,1299021,38,Bettiah (M) - Ward No.38
277136,Balia,1298334,5,Balia (NP) - Ward No.05
249668,Bikramganj,59649,1,Bikramganj (M) - Ward No.1
249639,Lakhisarai,3707,22,Lakhisarai (M) - Ward No.22
249612,Chapra,36068,21,Chapra (M Corp.) - Ward No.21
249590,Kishanganj,1299441,34,Kishanganj (M) - Ward No.34
249629,Sultanganj,5943,10,Sultanganj (NP) - Ward No.10
249600,Darbhanga,35930,13,Darbhanga (M Corp.) - Ward No.13
249609,Maharajganj,1298956,14,Maharajganj (NP) - Ward No.14
249670,Sasaram,36718,1,Sasaram (M) - Ward No.1
249645,Rajgir,36367,2,Rajgir (NP) - Ward No.2
249666,Bhabua,59643,6,Bhabua (M) - Ward No.6
249686,Hisua,2805,16,Hisua (NP) - Ward No.16
249651,Phulwari Sharif,36463,11,Phulwari Sharif (M) - Ward No.11
249595,Katihar,62580,29,Katihar (M Corp.) - Ward No.29
249617,Hajipur,36128,9,Hajipur (M) - Ward No.9
249650,Patna,36450,40,Badalpura (OG) - Ward No.40
277133,Banmankhi,1298036,13,Banmankhi (NP) - Ward No. 13
249583,Birpur,1299509,13,Birpur (NP) - Ward No.13
249665,Buxar,36685,9,Buxar (M) - Ward No.9
249636,Haveli Kharagpur,36290,1,Kharagpur (NP) - Ward No.1
249669,Nokha,36708,9,Nokha (NP) - Ward No.9
276643,Bihat,1298221,5,Bihat (M) - Ward No.5
249636,Haveli Kharagpur,1299253,16,Kharagpur (NP) - Ward No.16
249609,Maharajganj,59426,2,Maharajganj (NP) - Ward No.2
277136,Balia,1298345,16,Balia (NP) - Ward No.16
249595,Katihar,62582,31,Katihar (M Corp.) - Ward No.31
249609,Maharajganj,1298950,8,Maharajganj (NP) - Ward No.8
249625,Khagaria,36225,13,Khagaria (M) - Ward No.13
249568,Motihari,1299070,27,Motihari (M) - Ward No.27
249658,Shahpur,1298444,9,Shahpur (NP) - Ward No.9
249580,Jhanjharpur,35724,1,Jhanjharpur (NP) - Ward No.1
249630,Bhagalpur,59472,33,Bhagalpur (M Corp.) - Ward No.33
249652,Masaurhi,1298601,23,Masaurhi (M) - Ward No.23
249568,Motihari,35608,8,Motihari (M) - Ward No.8
249687,Jamui,1299311,29,Jamui (M) - Ward No.29
249656,Barh,1298205,16,Barh (M) - Ward No.16
253219,sahebganj,71907,12,Sahebganj (NP) - Ward No.12
249588,Thakurganj,35796,4,Thakurganj (NP) - Ward No.4
249579,Madhubani,35701,3,Madhubani (M) - Ward No.3
277125,Mahua,1299174,7,Mahua (NP) - Ward No.7
249650,Patna,36439,29,Patna (M Corp.) - Ward No.29
277132,Simari Bakhtiyarpur,1299491,6,Simri Bakhtiyarpur (NP) - Ward No.6
249633,Banka,59485,9,Banka (M) - Ward No.9
249578,Jainagar,35698,3,Jainagar (NP) - Ward No.3
249615,Sonepur,1298935,13,Sonepur (NP) - Ward No.13
277130,Teghara,1299360,1,Bakhri (NP) - Ward No.1
249656,Barh,1298207,18,Barh (M) - Ward No.18
249656,Barh,1298208,19,Barh (M) - Ward No.19
249634,Munger,1299229,34,Munger (M Corp.) - Ward No.34
277132,Simari Bakhtiyarpur,1299498,13,Simri Bakhtiyarpur (NP) - Ward No.13
277127,Pakri Dayal,1298143,7,Pakridayal (NP) - Ward No.7
249576,Dumra,35695,6,Dumra (NP) - Ward No.6
249610,Mairwa,36031,1,Mairwa (NP) - Ward No.1
265437,Parsa Bazar,1298920,13,Parsa (NP) - Ward No.13
249615,Sonepur,1298936,14,Sonepur (NP) - Ward No.14
249665,Buxar,1298784,22,Buxar (M) - Ward No.22
249680,Gaya,59973,26,Gaya (M Corp.) - Ward No.26
249687,Jamui,1299309,27,Jamui (M) - Ward No.27
249610,Mairwa,1298961,9,Maharajganj (NP) - Ward No.9
249579,Madhubani,35716,18,Madhubani (M) - Ward No.18
249599,Saharsa,59381,27,Saharsa (M) - Ward No.27
290059,Sursand,1306793,19,Sursand(NP)-Ward No.19
249659,Arrah,1298020,42,Arrah (M Corp.) - Ward No.42
249567,Dhaka,1307125,25,Dhaka (NP) - Ward No.25
277128,Mehsi,1299123,2,Mehshi (NP) - Ward No.2
249638,Barahiya,3693,17,Barahiya (NP) - Ward No.17
249562,Bagaha,1299027,24,Bagaha (M) - Ward No.24
249587,Araria,35780,4,Araria (M) - Ward No.4
249600,Darbhanga,1737,46,Darbhanga (M Corp.) - Ward No.46
249656,Barh,59590,7,Barh (M) - Ward No.7
249688,Jhajha,37284,9,Jhajha (NP) - Ward No.9
249679,Tekari,36830,3,Tikari (NP) - Ward No.3
249603,Muzaffarpur,59395,13,Muzaffarpur (M Corp.) - Ward No.13
249595,Katihar,1299447,39,Katihar (M Corp.) - Ward No.39
249563,Chanpatia,35554,7,Chanpatia (NP) - Ward No.7
249680,Gaya,59959,12,Gaya (M Corp.) - Ward No.12
249634,Munger,1299240,45,Munger (M Corp.) - Ward No.45
265437,Parsa Bazar,1298923,16,Parsa (NP) - Ward No.16
249564,Bettiah,35559,4,Bettiah (M) - Ward No.4
249642,Biharsharif,59534,21,Bihar (M) - Ward No.21
249662,Jagdishpur,36650,6,Jagdishpur (NP) - Ward No.6
249603,Muzaffarpur,70733,36,Muzaffarpur (M Corp.) - Ward No.36
276646,Nasriganj,1298406,4,Nasariganj (NP) - Ward No.04
265438,Ekma Bazar,1298360,2,Ekma Bazar (NP) - Ward No.02
249596,Manihari,35885,1,Manihari (NP) - Ward No.1
249612,Chapra,36072,25,Chapra (M Corp.) - Ward No.25
249661,Behea,59632,3,Behea (NP) - Ward No.3
249669,Nokha,36710,11,Nokha (NP) - Ward No.11
249589,Bahadurganj,1299524,12,Bahadurganj (NP) - Ward No.12
249668,Bikramganj,1298700,6,Bikramganj (M) - Ward No.6
249639,Lakhisarai,36329,11,Lakhisarai (M) - Ward No.11
249561,Narkatiaganj,1299043,12,Narkatiaganj (NP) - Ward No.12
249598,Murliganj,35916,4,Murliganj (NP) - Ward No.4
249612,Chapra,1298888,39,Chapra (M Corp.) - Ward No.39
277127,Pakri Dayal,1298137,1,Pakridayal (NP) - Ward No.1
277132,Simari Bakhtiyarpur,1299495,10,Simri Bakhtiyarpur (NP) - Ward No.10
249656,Barh,59588,5,Barh (M) - Ward No.5
249688,Jhajha,1299313,10,Jhajha (NP) - Ward No.10
249617,Hajipur,1299158,30,Hajipur (M) - Ward No.30
249592,Purnea,1299411,38,Purnia (M Corp.) - Ward No.38
249659,Arrah,59618,21,Arrah (M Corp.) - Ward No.21
249563,Chanpatia,1299058,10,Chanpatia (NP) - Ward No.10
249674,Daudnagar,59663,10,Daudnagar (M) - Ward No.10
249575,Sitamarhi,35659,4,Sitamarhi (M) - Ward No.4
249685,Warisaliganj,36877,2,Warisaliganj (NP) - Ward No.2
249662,Jagdishpur,36656,12,Jagdishpur (NP)- Ward No.12
276646,Nasriganj,1298404,2,Nasariganj (NP) - Ward No.02
253281,ARWAL,1298851,18,Arwal (M) - Ward No.18
249666,Bhabua,59642,5,Bhabua (M) - Ward No.5
277136,Balia,1298353,24,Balia (NP) - Ward No.24
249635,Jamalpur,59511,23,Jamalpur (M) - Ward No.23
277133,Banmankhi,1298040,17,Banmankhi (NP) - Ward No. 17
249680,Gaya,59960,13,Gaya (M Corp.) - Ward No.13
249687,Jamui,59986,1,Jamui (M) - Ward No.1
249659,Arrah,59609,12,Arrah (M Corp.) - Ward No.12
249565,Raxaul,35594,14,Raxaul Bazar (M) - Ward No.14
249621,Dalsinghsarai,1298075,11,Dalsinghsarai (NP) - Ward No.11
249584,Supaul,1298295,14,Supaul (M) - Ward No.14
249649,Khagaul,36397,2,Khagaul (M) - Ward No.2
277133,Banmankhi,1298024,1,Banmankhi (NP) - Ward No. 01
249576,Dumra,35692,3,Dumra (NP) - Ward No.3
249657,Mokama,1298589,22,Mokameh (M) - Ward No.22
249627,Naugachhia,71816,13,Naugachhia (NP) - Ward No.13
249668,Bikramganj,59651,3,Bikramganj (M) - Ward No.3
249653,Fatuha,1298609,19,Fatwah (M) - Ward No.19
249587,Araria,35789,13,Araria (M) - Ward No.13
249639,Lakhisarai,36330,12,Lakhisarai (M) - Ward No.12
249659,Arrah,1298021,43,Arrah (M Corp.) - Ward No.43
249654,Khusrupur,36601,5,Khusrupur (NP) - Ward No.5
249688,Jhajha,1299320,17,Jhajha (NP) - Ward No.17
249622,Rosera,36178,6,Rosera (NP) - Ward No.6
249629,Sultanganj,5944,11,Sultanganj (NP) - Ward No.11
249578,Jainagar,35696,1,Jainagar (NP) - Ward No.1
249664,Dumraon,36668,3,Dumraon (M) - Ward No.3
249682,Sherghati,3632,9,Sherghati (NP) - Ward No.9
249650,Patna,36449,39,Digha-Mainpura (OG) - Ward No.39
277136,Balia,1298342,13,Balia (NP) - Ward No.13
249617,Hajipur,1299160,32,Hajipur (M) - Ward No.32
249561,Narkatiaganj,1299053,22,Narkatiaganj (NP) - Ward No.22
249669,Nokha,36712,13,Nokha (NP) - Ward No.13
249682,Sherghati,3637,14,Sherghati (NP) - Ward No.14
265438,Ekma Bazar,1298368,10,Ekma Bazar (NP) - Ward No.10
249609,Maharajganj,1298954,12,Maharajganj (NP) - Ward No.12
249584,Supaul,35753,9,Supaul (M) - Ward No.9
249585,Jogabani,1298106,18,Jogabani (NP) - Ward No.18
249593,Kasba,1299420,7,Kasba (NP) - Ward No.7
277131,Barauli,1298967,2,Barauli (NP) - Ward No.2
277129,Bakhri,1298318,9,Bakhri (NP) - Ward No.09
249660,Koilwar,36636,4,Koilwar (NP) - Ward No.4
249586,Forbesganj,35775,15,Forbesganj (M) - Ward No.15
249590,Kishanganj,35825,18,Kishanganj (M) - Ward No.18
249680,Gaya,59978,31,Gaya (M Corp.) - Ward No.31
249688,Jhajha,1299318,15,Jhajha (NP) - Ward No.15
249651,Phulwari Sharif,36455,3,Phulwari Sharif (M) - Ward No.3
249589,Bahadurganj,1299526,14,Bahadurganj (NP) - Ward No.14
249659,Arrah,59604,7,Arrah (M Corp.) - Ward No.7
249674,Daudnagar,59655,2,Daudnagar (M) - Ward No.2
249648,Danapur,59575,8,Danapur Nizamat (M) - Ward No.8
249605,Mirganj,35976,6,Mirganj (NP) - Ward No.6
249650,Patna,36451,41,Sabazpura (OG) - Ward No.41
249653,Fatuha,36492,11,Fatwah (M) - Ward No.11
277131,Barauli,1298983,18,Barauli (NP) - Ward No.18
249636,Haveli Kharagpur,36294,5,Kharagpur (NP) - Ward No.5
249602,Kanti,35966,5,Kanti (NP) - Ward No.5
249656,Barh,1298216,27,Barh (M) - Ward No.27
249600,Darbhanga,1736,45,Darbhanga (M Corp.) - Ward No.45
249598,Murliganj,1298134,13,Murliganj (NP) - Ward No.13
249650,Patna,36411,1,Patna (M Corp.) - Ward No.1
249614,Dighwara,36095,6,Dighwara (NP) - Ward No.6
277129,Bakhri,1298314,5,Bakhri (NP) - Ward No.05
249648,Danapur,59572,5,Danapur Nizamat (M) - Ward No.5
249609,Maharajganj,59430,6,Maharajganj (NP) - Ward No.6
249644,Islampur,59556,11,Islampur (NP) - Ward No.11
249618,Mahnar,36139,2,Mahnar Bazar (M) - Ward No.2
249680,Gaya,59984,37,Gaya (M Corp.) - Ward No.37
249590,Kishanganj,35812,5,Kishanganj (M) - Ward No.5
249629,Sultanganj,5957,24,Sultanganj (NP) - Ward No.24
249568,Motihari,1299066,23,Motihari (M) - Ward No.23
249680,Gaya,59974,27,Gaya (M Corp.) - Ward No.27
249659,Arrah,59602,5,Arrah (M Corp.) - Ward No.5
249630,Bhagalpur,71488,42,Bhagalpur (M Corp.) - Ward No.42
249585,Jogabani,1298101,13,Jogabani (NP) - Ward No.13
277134,Kahalgaon,1299390,6,Kahalgaon (NP) - Ward No.6
253219,sahebganj,71834,2,Sahebganj (NP) - Ward No.2
249682,Sherghati,3631,8,Sherghati (NP) - Ward No.8
249598,Murliganj,35915,3,Murliganj (NP) - Ward No.3
249684,Nawada,2799,33,Nawada (M) - Ward No.33
249661,Behea,1298762,9,Behea (NP) - Ward No.9
249590,Kishanganj,35828,21,Kishanganj (M) - Ward No.21
249659,Arrah,1298016,38,Arrah (M Corp.) - Ward No.38
276429,Harnaut,1298686,6,Harnaut (NP) - Ward No.6
249659,Arrah,59612,15,Arrah (M Corp.) - Ward No.15
249567,Dhaka,1299110,20,Dhaka (NP) - Ward No.20
249667,Koath,1298723,12,Koath (NP) - Ward No.12
249568,Motihari,1299078,35,Motihari (M) - Ward No.35
290025,Aurangabad,1306681,8,Ward No.8
249595,Katihar,62561,10,Katihar (M Corp.) - Ward No.10
249592,Purnea,35868,18,Purnia (M Corp.) - Ward No.18
249670,Sasaram,1298175,39,Sasaram (M) - Ward No.39
249600,Darbhanga,35940,23,Darbhanga (M Corp.) - Ward No.23
276642,Benipur,1298057,17,Benipur (M) - Ward No. 17
249601,Motipur,3074,9,Motipur (NP) - Ward No.9
277103,Barbigha,1299275,5,Barbigha (M) - Ward No.5
249647,Maner,36374,1,Maner (NP) - Ward No.1
249603,Muzaffarpur,59384,2,Muzaffarpur (M Corp.) - Ward No.2
249679,Tekari,36834,7,Tikari (NP) - Ward No.7
249578,Jainagar,1299196,11,Jainagar (NP) - Ward No.11
249647,Maner,36387,14,Maner (NP) - Ward No.14
249612,Chapra,36067,20,Chapra (M Corp.) - Ward No.20
249565,Raxaul,35581,1,Raxaul Bazar (M) - Ward No.1
249560,Ramnagar,1298427,18,Ramnagar (NP) - Ward No.18
249605,Mirganj,35973,3,Mirganj (NP) - Ward No.3
249613,Marhaura,36082,3,Marhaura (NP) - Ward No.3
290025,Aurangabad,1306703,30,Ward No.30
249563,Chanpatia,35555,8,Chanpatia (NP) - Ward No.8
276643,Bihat,1298227,11,Bihat (M) - Ward No.11
249666,Bhabua,59638,1,Bhabua (M) - Ward No.1
249664,Dumraon,1298248,13,Dumraon (M) - Ward No.13
249617,Hajipur,36129,10,Hajipur (M) - Ward No.10
249560,Ramnagar,1298422,13,Ramnagar (NP) - Ward No.13
276643,Bihat,1298230,14,Bihat (M) - Ward No.14
249576,Dumra,1298355,8,Dumra (NP) - Ward No.8
249649,Khagaul,1298117,25,Khagaul (M) - Ward No.25
249644,Islampur,59553,8,Islampur (NP) - Ward No.8
249629,Sultanganj,36245,3,Sultanganj (NP) - Ward No.3
249635,Jamalpur,1299244,29,Jamalpur (M) - Ward No.29
276644,Bikarm,1298660,1,Bikram (M) - Ward No.1
290059,Sursand,1306778,4,Sursand(NP)-Ward No.4
249619,Samastipur,36156,4,Samastipur (M) - Ward No.4
249651,Phulwari Sharif,1298570,14,Phulwari Sharif (M) - Ward No.14
249566,Sugauli,1299145,19,Sugauli (NP) - Ward No.19
276648,Mohaniya,1298389,3,Mohaniya (NP) - Ward No.03
249659,Arrah,59620,23,Arrah (M Corp.) - Ward No.23
249630,Bhagalpur,59444,5,Bhagalpur (M Corp.) - Ward No.5
249616,Lalganj,36112,5,Lalganj (NP) - Ward No.5
277130,Teghara,1299367,8,Bakhri (NP) - Ward No.08
277098,Bakhtiyarpur,1298630,13,Bakhtiyarpur (M) - Ward No.13
249633,Banka,71203,21,Banka(M) - Ward No.21
249577,Janakpur Road,62527,4,Janakpur Road (NP) - Ward No.4
249634,Munger,1299230,35,Munger (M Corp.) - Ward No.35
290025,Aurangabad,1306700,27,Ward No.27
277134,Kahalgaon,1299401,17,Kahalgaon (NP) - Ward No.17
249668,Bikramganj,1298701,7,Bikramganj (M) - Ward No.7
249598,Murliganj,1298132,11,Murliganj (NP) - Ward No.11
249642,Biharsharif,59514,1,Bihar (M) - Ward No.1
249603,Muzaffarpur,59390,8,Muzaffarpur (M Corp.) - Ward No.8
277103,Barbigha,1299286,16,Barbigha (M) - Ward No.16
249581,Ghoghardiha,35731,4,Ghoghardiha (NP) - Ward No.4
249648,Danapur,1298556,28,Danapur Nizamat (M) - Ward No.28
249653,Fatuha,1298611,21,Fatwah (M) - Ward No.21
249579,Madhubani,35720,22,Madhubani (M) - Ward No.22
249600,Darbhanga,35931,14,Darbhanga (M Corp.) - Ward No.14
249662,Jagdishpur,36647,3,Jagdishpur (NP) - Ward No.3
249649,Khagaul,36405,10,Khagaul (M) - Ward No.10
276646,Nasriganj,1298412,10,Nasariganj (NP) - Ward No.10
249650,Patna,36431,21,Patna (M Corp.) - Ward No.21
276405,KOCHAS,1298726,3,Kochas (NP) - Ward No.3
249605,Mirganj,1298381,11,Mirganj (NP) - Ward No.11
249597,Madhepura,35898,2,Madhepura (M) - Ward No.2
249638,Barahiya,36311,7,Barahiya (NP) - Ward No.7
249659,Arrah,1298011,33,Arrah (M Corp.) - Ward No.33
249600,Darbhanga,35944,27,Darbhanga (M Corp.) - Ward No.27
249596,Manihari,1299471,13,Manihari (NP) - Ward No.13
249568,Motihari,1299071,28,Motihari (M) - Ward No.28
249603,Muzaffarpur,59401,19,Muzaffarpur (M Corp.) - Ward No.19
249659,Arrah,59605,8,Arrah (M Corp.) - Ward No.8
249562,Bagaha,35546,18,Bagaha (M) - Ward No.18
277130,Teghara,1299372,13,Bakhri (NP) - Ward No.13
249614,Dighwara,1298896,13,Dighwara (NP) - Ward No.13
249614,Dighwara,36097,8,Dighwara (NP) - Ward No.8
249609,Maharajganj,1298953,11,Maharajganj (NP) - Ward No.11
249561,Narkatiaganj,35522,1,Narkatiaganj (NP) - Ward No.1
249682,Sherghati,3635,12,Sherghati (NP) - Ward No.12
249587,Araria,1298191,17,Araria (M) - Ward No.17
249642,Biharsharif,59538,25,Bihar (M) - Ward No.25
249666,Bhabua,59644,7,Bhabua (M) - Ward No.7
249679,Tekari,3644,13,Tikari (NP) - Ward No.13
249617,Hajipur,36136,17,Hajipur (M) - Ward No.17
276642,Benipur,1298052,12,Benipur (M) - Ward No. 12
249587,Araria,35779,3,Araria (M) - Ward No.3
249589,Bahadurganj,1299529,17,Bahadurganj (NP) - Ward No.17
249653,Fatuha,1298616,26,Fatwah (M) - Ward No.26
249663,Piro,36660,4,Piro (NP) - Ward No.4
249599,Saharsa,59372,18,Saharsa (M) - Ward No.18
249606,Gopalganj,35987,8,Gopalganj (M) - Ward No.8
249684,Nawada,949,17,Nawada (M) - Ward No.17
277129,Bakhri,1298317,8,Bakhri (NP) - Ward No.08
249566,Sugauli,62515,6,Sugauli (NP) - Ward No.6
249592,Purnea,1299413,40,Purnia (M Corp.) - Ward No.40
290059,Sursand,1306790,16,Sursand(NP)-Ward No.16
249659,Arrah,59616,19,Arrah (M Corp.) - Ward No.19
249638,Barahiya,36305,1,Barahiya (NP) - Ward No.1
249626,Gogri Jamalpur,36226,1,Gogri Jamalpur (NP) - Ward No.1
249562,Bagaha,35541,13,Bagaha (M) - Ward No.13
249613,Marhaura,36089,10,Marhaura (NP) - Ward No.10
249614,Dighwara,1298901,18,Dighwara (NP) - Ward No.18
249680,Gaya,59669,3,Gaya (M Corp.) - Ward No.3
249568,Motihari,35611,11,Motihari (M) - Ward No.11
249609,Maharajganj,1298955,13,Maharajganj (NP) - Ward No.13
249680,Gaya,1298799,41,Gaya (M Corp.) - Ward No.41
249578,Jainagar,1299197,12,Jainagar (NP) - Ward No.12
249595,Katihar,62558,7,Katihar (M Corp.) - Ward No.7
276405,KOCHAS,1298731,8,Kochas (NP) - Ward No.8
249575,Sitamarhi,35679,24,Sitamarhi (M) - Ward No.24
