Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name
249630,Bhagalpur,59456,17,Bhagalpur (M Corp.) - Ward No.17
249577,Janakpur Road,1298378,10,Janakpur Road (NP) - Ward No.10
249685,Warisaliganj,36883,8,Warisaliganj (NP) - Ward No.8
249643,Hilsa,6349,17,Hilsa (NP) - Ward No.17
249629,Sultanganj,5942,9,Sultanganj (NP) - Ward No.9
249617,Hajipur,1299149,21,Hajipur (M) - Ward No.21
249585,Jogabani,1298100,12,Jogabani (NP) - Ward No.12
249646,Silao,71561,11,Silao (NP) - Ward No.11
249683,Bodh Gaya,36846,6,Bodh Gaya (NP) - Ward No.6
249649,Khagaul,1298116,24,Khagaul (M) - Ward No.24
249575,Sitamarhi,35678,23,Sitamarhi (M) - Ward No.23
249669,Nokha,36714,15,Nokha (NP) - Ward No.15
249673,Makhdumpur,36783,6,Makhdumpur (NP) - Ward No.6
265437,Parsa Bazar,1298913,6,Parsa (NP) - Ward No.6
277128,Mehsi,1299127,6,Mehshi (NP) - Ward No.6
249680,Gaya,59964,17,Gaya (M Corp.) - Ward No.17
249590,Kishanganj,35839,32,Kishanganj (M) - Ward No.32
290059,Sursand,1306782,8,Sursand(NP)-Ward No.8
249630,Bhagalpur,59460,21,Bhagalpur (M Corp.) - Ward No.21
277103,Barbigha,1299288,18,Barbigha (M) - Ward No.18
249642,Biharsharif,59529,16,Bihar (M) - Ward No.16
249653,Fatuha,1298614,24,Fatwah (M) - Ward No.24
249641,Sheikhpura,36349,5,Sheikhpura (M) - Ward No.5
249666,Bhabua,1298742,14,Bhabua (M) - Ward No.14
249684,Nawada,2610,18,Nawada (M) - Ward No.18
249568,Motihari,35613,13,Motihari (M) - Ward No.13
249619,Samastipur,36166,14,Samastipur (M) - Ward No.14
277130,Teghara,1299361,2,Bakhri (NP) - Ward No.02
249571,Chakia,35632,2,Chakia (NP) - Ward No.2
249567,Dhaka,1299101,11,Dhaka (NP) - Ward No.11
249648,Danapur,1298567,39,Danapur Nizamat (M) - Ward No.39
249625,Khagaria,36216,4,Khagaria (M) - Ward No.4
249680,Gaya,59975,28,Gaya (M Corp.) - Ward No.28
249639,Lakhisarai,36319,1,Lakhisarai (M) - Ward No.1
249572,Sheohar,71085,12,Sheohar (NP) - Ward No.12
276406,BARSOI,1299459,6,Barsoi (NP) - Ward No.6
249599,Saharsa,59361,7,Saharsa (M) - Ward No.7
249566,Sugauli,1299142,16,Sugauli (NP) - Ward No.16
249630,Bhagalpur,59442,3,Bhagalpur (M Corp.) - Ward No.3
249665,Buxar,1298776,14,Buxar (M) - Ward No.14
249595,Katihar,62557,6,Katihar (M Corp.) - Ward No.6
249660,Koilwar,36633,1,Koilwar (NP) - Ward No.1
249589,Bahadurganj,62550,9,Bahadurganj (NP) - Ward No.9
276645,Naubatpur,1298659,15,Naubatpur (M) - Ward No.15
249608,Siwan,36009,11,Siwan (M) - Ward No.11
276648,Mohaniya,1298388,2,Mohaniya (NP) - Ward No.02
290025,Aurangabad,1306697,24,Ward No.24
249566,Sugauli,62519,10,Sugauli (NP) - Ward No.10
249589,Bahadurganj,62545,4,Bahadurganj (NP) - Ward No.4
249606,Gopalganj,35982,3,Gopalganj (M) - Ward No.3
249621,Dalsinghsarai,1298076,12,Dalsinghsarai (NP) - Ward No.12
249651,Phulwari Sharif,36457,5,Phulwari Sharif (M) - Ward No.5
249605,Mirganj,35977,7,Mirganj (NP) - Ward No.7
249612,Chapra,1298884,35,Chapra (M Corp.) - Ward No.35
249657,Mokama,1298592,25,Mokameh (M) - Ward No.25
249608,Siwan,36024,26,Siwan (M) - Ward No.26
249635,Jamalpur,1299247,32,Jamalpur (M) - Ward No.32
249618,Mahnar,36140,3,Mahnar Bazar (M) - Ward No.3
249675,Rafiganj,36799,6,Rafiganj (NP) - Ward No.6
249608,Siwan,36014,16,Siwan (M) - Ward No.16
249641,Sheikhpura,1299269,26,Sheikhpura (M) - Ward No.26
249636,Haveli Kharagpur,36298,9,Kharagpur (NP) - Ward No.9
249616,Lalganj,36111,4,Lalganj (NP) - Ward No.4
249582,Nirmali,1299512,12,Nirmali (NP) - Ward No.12
253219,sahebganj,71902,7,Sahebganj (NP) - Ward No.7
277130,Teghara,1299376,17,Bakhri (NP) - Ward No.17
249660,Koilwar,1298768,13,Koilwar (NP) - Ward No.13
249612,Chapra,36061,14,Chapra (M Corp.) - Ward No.14
265437,Parsa Bazar,1298916,9,Parsa (NP) - Ward No.9
249683,Bodh Gaya,3627,4,Bodh Gaya (NP) - Ward No.4
290025,Aurangabad,1306693,20,Ward No.20
249598,Murliganj,1298136,15,Murliganj (NP) - Ward No.15
249581,Ghoghardiha,35736,9,Ghoghardiha (NP) - Ward No.9
249663,Piro,36659,3,Piro (NP) - Ward No.3
249582,Nirmali,62538,6,Nirmali (NP) - Ward No.6
249664,Dumraon,1298254,19,Dumraon (M) - Ward No.19
249650,Patna,1298540,71,Patna (M Corp.) - Ward No.71
249574,Belsand,35651,6,Belsand (NP) - Ward No.6
249687,Jamui,1299303,21,Jamui (M) - Ward No.21
249650,Patna,1298535,66,Patna (M Corp.) - Ward No.66
249643,Hilsa,1298680,26,Hilsa (NP) - Ward No.26
249634,Munger,1299232,37,Munger (M Corp.) - Ward No.37
249602,Kanti,3072,14,Kanti (NP) - Ward No.14
249664,Dumraon,36671,6,Dumraon (M) - Ward No.6
276429,Harnaut,1298693,13,Harnaut (NP) - Ward No.13
249651,Phulwari Sharif,36464,12,Phulwari Sharif (M) - Ward No.12
249600,Darbhanga,1724,42,Darbhanga (M Corp.) - Ward No.42
249652,Masaurhi,36474,10,Masaurhi (M) - Ward No.10
249683,Bodh Gaya,36857,17,Bodh Gaya (NP) - Ward No.17
249687,Jamui,59988,3,Jamui (M) - Ward No.3
249688,Jhajha,37283,8,Jhajha (NP) - Ward No.8
249562,Bagaha,1299037,34,Bagaha (M) - Ward No.34
249612,Chapra,36079,32,Chapra (M Corp.) - Ward No.32
249678,Nabinagar,36824,6,Nabinagar (NP) - Ward No.6
249606,Gopalganj,35986,7,Gopalganj (M) - Ward No.7
277098,Bakhtiyarpur,1298640,23,Bakhtiyarpur (M) - Ward No.23
249617,Hajipur,1299150,22,Hajipur (M) - Ward No.22
249687,Jamui,1299310,28,Jamui (M) - Ward No.28
249627,Naugachhia,71815,12,Naugachhia (NP) - Ward No.12
249580,Jhanjharpur,1299207,12,Jhanjharpur (NP) - Ward No.12
276406,BARSOI,1299468,15,Barsoi (NP) - Ward No.15
276648,Mohaniya,1298390,4,Mohaniya (NP) - Ward No.04
249603,Muzaffarpur,59387,5,Muzaffarpur (M Corp.) - Ward No.5
249564,Bettiah,1299020,37,Bettiah (M) - Ward No.37
249653,Fatuha,1298613,23,Fatwah (M) - Ward No.23
249636,Haveli Kharagpur,36300,11,Kharagpur (NP) - Ward No.11
249599,Saharsa,1299477,32,Saharsa (M) - Ward No.32
249668,Bikramganj,1298719,25,Bikramganj (M) - Ward No.25
277134,Kahalgaon,1299391,7,Kahalgaon (NP) - Ward No.7
249595,Katihar,1299444,36,Katihar (M Corp.) - Ward No.36
249670,Sasaram,1298165,29,Sasaram (M) - Ward No.29
277126,Kesaria,1299117,7,Kesaaria (NP) - Ward No.7
249663,Piro,1298756,12,Piro (NP) - Ward No.12
249651,Phulwari Sharif,36456,4,Phulwari Sharif (M) - Ward No.4
249685,Warisaliganj,2809,15,Warisaliganj (NP) - Ward No.15
249612,Chapra,36053,6,Chapra (M Corp.) - Ward No.6
249587,Araria,35791,15,Araria (M) - Ward No.15
249630,Bhagalpur,71495,49,Bhagalpur (M Corp.) - Ward No.49
249672,Jehanabad,36767,4,Jehanabad (M) - Ward No.4
249584,Supaul,1298301,20,Supaul (M) - Ward No.20
249638,Barahiya,3700,24,Barahiya (NP) - Ward No.24
249663,Piro,1298759,15,Piro (NP) - Ward No.15
249567,Dhaka,1299100,10,Dhaka (NP) - Ward No.10
249666,Bhabua,1298744,16,Bhabua (M) - Ward No.16
249645,Rajgir,4907,15,Rajgir (NP) - Ward No.15
249589,Bahadurganj,1299525,13,Bahadurganj (NP) - Ward No.13
249635,Jamalpur,59494,6,Jamalpur (M) - Ward No.6
249561,Narkatiaganj,1299048,17,Narkatiaganj (NP) - Ward No.17
249564,Bettiah,35579,24,Bettiah (M) - Ward No.24
249683,Bodh Gaya,36859,19,Bodh Gaya (NP) - Ward No.19
249605,Mirganj,35974,4,Mirganj (NP) - Ward No.4
249606,Gopalganj,1298269,27,Gopalganj (M) - Ward No.28
249688,Jhajha,1299323,20,Jhajha (NP) - Ward No.20
249652,Masaurhi,1298597,19,Masaurhi (M) - Ward No.19
277098,Bakhtiyarpur,1298644,27,Bakhtiyarpur (M) - Ward No.27
249575,Sitamarhi,35677,22,Sitamarhi (M) - Ward No.22
249617,Hajipur,1299165,37,Hajipur (M) - Ward No.37
249645,Rajgir,36373,8,Rajgir (NP) - Ward No.8
249633,Banka,71204,22,Banka(M) - Ward No.22
249638,Barahiya,3698,22,Barahiya (NP) - Ward No.22
249654,Khusrupur,36599,3,Khusrupur (NP) - Ward No.3
249632,Amarpur,4428,9,Amarpur (NP) - Ward No.9
249625,Khagaria,1299326,14,Khagaria (M) - Ward No.14
249592,Purnea,35856,6,Purnia (M Corp.) - Ward No.6
249588,Thakurganj,35799,7,Thakurganj (NP) - Ward No.7
249665,Buxar,36683,7,Buxar (M) - Ward No.7
249587,Araria,1298197,23,Araria (M) - Ward No.23
277098,Bakhtiyarpur,1298631,14,Bakhtiyarpur (M) - Ward No.14
249571,Chakia,1299090,6,Chakia (NP) - Ward No.6
249639,Lakhisarai,36327,9,Lakhisarai (M) - Ward No.9
276643,Bihat,1298232,16,Bihat (M) - Ward No.16
249608,Siwan,1298948,37,Siwan (M) - Ward No.37
249622,Rosera,1299228,18,Rosera (NP) - Ward No.18
249667,Koath,36692,3,Koath (NP) - Ward No.3
249585,Jogabani,1298102,14,Jogabani (NP) - Ward No.14
249633,Banka,59477,1,Banka (M) - Ward No.1
249584,Supaul,35749,5,Supaul (M) - Ward No.5
249657,Mokama,36622,12,Mokameh (M) - Ward No.12
249612,Chapra,36074,27,Chapra (M Corp.) - Ward No.27
249678,Nabinagar,36825,7,Nabinagar (NP) - Ward No.7
249612,Chapra,36069,22,Chapra (M Corp.) - Ward No.22
253281,ARWAL,1298849,16,Arwal (M) - Ward No.16
249630,Bhagalpur,59468,29,Bhagalpur (M Corp.) - Ward No.29
249567,Dhaka,35598,4,Dhaka (NP) - Ward No.4
249603,Muzaffarpur,59414,32,Muzaffarpur (M Corp.) - Ward No.32
249642,Biharsharif,59535,22,Bihar (M) - Ward No.22
249649,Khagaul,36409,14,Khagaul (M) - Ward No.14
249686,Hisua,37273,8,Hisua (NP) - Ward No.8
249579,Madhubani,35708,10,Madhubani (M) - Ward No.10
249688,Jhajha,1299321,18,Jhajha (NP) - Ward No.18
249560,Ramnagar,1298428,19,Ramnagar (NP) - Ward No.19
249564,Bettiah,1299015,32,Bettiah (M) - Ward No.32
249657,Mokama,36612,2,Mokameh (M) - Ward No.2
249667,Koath,36697,8,Koath (NP) - Ward No.8
249617,Hajipur,36124,5,Hajipur (M) - Ward No.5
277132,Simari Bakhtiyarpur,1299499,14,Simri Bakhtiyarpur (NP) - Ward No.14
249659,Arrah,59614,17,Arrah (M Corp.) - Ward No.17
249642,Biharsharif,59537,24,Bihar (M) - Ward No.24
249568,Motihari,1299067,24,Motihari (M) - Ward No.24
249562,Bagaha,35531,3,Bagaha (M) - Ward No.3
249667,Koath,36693,4,Koath (NP) - Ward No.4
249603,Muzaffarpur,71020,43,Muzaffarpur (M Corp.) - Ward No.43
249650,Patna,1298529,60,Patna (M Corp.) - Ward No.60
249590,Kishanganj,35829,22,Kishanganj (M) - Ward No.22
249590,Kishanganj,35808,1,Kishanganj (M) - Ward No.1
249622,Rosera,36184,12,Rosera (NP) - Ward No.12
249630,Bhagalpur,71492,46,Bhagalpur (M Corp.) - Ward No.46
249617,Hajipur,1299159,31,Hajipur (M) - Ward No.31
249643,Hilsa,36364,8,Hilsa (NP) - Ward No.8
249580,Jhanjharpur,1299209,14,Jhanjharpur (NP) - Ward No.14
249663,Piro,36663,7,Piro (NP) - Ward No.7
249682,Sherghati,3636,13,Sherghati (NP) - Ward No.13
249606,Gopalganj,35998,19,Gopalganj (M) - Ward No.19
249678,Nabinagar,36827,9,Nabinagar (NP) - Ward No.9
249663,Piro,1298758,14,Piro (NP) - Ward No.14
277134,Kahalgaon,1299394,10,Kahalgaon (NP) - Ward No.10
249642,Biharsharif,71877,42,Bihar (M) - Ward No.42
276643,Bihat,1298228,12,Bihat (M) - Ward No.12
277131,Barauli,1298966,1,Barauli (NP) - Ward No.1
249630,Bhagalpur,59474,35,Bhagalpur (M Corp.) - Ward No.35
249600,Darbhanga,35929,12,Darbhanga (M Corp.) - Ward No.12
249673,Makhdumpur,1298832,18,Makhdumpur (NP) - Ward No.18
249587,Araria,1298203,29,Araria (M) - Ward No.29
249562,Bagaha,35534,6,Bagaha (M) - Ward No.6
249684,Nawada,36871,12,Nawada (M) - Ward No.12
249619,Samastipur,1299219,24,Samastipur (M) - Ward No.24
253281,ARWAL,1298852,19,Arwal (M) - Ward No.19
249633,Banka,59479,3,Banka (M) - Ward No.3
249643,Hilsa,1298679,25,Hilsa (NP) - Ward No.25
249578,Jainagar,1299191,6,Jainagar (NP) - Ward No.6
249672,Jehanabad,36774,11,Jehanabad (M) - Ward No.11
249668,Bikramganj,1298705,11,Bikramganj (M) - Ward No.11
249608,Siwan,36029,31,Siwan (M) - Ward No.31
249587,Araria,1298192,18,Araria (M) - Ward No.18
249644,Islampur,59557,12,Islampur (NP) - Ward No.12
276642,Benipur,1298044,4,Benipur (M) - Ward No. 04
253219,sahebganj,71906,11,Sahebganj (NP) - Ward No.11
277130,Teghara,1299379,20,Bakhri (NP) - Ward No.20
249636,Haveli Kharagpur,36302,13,Kharagpur (NP) - Ward No.13
249565,Raxaul,1298292,24,Raxaul Bazar (M) - Ward No.24
249579,Madhubani,35718,20,Madhubani (M) - Ward No.20
249608,Siwan,36011,13,Siwan (M) - Ward No.13
249665,Buxar,1298786,24,Buxar (M) - Ward No.24
249647,Maner,36381,8,Maner (NP) - Ward No.8
249592,Purnea,35870,20,Purnia (M Corp.) - Ward No.20
249625,Khagaria,1299327,15,Khagaria (M) - Ward No.15
249573,Bairgania,35636,2,Bairgania (NP) - Ward No.2
249650,Patna,36440,30,Patna (M Corp.) - Ward No.30
249592,Purnea,35862,12,Purnia (M Corp.) - Ward No.12
249653,Fatuha,36489,8,Fatwah (M) - Ward No.8
249652,Masaurhi,36472,8,Masaurhi (M) - Ward No.8
249670,Sasaram,1298162,26,Sasaram (M) - Ward No.26
253281,ARWAL,1298858,25,Arwal (M) - Ward No.25
277130,Teghara,1299371,12,Bakhri (NP) - Ward No.12
277130,Teghara,1299380,21,Bakhri (NP) - Ward No.21
249642,Biharsharif,59519,6,Bihar (M) - Ward No.6
249568,Motihari,1299075,32,Motihari (M) - Ward No.32
249666,Bhabua,1298745,17,Bhabua (M) - Ward No.17
249674,Daudnagar,59657,4,Daudnagar (M) - Ward No.4
249595,Katihar,62562,11,Katihar (M Corp.) - Ward No.11
249674,Daudnagar,1298081,16,Daudnagar (M) - Ward No.16
249635,Jamalpur,59490,2,Jamalpur (M) - Ward No.2
249603,Muzaffarpur,59391,9,Muzaffarpur (M Corp.) - Ward No.9
249642,Biharsharif,71879,44,Bihar (M) - Ward No.44
249615,Sonepur,36102,2,Sonepur (NP) - Ward No.2
249617,Hajipur,36120,1,Hajipur (M) - Ward No.1
249629,Sultanganj,36250,8,Sultanganj (NP) - Ward No.8
249597,Madhepura,1299513,17,Madhepura (M) - Ward No.17
249642,Biharsharif,59544,31,Bihar (M) - Ward No.31
249654,Khusrupur,1298676,9,Khusrupur (NP) - Ward No.9
249572,Sheohar,71084,11,Sheohar (NP) - Ward No.11
276429,Harnaut,1298687,7,Harnaut (NP) - Ward No.7
277098,Bakhtiyarpur,1298620,3,Bakhtiyarpur (M) - Ward No.3
249629,Sultanganj,5955,22,Sultanganj (NP) - Ward No.22
249592,Purnea,35864,14,Purnia (M Corp.) - Ward No.14
249680,Gaya,1298800,42,Gaya (M Corp.) - Ward No.42
249662,Jagdishpur,36645,1,Jagdishpur (NP) - Ward No.1
249568,Motihari,35617,17,Motihari (M) - Ward No.17
249650,Patna,36430,20,Patna (M Corp.) - Ward No.20
249595,Katihar,1299453,45,Katihar (M Corp.) - Ward No.45
249670,Sasaram,1298169,33,Sasaram (M) - Ward No.33
249564,Bettiah,35573,18,Bettiah (M) - Ward No.18
249576,Dumra,1298357,10,Dumra (NP) - Ward No.10
249580,Jhanjharpur,1299205,10,Jhanjharpur (NP) - Ward No.10
249572,Sheohar,71080,7,Sheohar (NP) - Ward No.7
290025,Aurangabad,1306696,23,Ward No.23
249564,Bettiah,1299016,33,Bettiah (M) - Ward No.33
249633,Banka,71197,15,Banka(M) - Ward No.15
249627,Naugachhia,59439,3,Naugachhia (NP) - Ward No.3
290025,Aurangabad,1306698,25,Ward No.25
249672,Jehanabad,36771,8,Jehanabad (M) - Ward No.8
276644,Bikarm,1298665,6,Bikram (M) - Ward No.6
249679,Tekari,36837,10,Tikari (NP) - Ward No.10
277129,Bakhri,1298326,17,Bakhri (NP) - Ward No.17
249600,Darbhanga,1725,43,Darbhanga (M Corp.) - Ward No.43
249599,Saharsa,1299476,31,Saharsa (M) - Ward No.31
249578,Jainagar,1299195,10,Jainagar (NP) - Ward No.10
249561,Narkatiaganj,1299047,16,Narkatiaganj (NP) - Ward No.16
290025,Aurangabad,1306685,12,Ward No.12
249579,Madhubani,35707,9,Madhubani (M) - Ward No.9
249634,Munger,36283,27,Munger (M Corp.) - Ward No.27
249658,Shahpur,1298443,8,Shahpur (NP) - Ward No.8
249570,Areraj,35630,7,Areraj (NP) - Ward No.7
249597,Madhepura,1299519,23,Madhepura (M) - Ward No.23
249584,Supaul,35754,10,Supaul (M) - Ward No.10
249649,Khagaul,36396,1,Khagaul (M) - Ward No.1
249639,Lakhisarai,3708,23,Lakhisarai (M) - Ward No.23
290025,Aurangabad,1306694,21,Ward No.21
276642,Benipur,1298058,18,Benipur (M) - Ward No. 18
277125,Mahua,1299181,14,Mahua (NP) - Ward No.14
290025,Aurangabad,1306706,33,Ward No.33
249586,Forbesganj,1299439,25,Forbesganj (M) - Ward No.25
249649,Khagaul,36401,6,Khagaul (M) - Ward No.6
249601,Motipur,3079,14,Motipur (NP) - Ward No.14
249583,Birpur,1299508,12,Birpur (NP) - Ward No.12
249687,Jamui,1299299,17,Jamui (M) - Ward No.17
249603,Muzaffarpur,70732,35,Muzaffarpur (M Corp.) - Ward No.35
249566,Sugauli,62511,2,Sugauli (NP) - Ward No.2
276405,KOCHAS,1298732,9,Kochas (NP) - Ward No.9
276648,Mohaniya,1298391,5,Mohaniya (NP) - Ward No.05
276405,KOCHAS,1298738,15,Kochas (NP) - Ward No.15
249619,Samastipur,36162,10,Samastipur (M) - Ward No.10
249679,Tekari,36838,11,Tikari (NP) - Ward No.11
276643,Bihat,1298229,13,Bihat (M) - Ward No.13
249686,Hisua,36890,3,Hisua (NP) - Ward No.3
249599,Saharsa,1299482,37,Saharsa (M) - Ward No.37
249586,Forbesganj,35764,4,Forbesganj (M) - Ward No.4
249593,Kasba,35881,3,Kasba (NP) - Ward No.3
249674,Daudnagar,1298080,15,Daudnagar (M) - Ward No.15
249642,Biharsharif,59541,28,Bihar (M) - Ward No.28
249589,Bahadurganj,1299527,15,Bahadurganj (NP) - Ward No.15
249604,Kataiya,35968,2,Kataiya (NP) - Ward No.2
249590,Kishanganj,35810,3,Kishanganj (M) - Ward No.3
277136,Balia,1298340,11,Balia (NP) - Ward No.11
276642,Benipur,1298064,24,Benipur (M) - Ward No. 24
249614,Dighwara,36092,3,Dighwara (NP) - Ward No.3
249643,Hilsa,6342,10,Hilsa (NP) - Ward No.10
249688,Jhajha,1299314,11,Jhajha (NP) - Ward No.11
249665,Buxar,1298780,18,Buxar (M) - Ward No.18
249633,Banka,59482,6,Banka (M) - Ward No.6
249644,Islampur,59555,10,Islampur (NP) - Ward No.10
249597,Madhepura,35903,7,Madhepura (M) - Ward No.7
249587,Araria,35790,14,Araria (M) - Ward No.14
249560,Ramnagar,1298417,8,Ramnagar (NP) - Ward No.8
277129,Bakhri,1298312,3,Bakhri (NP) - Ward No.03
249668,Bikramganj,1298710,16,Bikramganj (M) - Ward No.16
249659,Arrah,59598,1,Arrah (M Corp.) - Ward No.1
249668,Bikramganj,1298711,17,Bikramganj (M) - Ward No.17
249678,Nabinagar,36820,2,Nabinagar (NP) - Ward No.2
276429,Harnaut,1298694,14,Harnaut (NP) - Ward No.14
249590,Kishanganj,35838,31,Kishanganj (M) - Ward No.31
249617,Hajipur,1299164,36,Hajipur (M) - Ward No.36
277132,Simari Bakhtiyarpur,1299496,11,Simri Bakhtiyarpur (NP) - Ward No.11
249635,Jamalpur,59505,17,Jamalpur (M) - Ward No.17
249684,Nawada,2794,28,Nawada (M) - Ward No.28
277125,Mahua,1299169,2,Mahua (NP) - Ward No.2
249682,Sherghati,3630,7,Sherghati (NP) - Ward No.7
249682,Sherghati,3633,10,Sherghati (NP) - Ward No.10
249600,Darbhanga,35935,18,Darbhanga (M Corp.) - Ward No.18
249595,Katihar,62569,18,Katihar (M Corp.) - Ward No.18
249650,Patna,36442,32,Patna (M Corp.) - Ward No.32
277129,Bakhri,1298320,11,Bakhri (NP) - Ward No.11
249597,Madhepura,1299522,26,Madhepura (M) - Ward No.26
249650,Patna,36414,4,Patna (M Corp.) - Ward No.4
249656,Barh,59596,13,Barh (M) - Ward No.13
249603,Muzaffarpur,71026,49,Muzaffarpur (M Corp.) - Ward No.49
249584,Supaul,1298309,28,Supaul (M) - Ward No.28
277130,Teghara,1299368,9,Bakhri (NP) - Ward No.09
249649,Khagaul,1298109,17,Khagaul (M) - Ward No.17
277129,Bakhri,1298327,18,Bakhri (NP) - Ward No.18
249573,Bairgania,1298998,14,Bairgania (NP) - Ward No.14
249672,Jehanabad,36777,14,Jehanabad (M) - Ward No.14
249652,Masaurhi,36479,15,Masaurhi (M) - Ward No.15
249679,Tekari,36831,4,Tikari (NP) - Ward No.4
276642,Benipur,1298051,11,Benipur (M) - Ward No. 11
276644,Bikarm,1298663,4,Bikram (M) - Ward No.4
249595,Katihar,62578,27,Katihar (M Corp.) - Ward No.27
249560,Ramnagar,1298424,15,Ramnagar (NP) - Ward No.15
276643,Bihat,1298244,28,Bihat (M) - Ward No.28
249643,Hilsa,6348,16,Hilsa (NP) - Ward No.16
265437,Parsa Bazar,1298919,12,Parsa (NP) - Ward No.12
249599,Saharsa,59359,5,Saharsa (M) - Ward No.5
249656,Barh,1298213,24,Barh (M) - Ward No.24
249664,Dumraon,1298260,25,Dumraon (M) - Ward No.25
249584,Supaul,35747,3,Supaul (M) - Ward No.3
249659,Arrah,59611,14,Arrah (M Corp.) - Ward No.14
249561,Narkatiaganj,1299039,8,Narkatiaganj (NP) - Ward No.8
276645,Naubatpur,1298655,11,Naubatpur (M) - Ward No.11
249670,Sasaram,36734,17,Sasaram (M) - Ward No.17
249564,Bettiah,1299017,34,Bettiah (M) - Ward No.34
249561,Narkatiaganj,35528,7,Narkatiaganj (NP) - Ward No.7
249608,Siwan,36007,9,Siwan (M) - Ward No.9
249588,Thakurganj,35803,11,Thakurganj (NP) - Ward No.11
277133,Banmankhi,1298033,10,Banmankhi (NP) - Ward No. 10
249686,Hisua,37269,4,Hisua (NP) - Ward No.4
249618,Mahnar,1298281,26,Mahnar Bazar (M) - Ward No.27
249587,Araria,35788,12,Araria (M) - Ward No.12
265438,Ekma Bazar,1298377,19,Ekma Bazar (NP) - Ward No.19
249653,Fatuha,1298605,15,Fatwah (M) - Ward No.15
249626,Gogri Jamalpur,36232,7,Gogri Jamalpur (NP) - Ward No.7
249580,Jhanjharpur,35727,4,Jhanjharpur (NP) - Ward No.4
249604,Kataiya,1298987,5,Kataiya (NP) - Ward No.5
276648,Mohaniya,1298393,7,Mohaniya (NP) - Ward No.07
249564,Bettiah,35564,9,Bettiah (M) - Ward No.9
249568,Motihari,1299072,29,Motihari (M) - Ward No.29
277136,Balia,1298343,14,Balia (NP) - Ward No.14
249639,Lakhisarai,3715,30,Lakhisarai (M) - Ward No.30
249562,Bagaha,35539,11,Bagaha (M) - Ward No.11
249579,Madhubani,35710,12,Madhubani (M) - Ward No.12
249605,Mirganj,1298380,10,Mirganj (NP) - Ward No.10
277131,Barauli,1298973,8,Barauli (NP) - Ward No.8
290025,Aurangabad,1306690,17,Ward No.17
249680,Gaya,59962,15,Gaya (M Corp.) - Ward No.15
249634,Munger,36275,19,Munger (M Corp.) - Ward No.19
249670,Sasaram,1298166,30,Sasaram (M) - Ward No.30
249615,Sonepur,1298938,16,Sonepur (NP) - Ward No.16
249675,Rafiganj,36797,4,Rafiganj (NP) - Ward No.4
249586,Forbesganj,35770,10,Forbesganj (M) - Ward No.10
249597,Madhepura,1299516,20,Madhepura (M) - Ward No.20
249589,Bahadurganj,62544,3,Bahadurganj (NP) - Ward No.3
249673,Makhdumpur,36791,14,Makhdumpur (NP) - Ward No.14
249673,Makhdumpur,36788,11,Makhdumpur (NP) - Ward No.11
249615,Sonepur,1298940,18,Sonepur (NP) - Ward No.18
249626,Gogri Jamalpur,36239,14,Gogri Jamalpur (NP) - Ward No.14
249603,Muzaffarpur,71015,41,Muzaffarpur (M Corp.) - Ward No.41
249575,Sitamarhi,35668,13,Sitamarhi (M) - Ward No.13
249659,Arrah,1298023,45,Arrah (M Corp.) - Ward No.45
249656,Barh,59593,10,Barh (M) - Ward No.10
249567,Dhaka,1299104,14,Dhaka (NP) - Ward No.14
249648,Danapur,59583,16,Danapur Nizamat (M) - Ward No.16
249627,Naugachhia,71807,4,Naugachhia (NP) - Ward No.4
249617,Hajipur,36132,13,Hajipur (M) - Ward No.13
253281,ARWAL,1298842,9,Arwal (M) - Ward No.9
265438,Ekma Bazar,1298375,17,Ekma Bazar (NP) - Ward No.17
290025,Aurangabad,1306689,16,Ward No.16
249586,Forbesganj,1299435,21,Forbesganj (M) - Ward No.21
249650,Patna,36421,11,Patna (M Corp.) - Ward No.11
249629,Sultanganj,5956,23,Sultanganj (NP) - Ward No.23
249679,Tekari,36828,1,Tikari (NP) - Ward No.1
249563,Chanpatia,35553,6,Chanpatia (NP) - Ward No.6
249664,Dumraon,36669,4,Dumraon (M) - Ward No.4
249603,Muzaffarpur,71024,47,Muzaffarpur (M Corp.) - Ward No.47
249575,Sitamarhi,35660,5,Sitamarhi (M) - Ward No.5
249670,Sasaram,1298168,32,Sasaram (M) - Ward No.32
249588,Thakurganj,35801,9,Thakurganj (NP) - Ward No.9
249596,Manihari,35892,8,Manihari (NP) - Ward No.8
249603,Muzaffarpur,59412,30,Muzaffarpur (M Corp.) - Ward No.30
249584,Supaul,1298300,19,Supaul (M) - Ward No.19
249641,Sheikhpura,36354,10,Sheikhpura (M) - Ward No.10
249672,Jehanabad,1298830,33,Jehanabad (M) - Ward No.33
249685,Warisaliganj,36881,6,Warisaliganj (NP) - Ward No.6
249610,Mairwa,1298958,6,Maharajganj (NP) - Ward No.6
249643,Hilsa,36357,1,Hilsa (NP) - Ward No.1
249627,Naugachhia,71825,22,Naugachhia (NP) - Ward No.22
290059,Sursand,1306784,10,Sursand(NP)-Ward No.10
249678,Nabinagar,36823,5,Nabinagar (NP) - Ward No.5
249652,Masaurhi,1298600,22,Masaurhi (M) - Ward No.22
249656,Barh,1298206,17,Barh (M) - Ward No.17
249599,Saharsa,59375,21,Saharsa (M) - Ward No.21
