Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name,Ward Name (In Local),
234504,SWADESHNAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,MAYABUNDER,1468016,9,Shantipur-3,
234504,SWADESHNAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,MAYABUNDER,1468017,10,Dukenagar-1,
234504,SWADESHNAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,MAYABUNDER,1468018,11,Dukenagar-2,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475013,1,Bakultala-1,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475014,2,Bakultala-2,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475015,3,Bakultala-3,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475016,4,Bakultala-4,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475017,5,Bakultala-5,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475018,6,Bakultala-6,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475019,7,Bakultala-7,
234515,BAKULTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1475020,8,Bakultala-8,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215041,1,Sitapuri,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215042,2,Janakpur II,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215043,3,Dasarathpur II,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215044,4,Rangat,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215045,5,Mithila I,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215046,6,Sitapur,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215047,7,Janakpur I,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215048,8,Dasarathpur I,
234516,DASHRATPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1215049,9,Mithila II,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478661,1,Kadamtala-1,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478662,2,Kadamtala-2,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478663,3,Kadamtala-3,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478664,4,Kadamtala-4,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478665,5,Kadamtala-5,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478666,6,Kadamtala-6,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478667,7,Kadamtala-7,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478668,8,Kadamtala-8,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478669,9,Kadamtala-9,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478670,10,Kadamtala-10,
234517,KADAMTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1478671,11,Yeratajig,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497239,1,Saktigarh-1,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497240,2,Saktigarh-2,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497241,3,Saktigarh-3,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497242,4,Kaushalyanagar-1,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497243,5,Kaushalyanagar-2,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497244,6,Kaushalyanagar-3,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497245,7,Kaushalyanagar-7,
234518,KAUSALYANAGAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1497246,8,Kaushalyanagar-8,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507791,1,Long Islands-1,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507792,2,Long Islands-2,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507793,3,Long Islands-3,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507794,4,Long Islands-4,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507795,5,Long Islands-5,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507796,6,Long Islands-6,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507797,7,Long Islands-7,
234519,LONG ISLAND,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507798,8,Long Islands-8,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507808,1,Nilambur-1,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507809,2,Nilambur-2,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507810,3,Nilambur-3,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507811,4,Nilambur-4,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507812,5,Nilambur-5,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507813,6,Nilambur-6,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507814,7,Kanchangarh,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507815,8,Nayagarh-1,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507816,9,Nayagarh-2,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507817,10,Wrafter Creek-1,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507818,11,Wrafter Creek-2,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507819,12,Rajatgarh,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507820,13,Kattakhari,
234520,NILAMBUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1507821,14,Abhaygarh,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510827,1,Amkunj-1,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510828,2,Amkunj-2,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510829,3,Nimbutala-1,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510830,4,Nimbutala-2,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510831,5,Nimbutala-3,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510832,6,Nimbutala-4,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510833,7,Nimbutala-5,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510834,8,Nimbutala-6,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510835,9,Nimbutala-7,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510836,10,Nimbutala-8,
234521,NIMBUTALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510837,11,Nimbutala-9,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508554,1,Parnasala-1,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508555,2,Parnasala-2,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508556,3,Parnasala-3,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508557,4,Parnasala-4,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508558,5,Rampur-1,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508559,6,Rampur-2,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508560,7,Rampur-3,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508561,8,Rampur-4,
234522,PARNASALA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508562,9,Rampur-5,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508657,1,Rangat-1,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508658,2,Rangat-2,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508659,3,Rangat-3,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508660,4,Rangat-4,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508661,5,Rangat-5,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508662,6,Rangat-6,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508663,7,Rangat-7,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508664,8,Rangat-8,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508665,9,Rangat-9,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508666,10,Rangat-10,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508667,11,Rangat-11,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508668,12,Rangat-12,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508669,13,Rangat-13,
234523,RANGAT,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1508670,14,Rangat-14,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534402,1,Sabari-1,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534403,2,Sabari-2,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534404,3,Sabari-3,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534405,4,Sabari-4,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534406,5,Sabari-5,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534407,6,Sabari-6,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534408,7,Bharatpur,
234524,SABRI,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1534409,8,Vishnupur,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509406,1,Dharmapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509407,2,Dharmapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509408,3,Thiruvanchikulam,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509409,4,Shivapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509410,5,Shivapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509411,6,Shivapuram-3,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509412,7,Shivapuram-4,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509413,8,Padmanabhapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509414,9,Padmanabhapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509415,10,Panchwati-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509416,11,Panchwati-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509473,1,Dharmapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509474,2,Dharmapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509475,3,Thiruvanchikulam,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509476,4,Shivapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509477,5,Shivapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509478,6,Shivapuram-3,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509479,7,Shivapuram-4,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509480,8,Padmanabhapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509481,9,Padmanabhapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509482,10,Panchwati-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509483,11,Panchwati-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509548,1,Dharmapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509549,2,Dharmapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509550,3,Thiruvanchikulam,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509551,4,Shivapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509552,5,Shivapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509553,6,Shivapuram-3,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509554,7,Shivapuram-4,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509555,8,Padmanabhapuram-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509556,9,Padmanabhapuram-2,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509557,10,Panchwati-1,
234525,SHIVAPURAM,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1509558,11,Panchwati-2,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510813,1,Adajig-1,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510814,2,Adajig-2,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510815,3,Adajig-3,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510816,4,Adajig-4,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510817,5,Adajig-5,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510818,6,Adajig-6,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510819,7,Udaygarh,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510820,8,Vijaygarh-1,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510821,9,Vijaygarh-2,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510822,10,Sundergarh-1,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510823,11,Sundergarh-2,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510824,12,Sundergarh-3,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510825,13,Sundergarh-4,
234526,SUNDERGHAR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510826,14,Sundergarh-5,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510779,1,Kalsi-1,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510780,2,Kalsi-2,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510781,3,Urmilapur,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510782,4,Laxmanpur,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510783,5,Bakultala-1,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510784,6,Bakultala-2,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510785,7,Bakultala-3,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510786,8,Bakultala-4,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510787,9,Bakultala-5,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510788,1,Kalsi-1,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510789,2,Kalsi-2,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510790,3,Urmilapur,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510791,4,Laxmanpur,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510792,5,Bakultala-1,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510793,6,Bakultala-2,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510794,7,Bakultala-3,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510795,8,Bakultala-4,
234527,URMILAPUR,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510796,9,Bakultala-5,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510770,1,Uttara-1,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510771,2,Uttara-2,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510772,3,Uttara-3,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510773,4,Shantanu-1,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510774,5,Shantanu-2,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510775,6,Shantanu-3,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510776,7,Shantanu-4,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510777,8,Shantanu-5,
234528,UTTARA,Village Panchayat,NORTH AND MIDDLE ANDAMAN,RANGAT,1510778,9,Shantanu-6,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431712,1,Campbell Bay-1,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431713,2,Campbell Bay-2,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431714,3,Campbell Bay-3,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431715,4,Campbell Bay-4,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431716,5,Campbell Bay-5,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431717,6,Campbell Bay-6,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431718,7,Campbell Bay-7,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431719,8,Campbell Bay-8,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431720,9,Campbell Bay-9,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431721,10,Campbell Bay-10,
234529,CAMPBELL BAY,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431722,11,Campbell Bay-11,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431734,1,Govind Nagar-1,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431735,2,Govind Nagar-2,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431736,3,Govind Nagar-3,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431737,4,Govind Nagar-4,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431738,5,Govind Nagar-5,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431739,6,Govind Nagar-6,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431740,7,Govind Nagar-7,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431741,8,Govind Nagar-8,
234530,GOVINDNAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431742,9,Govind Nagar-9,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431723,1,Joginder Nagar-1,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431724,2,Joginder Nagar-2,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431725,3,Joginder Nagar-3,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431726,4,Vijaynagar-1,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431727,5,Vijaynagar-2,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431728,6,Vijaynagar-3,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431729,7,Laxminagar,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431730,8,Gandhinagar-1,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431731,9,Gandhinagar-2,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431732,10,Gandhinagar-3,
234531,LAXMINAGAR,Village Panchayat,SOUTH ANDAMANS,CAMPBELL BAY,1431733,11,Shastrinagar,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537608,1,Bambooflat-1,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537609,2,Bambooflat-2,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537610,3,Bambooflat-3,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537611,4,Bambooflat-4,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537612,5,Bambooflat-5,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537613,6,Bambooflat-6,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537614,7,Bambooflat-7,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537615,8,Bambooflat-8,
234478,BAMBOOFLAT-I,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1537616,9,Bambooflat-9,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538140,1,Bambooflat-1,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538141,2,Bambooflat-2,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538142,3,Bambooflat-3,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538143,4,Bambooflat-4,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538144,5,Bambooflat-5,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538145,6,Bambooflat-6,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538146,7,Bambooflat-7,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538147,8,Bambooflat-8,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538148,9,Bambooflat-9,
272941,BAMBOOFLAT-II,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538149,10,Bambooflat-10,
