Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name,Ward Name (In Local),
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432451,1,Bindraban-1,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432452,2,Bindraban-2,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432453,3,Bindraban-3,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432454,4,Bindraban-4,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432455,5,Bindraban-5,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432456,6,Mathura-1,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432457,7,Mathura-2,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432458,8,Kadakachang-1,
234479,BRINDRABAN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432459,9,Kadakachang-2,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432501,1,Portmout-1,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432502,2,Portmout-2,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432503,3,Chouldhari-1,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432504,4,Chouldhari-2,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432505,5,Chouldhari-3,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432506,6,Chouldhari-4,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432507,7,Chouldhari-5,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432508,8,Chouldhari-6,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432509,9,Chouldhari-7,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432510,10,Badmash pahar,
234480,CHOULDARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1432511,11,Craikabad,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549626,1,Manpur 1,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549627,2,Manpur 2,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549628,3,Manpur 3,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549629,4,Collinpur 1,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549630,5,Collinpur 2,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549631,6,Templemyo,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549632,7,Herbertabad 1,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549633,8,Herbertabad 2,
273036,COLLINPUR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1549634,9,Tirur,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538386,1,Ferrargunj-1,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538387,2,Ferrargunj-2,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538388,3,Ferrargunj-3,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538389,4,Ferrargunj-4,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538390,5,Miletilak,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538391,6,Jirkatang-1,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538392,7,Jirkatang-2,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538393,8,Aniket,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538394,9,Caddlegunj-1,
234481,FERRARGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1538395,10,Caddlegunj-2,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540655,1,Manjeri-1,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540656,2,Manjeri-2,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540657,3,Guptapara-1,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540658,4,Guptapara-2,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540659,5,Guptapara-3,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540660,6,Manglutan-1,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540661,7,Manglutan-2,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540662,8,Manglutan-3,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540663,9,Manglutan-4,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540664,10,Manglutan-5,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540665,11,Manglutan-6,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540666,12,Nayashahar,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540667,13,Dhanikhari-1,
234482,GUPTAPARA,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1540668,14,Dhanikhari-2,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541573,1,Hopetown-1,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541574,2,Hopetown-2,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541575,3,Hopetown-3,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541576,4,Northbay-1,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541577,5,Northbay-2,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541578,6,Northbay-3,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541579,7,Bambooflat-1,
234483,HOPETOWN,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541580,8,Bambooflat-2,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541945,1,Humfrygunj-1,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541946,2,Humfrygunj-2,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541947,3,Hasmatabad-1,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541948,4,Hasmatabad-2,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541949,5,Wandoor-1,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541950,6,Wandoor-2,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541951,7,Wandoor-3,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541952,8,Wandoor-4,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541953,9,Maymyo,
234484,HUMFREYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1541954,10,Lohabaraik,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551875,1,Kanayapuram 1,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551876,2,Kanayapuram 2,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551877,3,Kanayapuram 3,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551878,4,Kanayapuram 4,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551879,5,Kanayapuram 5,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551880,6,Kanayapuram 6,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551881,7,Kanayapuram 7,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551882,8,Kanayapuram 8,
273035,KANYAPURAM,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1551883,9,Kanayapuram 9,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542715,1,Mannarghat-1,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542716,2,Mannarghat-2,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542717,3,Mannarghat-3,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542718,4,Mannarghat-4,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542719,5,Mannarghat-5,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542720,6,Wright Myo-1,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542721,7,Wright Myo-2,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542722,8,Wright Myo-3,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542723,9,Malapuram-1,
234485,MANNARGHAT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1542724,10,Malapuram-2,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543356,1,Muslim Basthi,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543357,2,Ograbraj-1,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543358,3,Ograbraj-2,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543359,4,Ograbraj-3,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543360,5,Ograbraj-4,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543361,6,Ograbraj-5,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543362,7,Mithakhari-1,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543363,8,Mithakhari-2,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543364,9,Mithakhari-3,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543365,10,Mithakhari-4,
234486,MITHAKHARI,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543366,11,Mithakhari-5,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543430,1,Namunaghar-1,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543431,2,Namunaghar-2,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543432,3,Namunaghar-3,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543433,4,Namunaghar-4,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543434,5,Namunaghar-5,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543435,6,Namunaghar-6,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543436,7,Dunduspoint-1,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543437,8,Dunduspoint-2,
234487,NAMUNAGHAR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543438,9,Dunduspoint-3,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543485,1,Shoalbay-1,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543486,2,Shoalbay-2,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543487,3,Shoalbay-3,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543488,4,Shoalbay-4,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543489,5,Shoalbay-5,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543490,6,Shoalbay-6,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543491,7,Shoalbay-7,
234488,SHOAL BAY,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1543492,8,Shoalbay-8,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544030,1,Shorepoint-1,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544031,2,Shorepoint-2,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544032,3,Shorepoint-3,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544033,4,Shorepoint-4,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544034,5,Shorepoint-5,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544035,6,Shorepoint-6,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544036,7,Shorepoint-7,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544037,8,Shorepoint-8,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544038,9,Shorepoint-9,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544039,10,Bambooflat-1,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544040,11,Bambooflat-2,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544041,12,Bambooflat-3,
234489,SHOREPOINT,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544042,13,Bambooflat-4,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544119,1,Stewartgunj-1,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544120,2,Stewartgunj-2,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544121,3,Stewartgunj-3,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544122,4,Stewartgunj-4,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544123,5,Govindapuram-1,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544124,6,Govindapuram-2,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544125,7,Bambooflat-1,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544126,8,Bambooflat-2,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544127,9,Bambooflat-3,
234490,STEWARTGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544128,10,Bambooflat-4,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550736,1,Tushnabad 1,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550737,2,Tushnabad 2,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550738,3,Tushnabad 3,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550739,4,Tushnabad 4,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550740,5,Tushnabad 5,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550741,6,Tushnabad 6,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550742,7,Tushnabad 7,
234491,TUSHNABAD,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1550743,8,Tushnabad 8,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548114,1,Wandoor 1,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548115,2,Wandoor 2,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548116,3,Wandoor 3,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548117,4,Wandoor 4,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548118,5,Hasmathabad 1,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548119,6,Hasmathabad 2,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548120,7,Maymyo,
273037,WANDOOR,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1548121,8,Lohabarik,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544924,1,Wimberlygunj 1,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544925,2,Wimberlygunj 2,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544926,3,Wimberlygunj 3,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544927,4,Wimberlygunj 4,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544928,5,Wimberlygunj 5,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544929,6,Wimberlygunj 6,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544930,7,Wimberlygunj 7,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544931,8,Wimberlygunj 8,
234492,WIMBERLYGUNJ,Village Panchayat,SOUTH ANDAMANS,FERRARGUNJ,1544932,9,Wimberlygunj 9,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431743,1,Hutbay1,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431744,2,Hutbay2,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431745,3,Hutbay3,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431746,4,Hutbay4,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431747,5,Hutbay5,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431748,6,Hutbay6,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431749,7,Hutbay7,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431750,8,Hutbay8,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431751,9,Hutbay9,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431752,10,Hutbay10,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431753,11,Hutbay11,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431754,12,Hutbay12,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431755,13,Hutbay13,
234493,HUTBAY,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431756,14,Hutbay14,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431757,1,Netajinagar-1,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431758,2,Netajinagar-2,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431759,3,Netajinagar-3,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431760,4,Netajinagar-4,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431761,5,Netajinagar-5,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431762,6,Netajinagar-6,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431763,7,Netajinagar-7,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431764,8,Netajinagar-8,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431765,9,Netajinagar-9,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431766,10,Netajinagar-10,
234494,NETAJINAGAR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431767,11,Netajinagar-11,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462785,1,Rabindranagar-1,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462786,2,Rabindranagar-2,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462787,3,Rabindranagar-3,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462788,4,Rabindranagar-4,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462789,5,Rabindranagar-5,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462790,6,Rabindranagar-6,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462791,7,Rabindranagar-7,
272913,Rabindranagar,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1462792,8,Rabindranagar-8,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431768,1,Ramakrishnapur-1,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431769,2,Ramakrishnapur-2,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431770,3,Ramakrishnapur-3,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431771,4,Ramakrishnapur-4,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431772,5,Ramakrishnapur-5,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431773,6,Ramakrishnapur-6,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431774,7,Ramakrishnapur-7,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431775,8,Ramakrishnapur-8,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431776,9,Ramakrishnapur-9,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431777,10,Ramakrishnapur-10,
234495,RAMKRISHNAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431778,11,Ramakrishnapur-11,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431779,1,Vivekanandapur-1,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431780,2,Vivekanandapur-2,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431781,3,Vivekanandapur-3,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431782,4,Vivekanandapur-4,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431783,5,Vivekanandapur-5,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431784,6,Vivekanandapur-6,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431785,7,Rabindra Nagar-1,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431786,8,Rabindra Nagar-2,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431787,9,Rabindra Nagar-3,
234496,VIVEKANANDAPUR,Village Panchayat,SOUTH ANDAMANS,LITTLE ANDAMAN,1431788,10,Rabindra Nagar-4,
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218439,1,Beodnabad,Beodnabad
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218440,2,Beodnabad 1,Beodnabad 1
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218441,3,Beodnabad 2,Beodnabad 2
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218442,4,Beodnabad 3,Beodnabad 3
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218443,5,Rangachang 1,Rangachang 1
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218444,6,Rangachang 2,Rangachang 2
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218445,7,Rangachang 3,Rangachang 3
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218446,8,Rangachang 4,Rangachang 4
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218447,9,Rangachang 5,Rangachang 5
234505,BEODNABAD,Village Panchayat,SOUTH ANDAMANS,PROTHRAPUR,1218448,10,Chidiyatapu 1,Chidiyatapu 1
