Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,
250871,Satwas,78262,5,Mahatma Gandhi Ward,
250957,Begamganj,34969,3,Begamganj (M) - Jawahar Lal Nehru Ward,
250677,Morena,4355,37,Guru Nanak Ward,
250781,Satna,72562,12,12 Abdul Kalam Azad Ward,
250919,Sendhwa,23202,8,Shri Chandrashekhar Azad Ward,
250960,Obedullaganj,35111,12,Obedullaganj (NP) - Netaji Subhash Chadra Boss Ward,
250999,Gadarwara,41940,9,MAHARANI LAXMI BAI,
250677,Morena,1299674,44,Sardar Vallabhai Patel Ward,
250793,Mangawan,13020,6,Hanuman Ward,
289260,BAMHNI BANJAR,1302395,3,Bhagat singh,
248070,BETUL BAZAR,36527,4,Subhas Ward,
250798,Govindgarh,13101,12,PUSHPRAJ WARD 12,
263155,SARWANIYA MAHARAJ,1299965,12,WARD 12 Vivekananda,
250720,Chachaura -Binaganj,72044,6,Subhash Ward,
250985,Patan,41617,15,Rani Durgawati,
250918,Khetia,23096,9,Hanuman Ward,
250846,Nagda,7276,10,RAMSAHAY,
250861,Maksi,7965,9,Kedhapti Hanuman Ward,
250910,Mandleshwar,22908,12,Mandanmishr Ward,
250797,Rewa,13066,7,Ranmat Singh Thakur Ward,
250893,Dhamnod Ratlam,21181,8,Shahid Bhagatsingh Ward,
251035,Katangi Jabalpur,1362,12,LAL BAHADUR SHATRI WARD,
251041,Baihar,1403,1,Sanjay Gandhi Ward,
250836,Piploda,4639,10,Nehru Ward,
263155,SARWANIYA MAHARAJ,1299957,4,WARD 04 Kalidas,
251023,Chandameta -Butaria,48492,9,Indira Gandhi Ward,
250710,Pichhore Shivpuri,4926,1,Subhash Ward,
250886,Sardarpur,78314,9,Sant Ravidas Ward,
250748,Buxwaha,9540,10,TAGORE WARD,
250690,Mihona,4696,13,Lohia okMZ Ward,
250932,Khujner,78530,5,Pt.Javaharlal Nehru,
250931,Rajgarh,1300004,6,MAHARANA PRATAP,
250887,Dhar,16365,4,SWAMI VIVEKANAND WARD,
250942,Kurwai,32895,9,Talaiya ward,
250886,Sardarpur,78318,13,Sardar Patel Ward,
250944,Vidisha,78602,29,Chandrashekhar Azad Ward,
290285,Tikamgarh,1302989,13,Kuremate Ram aasre ward,
250987,Panagar,78819,5,BHAGAT SINGH WARD,
250839,Alot,5279,14,Alot (NP) - Ward No.14,
290343,Palera,1303460,2,Hanuman ward,
248072,BETUL,78706,19,Shastri Ward,
248072,BETUL,78717,30,Lohiya Ward,
250901,Indore,22680,52,Musakkhedi,
250782,Nagod,12094,15,Dr. ambedkar ward,
290272,Pipalrawan,1302465,10,Subhash chandra bose,
250684,Bhind,4496,20,Arvind Dosh Ward,
248069,SARNI,35154,4,Dr. Jaakir Husain Ward,
250698,Dabra,71790,8,Chandrasekhar ward,
250822,Jawad,838,8,RAJENDRA PRASAD WARD,
248069,SARNI,36499,12,Tripati Balajee ward,
265847,ANUPPUR NP,1297089,3,Indira gandhi,
250966,Khirkiya,36577,6,Subhash Gandhi Ward,
250785,Rampur Baghelan,12106,12,BR Ambedkar,
250716,Raghogarh-Vijaypur,7654,21,Maharana Pratap Ward,
250879,Jhabua,78300,13,Shivaji Ward,
250925,Burhanpur,23718,36,WARD 36 Dakwadi Ward,
250682,Sabalgarh,4457,13,Malviya Ward,
250788,Chakghat,12134,7,Chandrashekhar Azad Ward,
250998,Gotegaon,41928,12,Thakurbaba Ward,
250772,Patharia,10182,5,Dr.Ambedkar Ward,
290343,Palera,1303459,1,Vivekananda Ward 01,
251041,Baihar,1404,2,Rajendra Prasad Ward,
263072,Bichhua,1299881,13,Santoshi Mata ward,
250923,Khandwa,23284,36,Hajrat Khanshah wali Ward No.36 Khandwa (M Corp.),
250710,Pichhore Shivpuri,4954,15,Indira Gandhi Ward,
250985,Patan,41603,1,Netaji Subhasha Chandra Bose,
250897,Betma,78389,14,Mahaveer Ward,
250936,Sarangpur,26184,5,Subhashchandra bose,
250677,Morena,2158,29,Alluring Ward,
250947,Sehore,34406,11,Sehore (M) - Sant Raviadas Ward,
253194,Bijuri,67528,10,Chunilal Ward,
273379,Meghnagar new,1300147,14,Maharana Pratap Ward,
250937,Narsinghgarh,26209,12,Baguchi WARD,
250978,Barhi,38542,14,Shivaji Ward,
250876,Thandla,78274,2,Chandrashekhar Azad Ward,
250675,Ambah,400,3,Mahatma Lochndas Ward,
250906,Manpur,22830,1,Mahatma Gandhi Ward,
250883,Ranapur,16317,1,DR.AMBEDKAR WARD,
290285,Tikamgarh,1302981,5,Shambhudayal ward,
250910,Mandleshwar,22897,1,Bhagatsingh Ward,
248065,SIDHI,14327,15,Acharya narendra dev ward,
263205,makdon,1300151,5,Maharana Pratap Ward,
250850,Tarana,78192,13,WARD 13 DR.RAJENDRA PRASAD WARD,
250748,Buxwaha,9541,11,INDIRA GANDHI WARD,
250832,Shamgarh,78121,2,AMBEDKAR WARD,
250934,Biaora,78556,16,bhagat singh ward,
250867,Dewas,11102,39,Dewas (M Corp.) - Ward No.39,
250782,Nagod,12082,3,Swami vivekanand ward,
250836,Piploda,4635,6,Masjid ward,
250807,Shahdol,14050,3,Virat ward,
250737,Harpalpur,8579,13,SUBHASH WARD,
250980,Kymore,38552,9,Subhash Ward,
250746,Satai,9524,9,Maulana Azad Ward,
250840,Tal,78151,2,WARD 02 Laxmibai Ward,
250715,Ashoknagar,72028,19,Mahavir Ward,
250843,Ratlam,5346,26,Ratlam (M Corp.) - Ward No.26,
250884,Badnawar,16342,11,Rajiv Gandhi Ward,
250800,Chandia,13137,3,Rajmata Bhuria Judeo Ward,
250714,Guna,7602,18,Balaji old Ward 18,
250942,Kurwai,32890,4,khari babli ward,
250958,Sultanpur,35097,13,Sultanpur (NP) - Indira Ward,
251010,Jamai,45058,18,Subhash Chandra Bose Ward,
290323,Jeron khalsa,1307275,11,Gandhi ward,
290382,Niwari,1306131,4,Nehru ward,
250703,Datia,6309,13,Chunagr Gate Ward,
250798,Govindgarh,13102,13,GAJRAJ WARD 13,
251001,Narsimhapur,41974,19,Indra Ward,
250771,Hatta,72550,15,Navodaya ward,
250959,Mandideep,1299826,21,RANI LAXMI BAI WARD,
250939,Talen,26224,12,SARDAR PATEL WARD,
251023,Chandameta -Butaria,48496,13,Subhash Chandra Bose Ward,
248071,MULTAI,36548,10,Ajad Ward,
251008,Amarwara,45034,9,Subhash Ward,
250840,Tal,78164,15,WARD 15 Jawahar Ward,
250714,Guna,7610,26,Rajiv Gandhi Ward 26,
250838,Badawada,5252,2,Ambedkar Ward,
251001,Narsimhapur,41969,14,Gyadatta Ward,
250677,Morena,2138,9,Jawahar Lal Nehru Ward 9,
262908,KURAWAR,1297133,7,Bhagatsingh Ward,
250980,Kymore,38549,6,Maharani Laxmi Bai Ward,
250735,Lavkush nagar,72341,15,MAHATMA GANDHI WARD,
250700,Bhitarwar,5938,12,Maulana Abdul Ward,
250868,Kannod,11118,10,Dr.Ambedkar Ward,
250750,Panna,9549,4,Bhagat Singh Ward,
250954,Sanchi,34936,4,Sanchi (TP) - Gangadhar Tilak Ward,
250947,Sehore,34417,22,Sehore (M) - Maharishi Balmiki Ward,
250894,Dharampuri,78349,4,Shahid bhagat singh ward,
250919,Sendhwa,23214,20,Priyadarshani Indra Gandhi Ward,
250968,Timarni,36587,1,Trikyan Baba ward,
250923,Khandwa,23252,4,Nilkantheshwar - Ward No.4 Khandwa (M Corp.),
250997,Barela,76865,15,Bhagat Singh Ward,
250833,Mandsaur,4598,24,Tagore Ward,
250978,Barhi,38533,5,Ram manohar Lohiya Ward,
250974,Hoshangabad,37513,10,Ganesh Ganj Ward,
250932,Khujner,78531,6,Chandrashekhar Azad,
250986,Shahpura Dindori,41626,9,WARD 09 Savta mali,
250679,Joura,4396,4,Indira Gandhi ward,
250708,Kolaras,7466,7,Mr. Narasimha Temple Ward,
250680,Kailaras,71182,4,Mahatma Gandhi Ward,
250683,Phuphkalan,4472,11,Sukhdev Ward1,
263211,Bairad,1009190,9,MUKHARJI WARD,
251026,Chhindwara,1299757,40,TATYA TOPE WARD,
293826,Patera,1307198,13,Shaheed Bhagat Singh Ward,
250919,Sendhwa,23218,24,Devi Ahilyabai Ward,
250704,Bhander,71863,6,Radhavallabha Ward,
250995,Jabalpur,76848,55,Khair Mai ward - Ward No.55,
250688,Gohad,4552,7,Chandra sekhar ward,
250828,Malhargarh,78087,13,Maharana Pratap,
250673,Sheopur,3916,13,Saint Vinova Bhave Ward,
250857,Badod,7746,6,Badod (NP) - Ward No.6,
250969,Seoni-Malwa,78754,1,Redas Ward,
253125,Silwani,1299931,7,SHAHEED BHAGAT SINGH WARD,
250894,Dharampuri,78360,15,Shastri Ward,
250963,Udaipura,78676,4,Udaipura (NP) - Lodhi Ward,
250926,Shahpur Burhanpur,1300198,5,WARD 05 Sardar patel,
253195,Amarkantak,14190,15,Sonmudha Ward,
250717,Mungaoli,7804,6,MAHAVEER WARD,
250947,Sehore,34425,30,Sehore (M) - Rabindranath Tagore Ward,
250846,Nagda,7301,35,VINOBA BHAVE,
250697,Pichhore Gwalior,4925,1,Kalindrai Ward,
250714,Guna,7605,21,Chandra Shekhar Azad Ward 21,
250932,Khujner,78540,15,Lal Bahadur Shatri,
248068,CHURHAT,14307,10,Nehru ward,
290257,Jatara,1302945,2,Rani Durgavati ward,
250752,Kakarhati,9574,2,Mahatma Gandhi Ward,
250809,Dhanpuri Nargada Hari Dafai,14100,20,Jawalmukhi Ward,
250860,Shajapur,7936,5,WARD 05 Maulana Abdul Kalam Azad Ward,
250719,Aron,7846,12,gandhinagar dattatray ward,
250960,Obedullaganj,35105,6,Obedullaganj (NP) - Dr. Rajendra Prasad Ward,
253171,BHUWA BICHHIA,7114,14,BHAGAT SINGH WARD,
250766,Makronia Buzurg,2292279,18,Shabri ward,
250744,Bada -Malhera,9487,2,Mahatma Gandhi ward,
290383,Kothri,1306193,1,Lal bahadur shashtri,
250877,Petlawad,13358,9,GANDHI WARD,
250913,Khargone,23047,41,Jaitpur (OG) - Ward No.41,
250826,Manasa,3856,8,WARD 08 Swami Vivekanand,
250901,Indore,22638,10,Baanaganga,
250785,Rampur Baghelan,12102,8,Mahatma Gandhi,
250778,Birsinghpur,11371,2,Subhash Ward,
250819,Singoli,814,14,WARD 14 BHAGAT SINGH WARD,
250895,Runji -Gautampura,78373,13,RAJEEV WARD,
250976,Sohagpur,38481,12,Tilak Ward,
250689,Mau,71517,5,Subhash Ward,
250843,Ratlam,5332,19,WARD 19 Dhiraj shah Nagar ward,
251031,Lakhnadon,1198,4,Sivaji Ward,
250851,Ujjain,7348,10,Tilkeshwar,
250680,Kailaras,71183,5,Subhash Ward,
293817,Athana,1307131,6,Rajendra Prasad ward,
250946,Bhopal,881943,78,Karond ward,
250673,Sheopur,3923,20,Malviya Ward,
250688,Gohad,4551,6,Sardar patel ward,
250913,Khargone,23038,32,NAVGRAH MANDIR WARD,
250869,Loharda,78245,3,Indira Ward,
250870,Kantaphod,13288,14,Indira Gandhi Ward,
250712,Isagarh,71988,2,Subhash Ward,
250689,Mau,71523,11,Sardar Patel Ward,
250768,Garhakota,72529,13,Maharana Pratap Ward,
250677,Morena,2154,25,Uttmpura Ward,
250714,Guna,7611,27,Public valid Tilak Ward 27,
251000,Chichli,1299912,8,Ramprasad Vismil Ward,
250828,Malhargarh,78084,10,Sardar bhagat singh,
250759,Shahgarh,9853,4,Rani Laxmi Bai Ward,
248065,SIDHI,14334,22,Maharni laxmibai ward,
250736,Chandla,8457,1,LAXMIBAI WARD,
250854,Susner,7719,9,WARD 09 Maulana Abul Kalam Azad,
253162,Lanji,1299706,11,Maharani Laxmi Bai Ward,
250850,Tarana,78194,15,WARD 15 LOK MANYA TILAK WARD,
250974,Hoshangabad,37526,23,SPM (West) Ward,
250995,Jabalpur,76799,6,Indira gandhi ward- Ward No.06,
250774,Damoh,11310,17,Mahatma Gandhi ward,
290258,Badagaon,1302430,8,Narayan das khare,
250867,Dewas,11069,6,Dewas (M Corp.) - Ward No.6,
253197,Pasan,14142,17,Maulana Abul Kalam Azad Ward,
250781,Satna,72585,35,35 Thakur Ranmat Singh Ward,
273379,Meghnagar new,1300144,11,Sardar Patel,
250764,Sagar,9937,42,LAXMIPURA,
251000,Chichli,1299914,10,Bal Gangadhar Tilak Ward,
250828,Malhargarh,78080,6,Subhash Chandra Bose,
293819,New Ramnagar,1307250,1,Mahatma Gandhi Ward,
250686,Gormi,71499,2,Tilak Ward,
250867,Dewas,11098,35,Dewas (M Corp.) - Ward No.35,
250976,Sohagpur,38484,15,Gautam Ward,
290394,Dahi,1306124,12,Ghodapati ward,
250686,Gormi,71511,14,Dr Rajendra prasad ward,
250928,Machalpur,78496,1,Jawahar ward,
250754,Pawai,9596,9,Pt. Shyama Prasad Mukherjee Ward,
262903,Shahganj,1271119,13,Shahganj (NP) - Dr. Shyamaprasad Mukherjee Ward,
250945,Berasia,881912,18,18 Chatrapati Shivaji Maharaj Ward,
250946,Bhopal,32953,26,Dr.Ambedkar ward,
293819,New Ramnagar,1307259,10,Maharana pratap ward,
250860,Shajapur,7946,15,WARD 15 Guru Nanak Dev Ward,
250967,Harda,78729,8,Babu Jagjivan Ram Ward,
250738,Nowgong,1299886,16,Sardar Bhagat Singh Ward,
250953,Rehti,34923,6,Rehti (NP) - Dr. Rajendra Prasad Ward,
289260,BAMHNI BANJAR,1302400,8,Swami vivekanand,
251022,Dongar Parasia,48479,17,DURGA WARD,
250999,Gadarwara,41937,6,KAMTH WARD,
250930,Khilchipur,23764,10,AHILYA DEVI WARD,
250979,Murwara - Katni,78787,18,DR.AMBEDKAR WARD,
250841,Sailana,5289,9,WARD 09 Dilip ward,
250771,Hatta,72543,8,Muralimanohar Ward,
250824,Jiran,3830,12,WARD 12 Sardar Patel Ward,
