Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name
252108,Kasaragod,76297,7,NULLIPPADY
272890,Iritty,1294120,25,Avatty
252230,Muvattupuzha,76056,15,PANDARIMALA
272882,Piravom,1295014,5,Karakkodu
252170,Malappuram,56347,12,KAVUNGAL
252230,Muvattupuzha,76049,8,THARBIYATH SCHOOL
272896,Payyoli,1294852,25,Payyoli Beach
259710,Nilambur,1295263,13,PATHIPPARA
272889,Kottarakkara,1294394,13,Thottam Mukku
252205,Chalakudy,76713,19,St.Marys Church
252256,Paravoor,50027,14,PUTHIYIDAM
252231,Kothamangalam,76071,7,ELAVUMPARAMBU
272885,Panoor,1294163,35,Aniyaram
252227,Thrippunithura,76006,14,HILLPALACE
259708,Thrikkakara,1295123,24,T V CENTRE
252236,Vaikom,77662,3,PERUMCHILA - Ward No.3
252159,koyilandy,56295,37,KOYILANDI SOUTH
252155,Kalpetta,49806,9,CHATHOTHU VAYAL
252247,Alappuzha,77870,24,Alappuzha (M) - Ward No.24
252260,Thiruvananthapuram,2513149,40,THIRUMALA
252200,Kodungallur,78005,16,Power House
252175,Ottappalam,76503,29,KANNIYAMPURAM VAYANASALA
252194,Thrissur,75856,15,OLLUKKARA
272901,Kondotty,1295161,3,Chemmalaprambu
272910,Mananthavady,1294569,9,Oyangadi
272902,Valanchery,1295435,24,Kasankunnu
272900,Feroke,1294699,28,Ambalangadi
252178,Chittur-Thathamangalam,75821,18,THEKKEGRAMAM
272912,Parappanangadi,1295327,44,Alumgal South
252194,Thrissur,75868,27,KUTTANELUR
252248,Kayamkulam,1294426,43,Kayamkulam (M) - Ward No.43
252170,Malappuram,56338,3,CHERUPARAMBU
252200,Kodungallur,77995,6,Society
259707,Karunagappally,1294355,9,PULLIMAN
252207,Perumbavoor,75920,16,PANKULAM
252172,Tirur,1295534,37,TOWN HALL
272890,Iritty,1294097,2,Periyathil
252139,Mattannur,1294071,32,Uthiyoor
259709,Kottakkal,1295204,5,PALAPPURA
272902,Valanchery,1295432,21,Nirappu
272900,Feroke,1294687,16,Vadakke Bazaar
272901,Kondotty,1295185,27,Kaithakkode
272910,Mananthavady,1294568,8,Wincent Giri
272885,Panoor,1294154,26,Padannakkara North
272899,Ramanattukara,1294889,26,Kodakkallu
252175,Ottappalam,76479,5,MYLUMPURAM
252205,Chalakudy,76720,26,Moonjely
272900,Feroke,1294688,17,Malayil Thazham
252176,Palakkad,77829,17,NARIKUTHI
272899,Ramanattukara,1294884,21,Muttumkunnu
272883,Kattappana,1293944,8,Kallukunnu - Ward No. 8
252180,Kunnamkulam,75829,1,MUTHUVAMMAL
252220,Kochi,56190,5,Mattancheri
252174,Shoranur,1294279,32,HEALTH CENTRE
252169,Manjeri,1295246,46,VEEMBOOR
252226,Maradu,56241,15,J B S SCHOOL
252230,Muvattupuzha,76059,18,MODEL HIGH SCHOOL
252176,Palakkad,77847,35,THIRUNELLAYI EAST
252169,Manjeri,50237,39,THADATHIPARAMBA
272882,Piravom,1295011,2,Kakkad Central
252257,Varkala,50051,12,Varkala (M) - Ward No.12
252108,Kasaragod,76309,19,KORAKKODE
272912,Parappanangadi,1295294,11,Edathuruthy kadavu
252252,Pathanamthitta,76730,6,Pathanamthitta (M) - Ward No.6
272891,Ettumanoor,1293885,32,Ettumanoor Town
272908,Pandalam,1294722,13,Kurambala South
252260,Thiruvananthapuram,2513174,59,VENGANOOR
252238,Kottayam,76178,1,GANDHI NAGAR NORTH - Ward No.1
272912,Parappanangadi,1295305,22,Naseeb Nagar
252204,Irinjalakuda,76675,3,Puthenthodu
252155,Kalpetta,75683,17,RAATTAKOLLY
272907,Mannarkad,1294465,6,Ubhayamargam
252260,Thiruvananthapuram,2513171,56,MELAMCODE
272903,Tirurangadi,1295393,21,Karimpil West
252220,Kochi,56224,39,Karukapiili
252233,Thodupuzha,76117,27,KOTHAIKUNNU - Ward No.27
252254,Punalur,49456,20,MYLAKKAL
252231,Kothamangalam,76072,8,VALADITHANDU
252171,Perinthalmanna,75757,12,KUTTIPPARA
252247,Alappuzha,77865,19,Alappuzha (M) - Ward No.19
252139,Mattannur,1294070,31,Mini Nagar
272911,Sulthanbathery,1294598,2,Chethalayam
252204,Irinjalakuda,76694,22,Municipal Office
252144,Koothuparamba,1294054,26,PAZHAYA NIRATH
272910,Mananthavady,1294595,35,Kuttimoola
252220,Kochi,77610,43,Palarivattom
252200,Kodungallur,77996,7,Vayalar
272900,Feroke,1294696,25,Nalloorangadi
252234,Palai,76122,4,PLATHANAM - Ward No.4
252110,Kanhangad,76238,11,THOYAMMAL
252259,Nedumangad,50258,11,KOLLAMKAVU
252111,Payyannur,50433,1,KANIYERI
252208,Angamaly,75933,8,I I P
272897,Koduvally,1294768,26,Narookkil
252204,Irinjalakuda,1293994,39,Kallada
272908,Pandalam,1294740,31,Cherikkal East
252184,Guruvayoor,76558,1,Thozhiyoor
272904,Tanur,1295359,31,Harbour
252170,Malappuram,56348,13,KALLAMBADI
252175,Ottappalam,76496,22,MEETNA
252139,Mattannur,75619,3,Elannur
252230,Muvattupuzha,76044,3,MOONUKANDOM COLONY
252173,Ponnani,76444,47,MUKKADI
252250,Mavelikkara,76656,16,Mavelikkara (M) - Ward No.16
252144,Koothuparamba,49735,12,NARAVOOR SOUTH
252251,Thiruvalla,1294342,38,Thiruvalla (M) - Ward No.38
272883,Kattappana,1293960,24,Vallakadavu - Ward No. 24
252170,Malappuram,1295236,37,PANAKKAD
272904,Tanur,1295363,35,Chellikkad
252231,Kothamangalam,76089,25,VENDUVAZHI SOUTH
252139,Mattannur,75636,20,Kayani
252178,Chittur-Thathamangalam,75811,8,VADAKKATHARA
259710,Nilambur,1295256,6,KARIMPUZA
252260,Thiruvananthapuram,2513145,36,VATTIYOORKAVU
252205,Chalakudy,76701,7,Potachira
252224,Kalamassery,49596,24,TOWN HALL
252204,Irinjalakuda,76674,2,Banglavu
252180,Kunnamkulam,76543,23,ARTHAT EAST
272889,Kottarakkara,1294407,26,Railway Station
272884,Sreekandapuram,1294176,1,Chemben Thotti
252204,Irinjalakuda,1293986,31,Karukulangara
272898,Mukkom,1294813,24,Manasseri Town
272884,Sreekandapuram,1294185,10,Kavusayi
252173,Ponnani,76424,27,AYYAPPANKAVU
252149,Thalassery,77734,46,KAIVATTAM
252157,Vatakara,49822,10,KAKKUZHIYIL
272908,Pandalam,1294724,15,Kurambala West
252260,Thiruvananthapuram,2513224,96,AKKULAM
252111,Payyannur,76325,31,KELOTH NORTH
272901,Kondotty,1295184,26,Kizhakkechungam
252173,Ponnani,76442,45,MURINHAZHI
252149,Thalassery,1294058,52,KODUVALLI
252239,Changanassery,77700,4,ARAMANA - Ward No.4
252144,Koothuparamba,49724,1,VAKKUMMAL
252215,Paravur,55894,3,MARKET
272903,Tirurangadi,1295389,17,Kachadi
252174,Shoranur,76469,22,MUDUKURUSSY
252176,Palakkad,77584,53,Marutharode (OG) - Ward No.53
252227,Thrippunithura,1294640,41,THEVARAKAVU
259710,Nilambur,1295269,19,MUTHUKADU
272908,Pandalam,1294726,17,Athiramala West
272885,Panoor,1294132,4,West Elankad
272903,Tirurangadi,1295401,29,Azad Nagar
252227,Thrippunithura,1294637,38,AMBALAM WARD
252157,Vatakara,49817,5,ARAKKILADU
252227,Thrippunithura,1294634,35,THOPPIL
252220,Kochi,77622,55,Girinagar
272904,Tanur,1295333,5,Attillam
272892,Erattupetta,1293818,17,Sastham kunnu - Ward No. 17
252231,Kothamangalam,76069,5,CHELADU
252261,Neyyattinkara,50283,5,PALLIVILAKAOM
252172,Tirur,75785,13,KOTT EAST
272889,Kottarakkara,1294383,2,Muslim Street
252208,Angamaly,75927,2,MANGATTUKARA
252149,Thalassery,56146,5,KUNNOTH
252174,Shoranur,76466,19,RAILWAY JUNCTION
252125,Kannur,1294022,42,Neerchal
252250,Mavelikkara,76647,7,Mavelikkara (M) - Ward No.7
252160,Kozhikode,1294922,67,Thoppayil
272882,Piravom,1295022,13,Palachuvadu
252253,Adoor,76761,11,Adoor (M) - Ward No.11
272909,Wadakkanchery,1293930,36,Silk Nagar
272897,Koduvally,1294743,1,Panakkodu
272904,Tanur,1295369,41,Chirakkal
252178,Chittur-Thathamangalam,75808,5,AMBATTUPALAYAM
272906,Cherpulassery,1294520,32,Veettikkadu
252242,Cherthala,77761,10,Cherthala (M) - Ward No.10
252234,Palai,1293891,23,COLLEGE WARD - Ward No.23
272906,Cherpulassery,1294516,28,Manjakkal
272884,Sreekandapuram,1294177,2,Korangodu
259708,Thrikkakara,1295137,38,KARIMAKKADU
252110,Kanhangad,76250,23,UPPILIKAI
272915,Anthur,1294229,24,Ozhachrom
272890,Iritty,1294110,15,Thavilakutty
252248,Kayamkulam,1294422,39,Kayamkulam (M) - Ward No.39
252200,Kodungallur,78008,19,Elthuruth
252220,Kochi,56188,3,Earaveli
272897,Koduvally,1294764,22,Vennakkad
272899,Ramanattukara,1294879,16,Thottayippadam
252174,Shoranur,1294275,28,PARUTHIPRA EAST
252254,Punalur,49441,5,NEDUMKAYAM
272900,Feroke,1294700,29,Munnilambadam
272907,Mannarkad,1294467,8,Vadakkekara
252252,Pathanamthitta,1294332,27,Pathanamthitta (M) - Ward No.27
252174,Shoranur,76456,9,KAVALAPPARA
272880,Harippad,1305424,26,Town
252125,Kannur,49679,2,Kannavu
272903,Tirurangadi,1295392,20,Kundalangad
259709,Kottakkal,1295209,10,KAVATHIKALAM EAST
252169,Manjeri,50129,2,ERAMBRA
259710,Nilambur,1295270,20,RAMAMKUTHU
272884,Sreekandapuram,1294203,28,Nidiyenga
252180,Kunnamkulam,75838,10,AYYAPATH
252159,koyilandy,1294784,39,KOYILANDY TOWN
252259,Nedumangad,50271,24,MANCHA
252239,Changanassery,77704,8,ANANDASRAMAM - Ward No.8
252248,Kayamkulam,76522,19,Kayamkulam (M) - Ward No.19
272901,Kondotty,1295183,25,Meleparambu
252247,Alappuzha,77867,21,Alappuzha (M) - Ward No.21
259707,Karunagappally,1294366,20,CHEMPAKASHERIKADAV
272890,Iritty,1294108,13,Pulichembra
252194,Thrissur,1293764,54,CIVIL STATION
252159,koyilandy,56271,13,PERUVATTUR
272912,Parappanangadi,1295298,15,Stadium
272910,Mananthavady,1294586,26,Thazhe angadi
272885,Panoor,1294137,9,Central Elankadu
272912,Parappanangadi,1295313,30,Puthen Kadappuram South
272899,Ramanattukara,1294881,18,Thottumkal
252174,Shoranur,76474,27,PARUTHIPRA WEST
252111,Payyannur,76284,26,PATOLI
272889,Kottarakkara,1294396,15,Kadalavila
252173,Ponnani,76429,32,THRIKKAVU EAST
252110,Kanhangad,76249,22,CHEDIROAD-DIVYAMPARA
259708,Thrikkakara,1295119,20,KUNNATHUCHIRA
252171,Perinthalmanna,75771,26,THOTTAKKARA
272904,Tanur,1295356,28,Edakkadappuram South
252160,Kozhikode,75719,55,Payyanakkal
252205,Chalakudy,76696,2,Periyichira
272915,Anthur,1294230,25,Ancham Peedika
252254,Punalur,49450,14,THUMBODU
252208,Angamaly,75949,24,EAST ANGADI
272889,Kottarakkara,1294403,22,Ammoomma mukku
252260,Thiruvananthapuram,2513178,63,HARBAR
252160,Kozhikode,50009,19,Medical College South
252260,Thiruvananthapuram,2513150,41,VALIYAVILA
252172,Tirur,75775,3,NADUVILANGADI
252261,Neyyattinkara,50279,1,AARALUMMOODU(M) - Ward No.1
272909,Wadakkanchery,1293904,10,Ottupara Town West
252194,Thrissur,75846,5,PERINGAVU
252220,Kochi,1294552,73,Pachalam
252160,Kozhikode,75705,41,Arekkad
272910,Mananthavady,1294580,20,Varadimoola
252171,Perinthalmanna,75761,16,OLINGARA
252173,Ponnani,76414,17,ANDITHODE
272903,Tirurangadi,1295377,5,Pantharangadi
272880,Harippad,1305407,9,P H C
252175,Ottappalam,76499,25,RAILWAY STATION
252261,Neyyattinkara,50291,13,PERUMBAZHUTHUR
252149,Thalassery,56147,6,KAVUM BAGHAM
272901,Kondotty,1295169,11,Kondotty Town
272902,Valanchery,1295414,3,Kakkattupara
252112,Taliparamba,50446,32,PALAYAD
259711,Nileshwar,1294323,24,PURATHEKKAI
272896,Payyoli,1294845,18,Thachenkunnu South
252251,Thiruvalla,77962,7,Thiruvalla (M) - Ward No.7
252242,Cherthala,77776,25,Cherthala (M) - Ward No.25
252218,Eloor,1295000,22,MUTTAR EAST
252224,Kalamassery,1294940,41,INDUSTRIAL ESTATE
252176,Palakkad,77582,51,JAINIMEDU
272902,Valanchery,1295427,16,Alinchuvadu
252194,Thrissur,75886,45,KARIATTUKARA
252172,Tirur,75793,21,KOLAR KUNDU
252211,Aluva,49288,4,MANA
272899,Ramanattukara,1294886,23,Unniyalungal
272890,Iritty,1294118,23,Kooran Mukku
252248,Kayamkulam,76525,22,Kayamkulam (M) - Ward No.22
252255,Kollam,55988,28,Pallymukku
252260,Thiruvananthapuram,2513142,33,NETTAYAM
259707,Karunagappally,1294369,23,KAYIKKARAKADAV
252149,Thalassery,77736,48,KAYYATH
272901,Kondotty,1295160,2,Panayamparambu
272912,Parappanangadi,1295317,34,Puthen Kadappuram
252157,Vatakara,49842,30,CHANDHANAM PARAMBA
252236,Vaikom,77696,20,MAHADEVA KSHETHRAM- Ward No.20
252125,Kannur,49694,17,Chelora
252224,Kalamassery,1294937,38,K B PARK
259707,Karunagappally,1294348,2,MAMPOZHIL
272883,Kattappana,1293942,6,Vettikkuzha kavala - Ward No. 6
252160,Kozhikode,1294919,64,Eranchipalam
252172,Tirur,75792,20,EZHUR EAST
252226,Maradu,56239,13,PANDAVATHU
272891,Ettumanoor,1293866,13,Ettumanoor East
252254,Punalur,76773,26,MANIYAR
272900,Feroke,1294674,3,Chenapparambu North
252160,Kozhikode,49992,2,Chettikkulam
252247,Alappuzha,77892,46,Alappuzha (M) - Ward No.46
252255,Kollam,55971,11,Madilil
252247,Alappuzha,77895,49,Alappuzha (M) - Ward No.49
252200,Kodungallur,1293834,30,Padanna
252171,Perinthalmanna,75760,15,KOVILAGAMPADI
252175,Ottappalam,76500,26,THENNADI BAZAR
259707,Karunagappally,1294380,34,THURAYILKUNNU
252247,Alappuzha,77860,14,Alappuzha (M) - Ward No.14
272883,Kattappana,1293970,34,Koundhi - Ward No. 34
252233,Thodupuzha,76100,10,HOLY FAMILY - Ward No.10
272906,Cherpulassery,1294502,14,Illikkottu Kurissi
272889,Kottarakkara,1294393,12,Ice Mukku
252176,Palakkad,77828,16,PARAKUNNAM
272905,Pattambi,1294445,14,Kizhayoor
252231,Kothamangalam,76082,18,KOLLIKKADU
252149,Thalassery,56170,29,MEETALE KODIYERI
252194,Thrissur,75882,41,KOORKANCHERY
272912,Parappanangadi,1295293,10,Ullanam North
272912,Parappanangadi,1295312,29,Saddam Beach
252248,Kayamkulam,76527,24,Kayamkulam (M) - Ward No.24
252220,Kochi,56189,4,Karippalam
272910,Mananthavady,1294584,24,Peruvaka
252208,Angamaly,75946,21,PALIYEKKARA
252259,Nedumangad,1294532,36,POONKUMMOODU
259710,Nilambur,1295254,4,SCHOOLKUNNU
252256,Paravoor,1294414,30,MANGAKUNNU
252194,Thrissur,75852,11,GANDHI NAGAR
252247,Alappuzha,77884,38,Alappuzha (M) - Ward No.38
252220,Kochi,56219,34,Puthukalavattom
252239,Changanassery,77711,15,THIRUMALA TEMPLE - Ward No.15
252238,Kottayam,76182,5,NATTASSERY - Ward No.5
252261,Neyyattinkara,50292,14,AALAMPOTTA
272915,Anthur,1294207,2,Morazha
252176,Palakkad,77577,46,VALIYANGADI
252231,Kothamangalam,76074,10,MALIKAKANDAM
252251,Thiruvalla,78049,24,Thiruvalla (M) - Ward No.24
272896,Payyoli,1294850,23,Bhajana Madam North
252260,Thiruvananthapuram,56359,5,Cheruvaykkal
272902,Valanchery,1295442,31,Kothol
252249,Chengannur,76635,17,Chengannur (M) - Ward No.17
252205,Chalakudy,1293794,34,Urumbankunnu
252172,Tirur,1295535,38,NORTH ANNARA
252236,Vaikom,77678,11,PERUMBALLIYAZHAM - Ward No.11
252239,Changanassery,1293801,37,KUTTISSERI KADAVU - Ward No.37
272896,Payyoli,1294832,5,Peringad
272901,Kondotty,1295180,22,Cholamukku
272896,Payyoli,1294860,33,Kolavi
252157,Vatakara,49851,39,KAYYIL
272883,Kattappana,1293959,23,Metukkuzhi - Ward No. 23
252176,Palakkad,77579,48,MEPPARAMBE
272915,Anthur,1294212,7,Peeleri
272889,Kottarakkara,1294404,23,Kadamkulam
252175,Ottappalam,76490,16,AAPPEPPURAM
259710,Nilambur,1295262,12,MUTHIRI
252178,Chittur-Thathamangalam,75819,16,VALMUTTY
252247,Alappuzha,77805,1,Alappuzha (M) - Ward No.1
252110,Kanhangad,76230,3,KANHANGAD TOWN
272907,Mannarkad,1294480,21,Narangapatta
252247,Alappuzha,77880,34,Alappuzha (M) - Ward No.34
252149,Thalassery,56149,8,KUYYALI
252218,Eloor,49328,1,ELOOR DEPO
252260,Thiruvananthapuram,56380,26,Kunnukuzhy(M Corp.) - Ward No.26
252230,Muvattupuzha,76057,16,PETTA
252157,Vatakara,49827,15,ARIKKOTH
272900,Feroke,1294682,11,Kakkattupara
272912,Parappanangadi,1295316,33,Parappangadi Town
272904,Tanur,1295329,1,Ottum Puram
272881,Koothattukulam,1295079,5,Kumkumaserry ward
259711,Nileshwar,1294320,21,ANACHAL
252181,Chavakkad,77913,15,Palayoor West
272898,Mukkom,1294796,7,Kanjiramoozhi
252125,Kannur,1294030,50,Ayikkara
252144,Koothuparamba,49728,5,PALAPARAMBA
252112,Taliparamba,49347,13,FAROOK NAGAR
252248,Kayamkulam,76612,32,Kayamkulam (M) - Ward No.32
252169,Manjeri,50137,10,KOZHIKKOTTUKUNNU
252155,Kalpetta,49811,14,PALLYTHAZHE
272903,Tirurangadi,1295398,26,Cherappurathazham
252108,Kasaragod,76307,17,CHENNIKARA
252174,Shoranur,76471,24,MUNDAYA SOUTH
252139,Mattannur,75640,24,Kallunni
272901,Kondotty,1295159,1,Neettani
272915,Anthur,1294225,20,Dharmasala
272906,Cherpulassery,1294499,11,26th Mile
252218,Eloor,1295003,25,MANJUMMAL
252238,Kottayam,76199,22,CHIRAYILPADAM - Ward No.22
252176,Palakkad,77840,28,CIVILSTATION
252215,Paravur,55906,15,KIZHAKKEPRAM
252259,Nedumangad,1294533,37,TOWER WARD
252139,Mattannur,75630,14,Ayyallur
252247,Alappuzha,77878,32,Alappuzha (M) - Ward No.32
252176,Palakkad,77852,40,VITHUNNI
259711,Nileshwar,1294326,27,THAIKKADAPPURAM NORTH
252175,Ottappalam,76495,21,ERAKKOTTIRI
272910,Mananthavady,1294576,16,Puthiyidam
272885,Panoor,1294148,20,Kidanji North
272883,Kattappana,1293964,28,ITI Kunnu - Ward No. 28
252139,Mattannur,75639,23,Kara
252175,Ottappalam,76491,17,PALLAR MANGALAM
259709,Kottakkal,1295202,3,KOTTAKKAL TOWN
252184,Guruvayoor,76574,17,Chamundeswari
252125,Kannur,1294023,43,Arakkal
252160,Kozhikode,1294924,69,Karaparamba
252259,Nedumangad,50268,21,PADAVALLIKONAM
272911,Sulthanbathery,1294600,4,Vengoor North
252227,Thrippunithura,76018,26,GANDHIPURAM
259710,Nilambur,1295274,24,PADIKKUNNU
272892,Erattupetta,1293815,14,Kollam Parambu - Ward No. 14
259707,Karunagappally,1294359,13,MICRO WAVE
272912,Parappanangadi,1295300,17,Kalikadavu
252226,Maradu,56234,8,SANKAR NAGAR
272906,Cherpulassery,1294493,5,Naduvattam
252208,Angamaly,75945,20,JOSEPURAM
252169,Manjeri,50156,29,VETTEKKAD
252194,Thrissur,75861,20,KALATHODU
252239,Changanassery,77740,21,PERUNNA AMBALAM - Ward No.21
252251,Thiruvalla,78055,30,Thiruvalla (M) - Ward No.30
252172,Tirur,75777,5,PERUVAZHIYAMBALAM
272891,Ettumanoor,1293864,11,Madappadu
252170,Malappuram,56342,7,KATTUNGAL
252208,Angamaly,1294992,29,CHAMBANOOR NORTH
252169,Manjeri,1295243,43,POTTAMMAL
252112,Taliparamba,50448,34,CHALATTOOR
272906,Cherpulassery,1294511,23,Kottakkunnu
252180,Kunnamkulam,76538,18,KANIYAMPAL
252247,Alappuzha,77856,10,Alappuzha (M) - Ward No.10
252252,Pathanamthitta,76736,12,Pathanamthitta (M) - Ward No.12
252258,Attingal,50243,21,RAMACHAMVILA
252224,Kalamassery,49486,3,RAJAGIRI
252254,Punalur,76776,29,POWER HOUSE
252180,Kunnamkulam,76534,14,MALANKARA
272896,Payyoli,1294840,13,Payyoli North
252155,Kalpetta,75686,20,MADIYOOR KUNI
272884,Sreekandapuram,1294181,6,Kumblari
252218,Eloor,49332,5,KUZHIKKANDAM
272882,Piravom,1295034,25,Pazhoor East
252194,Thrissur,75848,7,KUTTUMUKKU
252159,koyilandy,1294786,41,CIVIL STATION
252160,Kozhikode,75702,38,Meenchanda
252260,Thiruvananthapuram,2513219,91,KARIKKAKAM
252260,Thiruvananthapuram,2513177,62,VIZHINJAM
272908,Pandalam,1294730,21,Thavalam Kulam South
252250,Mavelikkara,76645,5,Mavelikkara (M) - Ward No.5
252159,koyilandy,56284,26,KANAYANKOD
252173,Ponnani,76420,23,ATTUPURAM
252110,Kanhangad,76262,35,PATTAKKAL
252157,Vatakara,49850,38,THURUTHIYIL
252157,Vatakara,49826,14,AKLOTH NADA
252260,Thiruvananthapuram,2513211,83,SREEKANTESWARAM
252249,Chengannur,76638,20,Chengannur (M) - Ward No.20
252238,Kottayam,76205,28,KARAPPUZHA - Ward No.28
252253,Adoor,76755,5,Adoor (M) - Ward No.5
252184,Guruvayoor,1294006,31,Choolpuram West
259711,Nileshwar,1294322,23,KADINHIMOOLA
272907,Mannarkad,1294484,25,Kanjirampadam
252238,Kottayam,1293779,41,KANNADIKKADAVU - Ward No.41
252227,Thrippunithura,76012,20,RAILWAY STATION
272880,Harippad,1305411,13,Thriveni
259707,Karunagappally,1294361,15,K.S.R.T.C
259710,Nilambur,1295267,17,VEETTICHAL
252169,Manjeri,50159,32,KOVILAKAM KUNDU
252261,Neyyattinkara,50305,27,RAMESWARAM
272903,Tirurangadi,1295409,37,Kottuvalakkad
252184,Guruvayoor,76568,11,Chakkumkandam
272882,Piravom,1295020,11,Piravom East
252238,Kottayam,76215,38,PUTHENTHODU - Ward No.38
252170,Malappuram,56341,6,CHOLAKKAL
272911,Sulthanbathery,1294629,33,Mandan kolli
252255,Kollam,55998,38,Thekkumbhagam
272904,Tanur,1295364,36,CHC
252211,Aluva,1294912,26,THANDIKKAL
252249,Chengannur,76621,3,Chengannur (M) - Ward No.3
272911,Sulthanbathery,1294607,11,Kidangil
252180,Kunnamkulam,76536,16,KANIPPAYOOR
252250,Mavelikkara,76655,15,Mavelikkara (M) - Ward No.15
252220,Kochi,56194,9,Chakkamadom
252169,Manjeri,1295240,40,VATTAPARA
252176,Palakkad,77854,42,PATTIKKARA
252252,Pathanamthitta,1294335,30,Pathanamthitta (M) - Ward No.30
259711,Nileshwar,1294315,16,THATTACHERI
252208,Angamaly,75937,12,KAVARAPARAMBU
259709,Kottakkal,1295214,15,KOORIYAADU
272904,Tanur,1295372,44,Company padi
252238,Kottayam,1293783,45,KANJIRAM - Ward No.45
252173,Ponnani,76409,12,NEYTHALLUR
259711,Nileshwar,1294300,1,PADINHAMTTAMKOZHUVAL WEST
252260,Thiruvananthapuram,2513152,43,VALIYASALA
272909,Wadakkanchery,1293907,13,Onnamkallu
272915,Anthur,1294233,28,Panneri
252258,Attingal,50245,23,KODUMAN
252226,Maradu,1295144,19,MANNAPARAMBU
252247,Alappuzha,77879,33,Alappuzha (M) - Ward No.33
252125,Kannur,75582,22,Elayavoor South
252247,Alappuzha,77858,12,Alappuzha (M) - Ward No.12
272892,Erattupetta,1293811,10,Thevaru para - Ward No. 10
259709,Kottakkal,1295203,4,KOTTAKKAL THAZE ANGADI
252233,Thodupuzha,76101,11,KALLUMARY - Ward No.11
252233,Thodupuzha,76107,17,KUMMAMKALLU - Ward No.17
252110,Kanhangad,76231,4,ATHIYAMBOOR
252224,Kalamassery,49601,29,HILLVALLEY
252238,Kottayam,1293781,43,THURAMUKHAM - Ward No.43
272907,Mannarkad,1294474,15,Althara
252248,Kayamkulam,76526,23,Kayamkulam (M) - Ward No.23
272904,Tanur,1295340,12,Panangattor
272884,Sreekandapuram,1294193,18,Chundaparambu
272902,Valanchery,1295439,28,Meembara
252184,Guruvayoor,76570,13,Edappully
252173,Ponnani,76400,3,CHANNA
252204,Irinjalakuda,1293987,32,Civil Station
272907,Mannarkad,1294461,2,Kularmunda
272904,Tanur,1295358,30,Thanoor Town
252194,Thrissur,1293763,53,AYYANTHOLE
252236,Vaikom,77684,14,THURUTHIKKARA - Ward No.14
272898,Mukkom,1294792,3,South Kallurutti
252175,Ottappalam,76492,18,PERUMKULAM
272905,Pattambi,1294443,12,Hidayath Nagar
252239,Changanassery,77702,6,MORKULANGARA - Ward No.6
252231,Kothamangalam,76084,20,MATHIRAPPILLI
272890,Iritty,1294126,31,19th Mile
252139,Mattannur,75624,8,Mundoyode
272891,Ettumanoor,1293857,4,Mankara
252239,Changanassery,77746,27,KOTTARAM AMBALAM - Ward No.27
252234,Palai,76127,9,MUNNANI- Ward No.9
272881,Koothattukulam,1295090,16,UP School Ward
252205,Chalakudy,76723,29,Karakulathunadu
252224,Kalamassery,49593,21,UNIVERSITY COLONY
252247,Alappuzha,77887,41,Alappuzha (M) - Ward No.41
272889,Kottarakkara,1294387,6,Pazhaya Theruvu
252238,Kottayam,76179,2,SANKRANTHI - Ward No.2
252204,Irinjalakuda,1293980,25,Koodalmanikyam
252204,Irinjalakuda,76678,6,Mapranam HollyCross Church
252226,Maradu,1295150,25,THANDASSERY
272882,Piravom,1295021,12,Kombanamala
252254,Punalur,49446,10,NELLIPPALLY
252260,Thiruvananthapuram,2513214,86,Ward 86
252194,Thrissur,75891,50,LALOOR
252211,Aluva,76782,10,LIBRARY
272897,Koduvally,1294758,16,Karuvinpoyyil West
252224,Kalamassery,49592,20,VADAKODU
252160,Kozhikode,50010,20,Medical College
252236,Vaikom,77674,9,PRAYIKKATHARA - Ward No.9
252200,Kodungallur,77990,1,Parappully
252139,Mattannur,75633,17,Uruvachal
272909,Wadakkanchery,1293921,27,Minalur
252180,Kunnamkulam,1293770,36,ANJOORPALALM
252205,Chalakudy,76695,1,Thanippara
252261,Neyyattinkara,50280,2,NeyyatPUTHANAMBALAMtinkara (M) - Ward No.2
272885,Panoor,1294145,17,Cheru Pullookkara
252180,Kunnamkulam,76541,21,THEKKEPURAM
252248,Kayamkulam,76511,8,Kayamkulam (M) - Ward No.8
252184,Guruvayoor,76565,8,Palabazar
252226,Maradu,1295148,23,SANTHIVANOM
252238,Kottayam,76186,9,S H MOUNT - Ward No.9
252170,Malappuram,77572,31,KYNODE
252169,Manjeri,50130,3,PULLUR
252234,Palai,76133,15,PALAMPURAYIDOM - Ward No.15
252251,Thiruvalla,1294341,37,Thiruvalla (M) - Ward No.37
252261,Neyyattinkara,50307,29,AMARAVILA
252155,Kalpetta,49809,12,AMBILERY
252234,Palai,76119,1,PARAMALAKUNNU - Ward No.1
272881,Koothattukulam,1295085,11,ManagalathuThazham
252172,Tirur,75790,18,KOTT WEST
252257,Varkala,50063,24,Varkala (M) - Ward No.24
252125,Kannur,75595,35,Alinkeel
272898,Mukkom,1294801,12,Agasthyamoozhi
252176,Palakkad,77831,19,SULTHANPETTA
252157,Vatakara,49852,40,AZHITHALA1
252260,Thiruvananthapuram,2513190,75,Ward 75
252157,Vatakara,49818,6,PRAVANTHALA
259710,Nilambur,1295261,11,VALLAPPUZA
252233,Thodupuzha,76112,22,MARAMKUNNEL - Ward No.22
252256,Paravoor,50023,10,KRISHIBHAVAN
