Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
252087,Margao,1607,14,Margao (M Cl) - Ward No.14,
252077,Sanquelim,1464,8,Sanquelim (M Cl) - Ward No.8,
252095,Cuncolim,1622,9,Cuncolim (M Cl) - Ward No.9,
252061,Mapusa,1307290,17,Mapusa (M CI) - Ward No. 17,
252096,Curchorem Cacora,37376,6,Curchorem Cacora (M Cl) - Ward No.6,
252084,Mormugao,37247,1,Mormugao (M Cl) - Ward No.1,
252077,Sanquelim,1307306,12,Sanquelim (M CI) - Ward No. 12,
252087,Margao,1605,12,Margao (M Cl) - Ward No.12,
252071,City Corporation Panaji,932800,26,Panaji (MCI) - Ward No.26,
252061,Mapusa,1478,13,Mapusa (M Cl) - Ward No.13,
252084,Mormugao,37261,15,Mormugao (M Cl) - Ward No.15,
252057,Pernem,37759,10,Pernem (M Cl) - Ward No.10,
252084,Mormugao,1307299,21,Mormugao (M CI) - Ward No. 21,
252087,Margao,1497,9,Margao (M Cl) - Ward No.9,
252071,City Corporation Panaji,1439,6,Panaji (M Cl) - Ward No.6,
252057,Pernem,37758,9,Pernem (M Cl) - Ward No.9,
252096,Curchorem Cacora,37375,5,Curchorem Cacora (M Cl) - Ward No.5,
252087,Margao,1492,4,Margao (M Cl) - Ward No.4,
252084,Mormugao,37264,18,Mormugao (M Cl) - Ward No.18,
252099,Sanguem,37457,9,Sanguem (M Cl) - Ward No.9,
252061,Mapusa,1472,7,Mapusa (M Cl) - Ward No.7,
252082,Ponda,37241,5,Ponda (M Cl) - Ward No.5,
252077,Sanquelim,1460,4,Sanquelim (M Cl) - Ward No.4,
252075,Bicholim,74918,7,Bicholim (M Cl) - Ward No.7,
252071,City Corporation Panaji,1447,14,Panaji (M Cl) - Ward No.14,
252061,Mapusa,1475,10,Mapusa (M Cl) - Ward No.10,
252097,Quepem,37389,9,Quepem (M Cl) - Ward No.9,
252084,Mormugao,1307303,25,Mormugao (M CI) - Ward No. 25,
252084,Mormugao,1307301,23,Mormugao (M CI) - Ward No. 23,
252075,Bicholim,74921,10,Bicholim (M Cl) - Ward No.10,
252100,Canacona,1630,5,Canacona (M Cl) - Ward No.5,
252084,Mormugao,37256,10,Mormugao (M Cl) - Ward No.10,
252071,City Corporation Panaji,1449,16,Panaji (M Cl) - Ward No.16,
252061,Mapusa,1307288,15,Mapusa (M CI) - Ward No. 15,
252084,Mormugao,37251,5,Mormugao (M Cl) - Ward No.5,
252057,Pernem,37752,3,Pernem (M Cl) - Ward No.3,
252087,Margao,1490,2,Margao (M Cl) - Ward No.2,
252082,Ponda,37242,6,Ponda (M Cl) - Ward No.6,
252082,Ponda,37245,9,Ponda (M Cl) - Ward No.9,
252061,Mapusa,1468,3,Mapusa (M Cl) - Ward No.3,
252071,City Corporation Panaji,932798,24,Panaji (MCI) - Ward No.24,
252082,Ponda,37240,4,Ponda (M Cl) - Ward No.4,
252061,Mapusa,1436,1,Mapusa (M Cl) - Ward No.1,
252075,Bicholim,68191,6,Bicholim (M Cl) - Ward No.6,
252057,Pernem,37756,7,Pernem (M Cl) - Ward No.7,
252071,City Corporation Panaji,1446,13,Panaji (M Cl) - Ward No.13,
252071,City Corporation Panaji,1487,3,Panaji (M Cl) - Ward No.3,
252100,Canacona,1633,8,Canacona (M Cl) - Ward No.8,
252087,Margao,1499,11,Margao (M Cl) - Ward No.11,
252061,Mapusa,1477,12,Mapusa (M Cl) - Ward No.12,
252061,Mapusa,1469,4,Mapusa (M Cl) - Ward No.4,
252057,Pernem,37753,4,Pernem (M Cl) - Ward No.4,
252061,Mapusa,1307289,16,Mapusa (M CI) - Wara No. 16,
252097,Quepem,1307305,11,Quepem (M CI) - Ward No. 11,
252087,Margao,1307298,25,Margao (MCI) - Ward No. 25,
252087,Margao,1606,13,Margao (M Cl) - Ward No.13,
252075,Bicholim,1307282,12,Bicholim (M CI) - Ward No. 12,
252071,City Corporation Panaji,1454,21,Panaji (M CI) - Ward No.21,
252096,Curchorem Cacora,37268,1,Curchorem Cacora (M Cl) - Ward No.1,
252084,Mormugao,37248,2,Mormugao (M Cl) - Ward No.2,
252095,Cuncolim,1615,2,Cuncolim (M Cl) - Ward No.2,
252071,City Corporation Panaji,1444,11,Panaji (M Cl) - Ward No.11,
252096,Curchorem Cacora,924821,12,Curchorem Cacora (MCI) - Ward No.12,
252061,Mapusa,1437,2,Mapusa (M Cl) - Ward No.2,
252095,Cuncolim,1623,10,Cuncolim (M Cl) - Ward No.10,
252096,Curchorem Cacora,1307285,13,Curchorem Cacora (M CI) - Ward No. 13,
252097,Quepem,37385,5,Quepem (M Cl) - Ward No.5,
252082,Ponda,932927,14,Ponda (MCI) - Ward No.14,
252087,Margao,1307295,22,Margao (MCI) - Ward No. 22,
252087,Margao,1307297,24,Margao (MCI) - Ward No. 24,
252084,Mormugao,37249,3,Mormugao (M Cl) - Ward No.3,
252071,City Corporation Panaji,1445,12,Panaji (M Cl) - Ward No.12,
252075,Bicholim,68187,2,Bicholim (M Cl) - Ward No.2,
252061,Mapusa,1476,11,Mapusa (M Cl) - Ward No.11,
252096,Curchorem Cacora,37379,9,Curchorem Cacora (M Cl) - Ward No.9,
252084,Mormugao,37252,6,Mormugao (M Cl) - Ward No.6,
,,,,,
,,,,,
