Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
251117,Limbdi,33561,7,Limbdi (M) - Ward No.7,
251125,Dhoraji,66964,9,Dhoraji (M) - Ward No.9,
251243,Bardoli,37087,4,Bardoli (M) - Ward No.4,
253241,Barwala,1296445,3,Barwala (M) - Ward No.3,
251088,Dehgam,1296622,6,Dehgam(M) - Ward No. 6,
251164,Gadhada,34838,5,Gadhada (M) - Ward No.5,
251142,Kutiyana,1296645,6,Kutiyana(M) - Ward No. 6,
251225,Anklesvar,37062,7,Anklesvar (M) - Ward No.7,
251214,Padra,37011,5,Padra (M) - Ward No.5,
251096,Ahmadabad,1302540,40,"Odhav, Ahmedabad (M.Corp.) Ward No. 40",
251074,Himatnagar Seva Sadan,38027,4,Himatnagar (M) - Ward No.4,
251126,Jetpur Navagadh,33804,3,Jetpur Navagadh (M) - Ward No.3,
277169,Mandvi Kachchh,1301323,2,Mandvi Kuchchh (M) - Ward No.2,
251122,Gondal,1296780,11,Gondal (M) - Ward No. 11,
251190,Dakor,67603,1,Dakor (M) - Ward No.1,
253147,Babra,34760,5,Una (M) - Ward No.5,
251074,Himatnagar Seva Sadan,38024,1,Himatnagar (M) - Ward No.1,
251126,Jetpur Navagadh,33807,6,Jetpur Navagadh (M) - Ward No.6,
251068,Mahesana,37724,6,Mahesana (M) - Ward No.6,
251213,Dabhoi,37002,2,Dabhoi (M) - Ward No.2,
251254,Valsad,37114,6,Valsad (M) - Ward No.6,
251172,Boriavi,34996,1,Boriavi (M) - Ward No.1,
251231,Surat,67660,9,Surat (M Corp.) - Ward No.9,
251121,Jasdan,33596,7,Jasdan (M) - Ward No.7,
276024,Kadodara,1301301,6,Kadodara (M) - Ward No.6,
251243,Bardoli,37088,5,Bardoli (M) - Ward No.5,
251189,Mahudha,71930,4,Mahudha (M) - Ward No.4,
251180,Borsad,35035,6,Borsad (M) - Ward No.6,
276440,Gandhinagar,1301276,4,Gandhinagar (Corporation) Ward No. 4,
251137,Jamjodhpur,66986,2,Jamjodhpur (M) - Ward No.2,
253241,Barwala,1296443,1,Barwala (M) - Ward No.1,
251156,Damnagar,1296616,6,"Damnagar(CT), Ward No.6",
251116,Thangadh,33534,1,Thangadh (M) - Ward No.1,
251200,Devgadbaria,35315,4,Devgadbaria (M) - Ward No.4,
277171,Sutrapada,1301343,7,Sutrapada (M) - Ward No.7,
251053,Dhanera,37359,1,Dhanera (M) - Ward No.1,
251156,Damnagar,34779,4,Damnagar (CT) - Ward No.4,
253224,Thasra,71927,3,Mahudha (M) - Ward No.3,
251269,Umargaon,7497,5,Umbergaon Municipality Ward No. 5,
251157,Amreli,34782,2,Amreli (M) - Ward No.2,
251180,Borsad,35032,3,Borsad (M) - Ward No.3,
251187,Nadiad,35066,2,Nadiad (M) - Ward No.2,
251061,Harij,60025,6,Harij (M) - Ward No.6,
251172,Boriavi,35000,5,Boriavi (M) - Ward No.5,
251264,Vapi,1303698,6,Vapi (M) - Ward No. 6,
251147,Junagadh,67006,13,Junagadh (M) - Ward No.13,
251169,Talaja,34878,6,Talaja (M) - Ward No.6,
251047,Bhuj,37304,1,Bhuj (M) - Ward No.1,
251117,Limbdi,33549,1,Limbdi (M) - Ward No.1,
251124,Upleta,33621,9,Upleta (M) - Ward No.9,
251141,Ranavav,34692,7,Amardad (OG) - Ward No.7,
251194,Kaalol,35287,1,Kaalol INA (INA) - Ward No.1,
251176,Karamsad,35012,3,Karamsad (M) - Ward No.3,
251142,Kutiyana,34696,4,Kutiyana (M) - Ward No.4,
251231,Surat,67665,14,Surat (M Corp.) - Ward No.14,
251187,Nadiad,35244,9,Nadiad (M) - Ward No.9,
253147,Babra,34762,6,Una (M) - Ward No.6,
251189,Mahudha,71934,6,Mahudha (M) - Ward No.6,
251163,Botad,34818,5,Botad (M) - Ward No.5,
251149,Keshod,67014,2,Keshod (M) - Ward No.2,
251048,Mandvi,37320,2,Mandvi (M) - Ward No.2,
248076,SHAHERA,1296648,3,Shahera (M) - Ward No. 3,
251230,Songadh,67646,2,Songadh (M) - Ward No.2,
251147,Junagadh,67008,15,Dolatpara (OG) (Part) - Ward No.15,
251068,Mahesana,1303689,11,Mahesana (M) - Ward No. 11,
251055,Palanpur,60019,11.,Palanpur (Rural) (Laxmipura) (OG) - Ward No.11,
251081,Kalol,1303688,11,Kalol (M) - Ward No. 11,
251222,Bharuch,37042,1,Bharuch (M) - Ward No.1,
251120,Rajkot,66927,4,Rajkot (M Corp.) - Ward No.4,
251197,Jhalod,35307,7,Jhalod (M) - Ward No.7,
251178,Petlad,35024,7,Petlad (M) - Ward No.7,
251136,Bhanvad,33863,4,Bhanvad (M) - Ward No.4,
251129,Dwarka,66972,5,Dwarka (M) - Ward No.5,
251215,Karjan,37014,2,Karjan (M) - Ward No.2,
251060,Patan,37674,2,Patan (M) - Ward No.2,
253224,Thasra,71931,5,Mahudha (M) - Ward No.5,
251174,Anand,67090,11,Anand (M) - Ward No.11,
251061,Harij,60023,4,Harij (M) - Ward No.4,
251131,Khambhalia,66976,4,Khambhalia (M) - Ward No.4,
251264,Vapi,37149,5,Vapi (M) - Ward No.5,
251163,Botad,34816,4,Botad (M) - Ward No.4,
251120,Rajkot,66938,15,Rajkot (M Corp.) - Ward No.15,
251165,Bhavnagar,34852,12,Bhavnagar (M Corp.) - Ward No.12,
251123,Bhayavadar,33611,3,Bhayavadar (M) - Ward No.3,
251215,Karjan,37018,6,Karjan (M) - Ward No.6,
251070,Kadi,37737,9,Kadi (M) - Ward No.9,
251245,Navsari-Vijalpor,67741,1,Navsari (M) - Ward No.1,
251243,Bardoli,37092,9,Bardoli (M) - Ward No.9,
253230,Sojitra,34977,4,Mahuva (M) - Ward No.4,
251230,Songadh,67648,4,Songadh (M) - Ward No.4,
253223,Amod,1301284,4,Amod (M) - ward No. 4,
251063,Kheralu,37698,5,Kheralu (M) - Ward No.5,
251068,Mahesana,37726,8,Nagalpur (OG) (Part) - Ward No.8,
253135,Maliya Miyana,33556,5,Limbdi (M) - Ward No.5,
251163,Botad,34830,11,Botad (M) - Ward No.11,
251176,Karamsad,35015,6,Karamsad (M) - Ward No.6,
251209,Vadodara,35329,3,Vadodara (M Corp.) - Ward No.3,
251168,Palitana,67062,8,Palitana (M) - Ward No.8,
251058,Radhanpur,2196,5,Radhanpur (M) - Ward No.5,
251120,Rajkot,66935,12,Rajkot (M Corp.) - Ward No.12,
251122,Gondal,33600,2,Gondal (M) - Ward No.2,
251138,Porbandar-Chhaya,33876,10,Porbandar (M) - Ward No.10,
251251,Bilimora,37104,8,Bilimora (M) - Ward No.8,
251187,Nadiad,35070,6,Nadiad (M) - Ward No.6,
251096,Ahmadabad,1302542,42,"Indrapuri, Ahmedabad (M.Corp.) Ward No. 42",
251166,Sihor,3778,8,Sihor (M) - Ward No.8,
251174,Anand,67086,7,Anand (M) - Ward No.7,
251199,Dahod,67616,2,Dohad (M) - Ward No.2,
251096,Ahmadabad,1302505,5,"Ranip, Ahmedabad (M.Corp.) Ward No. 5",
251158,Bagasara,1296442,7,Bagasara (M) - Ward No.7,
251170,Mahuva,34882,2,Mahuva (M) - Ward No.2,
251231,Surat,67670,19,Surat (M Corp.) - Ward No.19,
251045,Bhachau,37289,5,Bhachau (M) - Ward No.5,
251147,Junagadh,67005,12,Junagadh (M) - Ward No.12,
276024,Kadodara,1301297,2,Kadodara (M) - Ward No.2,
251114,Surendranagar-Dudhrej-Wadhwan,33515,6,Surendranagar Dudhrej (M) - Ward No.6,
251244,Vyara,67736,5,Vyara (M) - Ward No.5,
251174,Anand,67084,5,Anand (M) - Ward No.5,
251096,Ahmadabad,1302524,24,"Nikol, Ahmedabad (M.Corp.) Ward No. 24",
251174,Anand,67081,2,Anand (M) - Ward No.2,
251137,Jamjodhpur,69205,5,Jamjodhpur (M) - Ward No.5,
251063,Kheralu,37694,1,Kheralu (M) - Ward No.1,
251088,Dehgam,60146,4,Dehgam (M) - Ward No.4,
251059,Sidhpur,1303696,8,Sidhpur (M) - Ward No. 8,
251096,Ahmadabad,1302515,15,"Asarva, Ahmedabad (M.Corp.) Ward No. 15",
251187,Nadiad,35069,5,Nadiad (M) - Ward No.5,
251183,Kapadvanj,35051,5,Kapadvanj (M) - Ward No.5,
251096,Ahmadabad,1302545,45,"Isanpur, Ahmedabad (M.Corp.) Ward No. 45",
251088,Dehgam,1296621,5,Dehgam(M) - Ward No. 5,
251110,Dhandhuka,66889,1,Dhandhuka (M) - Ward No.1,
251162,Rajula,34807,7,Rajula (M) - Ward No.7,
251096,Ahmadabad,1302516,16,"Shahibag, Ahmedabad (M.Corp.) Ward No. 16",
251193,Godhra,35275,4,Godhra (M) - Ward No.4,
251147,Junagadh,67004,11,Junagadh (M) - Ward No.11,
251183,Kapadvanj,35047,1,Kapadvanj (M) - Ward No.1,
251111,Halvad,33504,5,Halvad (M) - Ward No.5,
251243,Bardoli,37090,7,Bardoli (M) - Ward No.7,
251152,Veraval,34734,1,Veraval (M) - Ward No.1,
251192,Lunawada,35264,2,Lunawada (M) - Ward No.2,
251120,Rajkot,66928,5,Rajkot (M Corp.) - Ward No.5,
251067,Vijapur,60033,2,Vijapur (M) - Ward No.2,
251190,Dakor,67608,6,Dakor (M) - Ward No.6,
251062,Chanasma,37691,5,Chanasma (M) - Ward No.5,
251176,Karamsad,35013,4,Karamsad (M) - Ward No.4,
251143,Bantwa,66989,3,Bantwa (M) - Ward No.3,
251077,Modasa,60051,7,Modasa (M) - Ward No.7,
251147,Junagadh,66996,3,Junagadh (M) - Ward No.3,
253224,Thasra,71925,2,Mahudha (M) - Ward No.2,
251145,Vanthali,34708,4,Vanthali (M) - Ward No.4,
251213,Dabhoi,4702,9,Dabhoi (M) - Ward No.9,
251081,Kalol,38048,4,Kalol (M) - Ward No.4,
251160,Savarkundla,67037,2,Savarkundla (M) - Ward No.2,
251119,Wankaner,33585,4,Wankaner (M) - Ward No.4,
251096,Ahmadabad,1302512,12,"Naroda, Ahmedabad (M.Corp.) Ward No. 12",
251155,Lathi,34771,3,Lathi (M) - Ward No.3,
251125,Dhoraji,66959,4,Dhoraji (M) - Ward No.4,
251127,Okha,1296770,8,Okha (M) - Ward No. 8,
251067,Vijapur,60035,4,Vijapur (M) - Ward No.4,
253135,Maliya Miyana,33558,6,Limbdi (M) - Ward No.6,
251196,Halol,35293,5,Halol (M) - Ward No.5,
251196,Halol,1303677,8,Halol (M) - Ward No. 8,
276026,Tarsadi,1296755,2,Tarsadi (M) - Ward No. 2,
251254,Valsad,37119,11,Valsad (M) - Ward No.11,
